Order,Material,SLoc,Quantity,Pstng Date,Merge_Date,Year
57439332.0,111,5001,-1,2025-01-04,2025-01-04,2025
57445347.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57446262.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57446609.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57445302.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57445429.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57445531.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57445738.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57450030.0,111,5043,-1,2025-01-06,2025-01-06,2025
57446980.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57445289.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57466911.0,111,5023,-1,2025-01-06,2025-01-06,2025
98717648.0,111,5020,-30,2025-01-06,2025-01-06,2025
57445795.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57302189.0,111,5043,-1,2025-01-06,2025-01-06,2025
57446994.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57445990.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57445947.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57446156.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57445464.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57445633.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57446275.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57445843.0,111,50BK,-1,2025-01-06,2025-01-06,2025
57450028.0,111,5043,-1,2025-01-07,2025-01-07,2025
57482224.0,111,5043,-1,2025-01-07,2025-01-07,2025
57492511.0,111,5043,-1,2025-01-08,2025-01-08,2025
57472468.0,111,5043,-1,2025-01-08,2025-01-08,2025
57499267.0,111,5043,-1,2025-01-09,2025-01-09,2025
57493050.0,111,5043,-1,2025-01-09,2025-01-09,2025
57484645.0,111,5043,-1,2025-01-09,2025-01-09,2025
57464181.0,111,5005,-1,2025-01-10,2025-01-10,2025
57510490.0,111,5005,-1,2025-01-10,2025-01-10,2025
57508738.0,111,5005,-1,2025-01-13,2025-01-13,2025
57470646.0,111,5064,-1,2025-01-15,2025-01-15,2025
57498090.0,111,5064,-1,2025-01-15,2025-01-15,2025
98740470.0,111,5020,-18,2025-01-15,2025-01-15,2025
57536103.0,111,5001,-1,2025-01-15,2025-01-15,2025
57553885.0,111,5043,-1,2025-01-17,2025-01-17,2025
57544786.0,111,5043,-1,2025-01-17,2025-01-17,2025
57556765.0,111,5043,-1,2025-01-17,2025-01-17,2025
57556688.0,111,5043,-1,2025-01-17,2025-01-17,2025
57553457.0,111,5005,-1,2025-01-20,2025-01-20,2025
57562057.0,111,5043,-1,2025-01-20,2025-01-20,2025
57562073.0,111,5043,-1,2025-01-20,2025-01-20,2025
57561878.0,111,5043,-1,2025-01-20,2025-01-20,2025
57566629.0,111,5005,-1,2025-01-20,2025-01-20,2025
57574870.0,111,5032,-1,2025-01-21,2025-01-21,2025
57586475.0,111,5033,-1,2025-01-23,2025-01-23,2025
11352377.0,111,5023,-1,2025-01-23,2025-01-23,2025
11352378.0,111,5023,-1,2025-01-23,2025-01-23,2025
57580131.0,111,5005,-1,2025-01-24,2025-01-24,2025
57609802.0,111,5023,-2,2025-01-25,2025-01-25,2025
57610276.0,111,5029,-1,2025-01-25,2025-01-25,2025
57610286.0,111,5029,-1,2025-01-25,2025-01-25,2025
57610054.0,111,5043,-1,2025-01-27,2025-01-27,2025
57610054.0,111,5043,1,2025-01-28,2025-01-28,2025
57484645.0,111,5043,1,2025-01-28,2025-01-28,2025
57464182.0,111,5005,-1,2025-01-28,2025-01-28,2025
57622248.0,111,5043,-1,2025-01-28,2025-01-28,2025
57616253.0,111,5033,-1,2025-01-28,2025-01-28,2025
57634073.0,111,5032,-1,2025-01-29,2025-01-29,2025
57622562.0,111,5033,-1,2025-01-30,2025-01-30,2025
57630244.0,111,5033,-1,2025-01-30,2025-01-30,2025
57654776.0,111,5043,-1,2025-02-03,2025-02-03,2025
57655486.0,111,5005,-1,2025-02-03,2025-02-03,2025
57624404.0,111,5043,-1,2025-02-05,2025-02-05,2025
57684188.0,111,5043,-1,2025-02-06,2025-02-06,2025
57679677.0,111,50BK,-1,2025-02-06,2025-02-06,2025
57561878.0,111,5043,1,2025-02-06,2025-02-06,2025
57663621.0,111,5042,-1,2025-02-06,2025-02-06,2025
57684227.0,111,5043,-1,2025-02-06,2025-02-06,2025
57685139.0,111,5033,-1,2025-02-06,2025-02-06,2025
57663226.0,111,5023,-1,2025-02-06,2025-02-06,2025
57373342.0,111,5005,1,2025-02-07,2025-02-07,2025
57658163.0,111,5042,-1,2025-02-07,2025-02-07,2025
57658050.0,111,5042,-1,2025-02-07,2025-02-07,2025
57702828.0,111,5043,-1,2025-02-10,2025-02-10,2025
57708293.0,111,5043,-1,2025-02-10,2025-02-10,2025
57716409.0,111,5032,-1,2025-02-11,2025-02-11,2025
57707150.0,111,5043,-1,2025-02-11,2025-02-11,2025
57683127.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57721730.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57717574.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57683752.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57687206.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57716634.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57686889.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57717438.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57721688.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57683349.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57687741.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57687667.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57683957.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57686405.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57687848.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57679784.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57687745.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57720501.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57687801.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57723689.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57683611.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57722143.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57723512.0,111,50BK,-1,2025-02-12,2025-02-12,2025
57717837.0,111,50BK,-1,2025-02-12,2025-02-12,2025
