Order,Material,SLoc,   Quantity,Pstng Date,,,,,,,,,,,
68367590,101,5001,-1,1/29/2026,,,,,,,,,,,
68378288,101,5021,-1,1/29/2026,,,,,,,,,,,
68308868,101,5022,-1,1/30/2026,,,,,,,,,,,
68380936,101,5021,-1,1/30/2026,,,,,,,,,,,
68386313,101,5023,-1,1/30/2026,,,,,,,,,,,
68384139,101,5021,-1,1/30/2026,,,,,,,,,,,
68261682,101,5021,1,1/30/2026,,,,,,,,,,,
68382764,101,5023,-1,1/31/2026,,,,,,,,,,,
68397689,101,5023,-1,2/2/2026,,,,,,,,,,,
68398682,101,5030,-1,2/2/2026,,,,,,,,,,,
68402905,101,5032,-1,2/2/2026,,,,,,,,,,,
68401532,101,5041,-1,2/2/2026,,,,,,,,,,,
68398884,101,5001,-1,2/2/2026,,,,,,,,,,,
68399777,101,5030,-1,2/2/2026,,,,,,,,,,,
68403363,101,5021,-1,2/3/2026,,,,,,,,,,,
68272884,101,5030,1,2/3/2026,,,,,,,,,,,
68404581,101,5021,-1,2/3/2026,,,,,,,,,,,
68334410,101,5043,1,2/4/2026,,,,,,,,,,,
68414328,101,5021,-1,2/4/2026,,,,,,,,,,,
68421756,101,5030,-1,2/4/2026,,,,,,,,,,,
68419528,101,5021,-1,2/4/2026,,,,,,,,,,,
68424019,101,5030,-1,2/4/2026,,,,,,,,,,,
68432448,101,5021,-1,2/6/2026,,,,,,,,,,,
68445424,101,5023,-1,2/6/2026,,,,,,,,,,,
68437749,101,5030,-1,2/6/2026,,,,,,,,,,,
68455204,101,5021,-1,2/9/2026,,,,,,,,,,,
68454971,101,5030,-1,2/9/2026,,,,,,,,,,,
68457306,101,5021,-1,2/9/2026,,,,,,,,,,,
68456173,101,5021,-1,2/9/2026,,,,,,,,,,,
68451732,101,5022,-1,2/9/2026,,,,,,,,,,,
68455189,101,5021,-1,2/9/2026,,,,,,,,,,,
68453691,101,5021,-1,2/9/2026,,,,,,,,,,,
68454904,101,5021,-1,2/9/2026,,,,,,,,,,,
68453204,101,5023,-1,2/9/2026,,,,,,,,,,,
68454910,101,5021,-1,2/9/2026,,,,,,,,,,,
68450295,101,5021,-1,2/9/2026,,,,,,,,,,,
68469308,101,5021,-1,2/10/2026,,,,,,,,,,,
68466640,101,5021,-1,2/10/2026,,,,,,,,,,,
68479316,101,5030,-1,2/11/2026,,,,,,,,,,,
68479349,101,5030,-1,2/11/2026,,,,,,,,,,,
68477589,101,5042,-1,2/11/2026,,,,,,,,,,,
68477673,101,5030,-1,2/11/2026,,,,,,,,,,,
68475275,101,5021,-1,2/11/2026,,,,,,,,,,,
68397526,101,5021,-1,2/11/2026,,,,,,,,,,,
68479821,101,5021,-1,2/11/2026,,,,,,,,,,,
68471773,101,5030,-1,2/11/2026,,,,,,,,,,,
68474985,101,5021,-1,2/11/2026,,,,,,,,,,,
68479878,101,5023,-1,2/11/2026,,,,,,,,,,,
68445531,101,5005,-1,2/11/2026,,,,,,,,,,,
68487760,101,5043,-1,2/12/2026,,,,,,,,,,,
68480386,101,5021,-1,2/12/2026,,,,,,,,,,,
68497232,101,5021,-1,2/13/2026,,,,,,,,,,,
68497595,101,5023,-1,2/13/2026,,,,,,,,,,,
68497242,101,5021,-1,2/13/2026,,,,,,,,,,,
68494341,101,5021,-1,2/13/2026,,,,,,,,,,,
68504022,101,5030,-1,2/14/2026,,,,,,,,,,,
68500783,101,5021,-1,2/14/2026,,,,,,,,,,,
68366331,101,5041,1,2/14/2026,,,,,,,,,,,
68500003,101,5021,-1,2/14/2026,,,,,,,,,,,
68504351,101,5021,-1,2/14/2026,,,,,,,,,,,
68508632,101,5023,-1,2/16/2026,,,,,,,,,,,
68506663,101,5030,-1,2/16/2026,,,,,,,,,,,
68509289,101,5023,-1,2/16/2026,,,,,,,,,,,
68519106,101,5023,-1,2/17/2026,,,,,,,,,,,
68520339,101,5021,-1,2/17/2026,,,,,,,,,,,
68517023,101,5010,-2,2/17/2026,,,,,,,,,,,
68519415,101,5010,-1,2/17/2026,,,,,,,,,,,
68514659,101,5021,-1,2/17/2026,,,,,,,,,,,
68536145,101,5021,-1,2/19/2026,,,,,,,,,,,
68536213,101,5021,-1,2/19/2026,,,,,,,,,,,
68536461,101,5032,-1,2/19/2026,,,,,,,,,,,
68466640,101,5021,1,2/19/2026,,,,,,,,,,,
68535763,101,5021,-1,2/19/2026,,,,,,,,,,,
68511726,101,5021,-1,2/19/2026,,,,,,,,,,,
68538580,101,5021,-1,2/19/2026,,,,,,,,,,,
68527261,101,5023,-1,2/19/2026,,,,,,,,,,,
68480386,101,5021,1,2/20/2026,,,,,,,,,,,
68546017,101,5021,-1,2/20/2026,,,,,,,,,,,
68547058,101,5030,-2,2/20/2026,,,,,,,,,,,
68554345,101,5023,-1,2/21/2026,,,,,,,,,,,
68526597,101,5022,-1,2/21/2026,,,,,,,,,,,
68328082,101,5061,1,2/21/2026,,,,,,,,,,,
68554288,101,5021,-1,2/21/2026,,,,,,,,,,,
68552642,101,5021,-1,2/21/2026,,,,,,,,,,,
68556839,101,5021,-1,2/23/2026,,,,,,,,,,,
68556817,101,5021,-1,2/23/2026,,,,,,,,,,,
68556649,101,5030,-1,2/23/2026,,,,,,,,,,,
68558365,101,5010,-1,2/23/2026,,,,,,,,,,,
68561068,101,5023,-1,2/23/2026,,,,,,,,,,,
68572771,101,5021,-1,2/24/2026,,,,,,,,,,,
68561433,101,5042,-1,2/24/2026,,,,,,,,,,,
68558656,101,5001,-1,2/24/2026,,,,,,,,,,,
68571005,101,5030,-1,2/24/2026,,,,,,,,,,,
68557931,101,5001,-1,2/24/2026,,,,,,,,,,,
68557564,101,5021,-1,2/24/2026,,,,,,,,,,,
68571787,101,5030,-1,2/24/2026,,,,,,,,,,,
68570647,101,5021,-2,2/24/2026,,,,,,,,,,,
68579803,101,5023,-1,2/25/2026,,,,,,,,,,,
68582115,101,5030,-1,2/25/2026,,,,,,,,,,,
68579794,101,5021,-1,2/25/2026,,,,,,,,,,,
68578357,101,5021,-1,2/25/2026,,,,,,,,,,,
68590286,101,5021,-1,2/26/2026,,,,,,,,,,,
68357491,101,5023,-1,2/26/2026,,,,,,,,,,,
68590400,101,5030,-1,2/26/2026,,,,,,,,,,,
68580142,101,5023,-1,2/26/2026,,,,,,,,,,,
68601225,101,5030,-1,2/27/2026,,,,,,,,,,,
68571019,101,5014,-1,2/27/2026,,,,,,,,,,,
68602613,101,5021,-1,2/27/2026,,,,,,,,,,,
68600233,101,5021,-1,2/27/2026,,,,,,,,,,,
68602300,101,5030,-1,2/27/2026,,,,,,,,,,,
68536145,101,5021,1,2/27/2026,,,,,,,,,,,
68598136,101,5021,-2,2/27/2026,,,,,,,,,,,
68601903,101,5030,-1,2/27/2026,,,,,,,,,,,
68511726,101,5021,1,2/27/2026,,,,,,,,,,,
68607825,101,5021,-1,2/28/2026,,,,,,,,,,,
68609376,101,5021,-1,2/28/2026,,,,,,,,,,,
68849726,101,5021,-1,3/31/2026,,,,,,,,,,,
68851497,101,5022,-1,3/31/2026,,,,,,,,,,,
68841937,101,5021,-1,3/31/2026,,,,,,,,,,,
68849677,101,5021,-1,3/31/2026,,,,,,,,,,,
68836273,101,5030,-1,3/30/2026,,,,,,,,,,,
,101,5090,-1,3/30/2026,,,,,,,,,,,
68838598,101,5021,-1,3/30/2026,,,,,,,,,,,
68723960,101,5021,1,3/30/2026,,,,,,,,,,,
68838834,101,5032,-2,3/30/2026,,,,,,,,,,,
68840998,101,5021,-1,3/30/2026,,,,,,,,,,,
68839455,101,5001,-1,3/30/2026,,,,,,,,,,,
68835424,101,5021,-2,3/29/2026,,,,,,,,,,,
68835003,101,5023,-1,3/28/2026,,,,,,,,,,,
68822778,101,5023,-1,3/28/2026,,,,,,,,,,,
68825897,101,5023,-1,3/27/2026,,,,,,,,,,,
68827947,101,5030,-1,3/27/2026,,,,,,,,,,,
68828015,101,5030,-1,3/27/2026,,,,,,,,,,,
68822116,101,5021,-1,3/27/2026,,,,,,,,,,,
68828159,101,5023,-1,3/27/2026,,,,,,,,,,,
68823956,101,5021,-1,3/27/2026,,,,,,,,,,,
68812992,101,5021,-1,3/26/2026,,,,,,,,,,,
68815556,101,5030,-1,3/26/2026,,,,,,,,,,,
68815334,101,5021,-1,3/26/2026,,,,,,,,,,,
68761953,101,5023,1,3/26/2026,,,,,,,,,,,
68780221,101,5021,-1,3/25/2026,,,,,,,,,,,
68804525,101,5023,-1,3/25/2026,,,,,,,,,,,
68804964,101,5021,-1,3/25/2026,,,,,,,,,,,
68807799,101,5021,-1,3/25/2026,,,,,,,,,,,
68805074,101,5021,-1,3/25/2026,,,,,,,,,,,
68804970,101,5030,-1,3/25/2026,,,,,,,,,,,
68794013,101,5021,-1,3/24/2026,,,,,,,,,,,
68795856,101,5021,-1,3/24/2026,,,,,,,,,,,
68793296,101,5021,-1,3/24/2026,,,,,,,,,,,
68790112,101,5021,-1,3/24/2026,,,,,,,,,,,
68795106,101,5010,-1,3/24/2026,,,,,,,,,,,
68747715,101,5032,-1,3/23/2026,,,,,,,,,,,
68780473,101,5023,-1,3/23/2026,,,,,,,,,,,
68780503,101,5023,-1,3/23/2026,,,,,,,,,,,
68781153,101,5030,-1,3/23/2026,,,,,,,,,,,
68778461,101,5021,-1,3/23/2026,,,,,,,,,,,
68775159,101,5004,-1,3/22/2026,,,,,,,,,,,
68775383,101,5021,-1,3/21/2026,,,,,,,,,,,
68750977,101,5021,-1,3/21/2026,,,,,,,,,,,
68770935,101,5021,-1,3/20/2026,,,,,,,,,,,
68769154,101,5023,-1,3/20/2026,,,,,,,,,,,
68769282,101,5021,-1,3/20/2026,,,,,,,,,,,
68747604,101,5021,-1,3/20/2026,,,,,,,,,,,
68769274,101,5021,-1,3/20/2026,,,,,,,,,,,
68761953,101,5023,-1,3/20/2026,,,,,,,,,,,
68771524,101,5021,-1,3/20/2026,,,,,,,,,,,
68769260,101,5021,-1,3/20/2026,,,,,,,,,,,
68747423,101,5014,-1,3/19/2026,,,,,,,,,,,
68760338,101,5030,-1,3/19/2026,,,,,,,,,,,
68759231,101,5032,-1,3/19/2026,,,,,,,,,,,
68760010,101,5030,-1,3/19/2026,,,,,,,,,,,
68746637,101,5023,-1,3/18/2026,,,,,,,,,,,
68720654,101,5021,-1,3/18/2026,,,,,,,,,,,
68737814,101,5023,-1,3/18/2026,,,,,,,,,,,
68749908,101,5022,-1,3/18/2026,,,,,,,,,,,
68703169,101,5021,-1,3/18/2026,,,,,,,,,,,
68677907,101,5023,-1,3/18/2026,,,,,,,,,,,
68736354,101,5030,-1,3/17/2026,,,,,,,,,,,
68736287,101,5030,-1,3/17/2026,,,,,,,,,,,
68713582,101,5021,-1,3/17/2026,,,,,,,,,,,
68737701,101,5023,-1,3/17/2026,,,,,,,,,,,
68724066,101,5030,-1,3/17/2026,,,,,,,,,,,
68719821,101,5021,-1,3/17/2026,,,,,,,,,,,
68737682,101,5023,-1,3/17/2026,,,,,,,,,,,
68724303,101,5030,-1,3/17/2026,,,,,,,,,,,
68724416,101,5021,-1,3/16/2026,,,,,,,,,,,
68722104,101,5030,-1,3/16/2026,,,,,,,,,,,
68720746,101,5021,-1,3/16/2026,,,,,,,,,,,
68720766,101,5021,-1,3/16/2026,,,,,,,,,,,
68723960,101,5021,-1,3/16/2026,,,,,,,,,,,
68120287,101,5042,1,3/14/2026,,,,,,,,,,,
68719903,101,5032,-1,3/14/2026,,,,,,,,,,,
68693805,101,5030,-1,3/13/2026,,,,,,,,,,,
68713864,101,5022,-1,3/13/2026,,,,,,,,,,,
68698612,101,5022,-2,3/12/2026,,,,,,,,,,,
68700759,101,5021,-1,3/12/2026,,,,,,,,,,,
68698652,101,5021,-1,3/12/2026,,,,,,,,,,,
68681472,101,5022,-1,3/11/2026,,,,,,,,,,,
68667847,101,5021,-1,3/11/2026,,,,,,,,,,,
68680430,101,5023,-1,3/10/2026,,,,,,,,,,,
68681096,101,5043,-1,3/10/2026,,,,,,,,,,,
68679653,101,5021,-1,3/10/2026,,,,,,,,,,,
68679639,101,5021,-1,3/10/2026,,,,,,,,,,,
68681097,101,5043,-1,3/10/2026,,,,,,,,,,,
68677430,101,5021,-1,3/10/2026,,,,,,,,,,,
68679218,101,5021,-1,3/10/2026,,,,,,,,,,,
68670294,101,5021,-1,3/9/2026,,,,,,,,,,,
68667242,101,5021,-1,3/9/2026,,,,,,,,,,,
68668269,101,5023,-1,3/9/2026,,,,,,,,,,,
68670984,101,5021,-1,3/9/2026,,,,,,,,,,,
68667177,101,5021,-1,3/9/2026,,,,,,,,,,,
68664857,101,5042,-1,3/9/2026,,,,,,,,,,,
68668382,101,5021,-1,3/9/2026,,,,,,,,,,,
68665640,101,5030,-1,3/9/2026,,,,,,,,,,,
68665269,101,5021,-1,3/7/2026,,,,,,,,,,,
68662802,101,5021,-1,3/7/2026,,,,,,,,,,,
68665268,101,5021,-1,3/7/2026,,,,,,,,,,,
68655579,101,5042,-1,3/6/2026,,,,,,,,,,,
68659051,101,5010,-1,3/6/2026,,,,,,,,,,,
68453691,101,5021,1,3/6/2026,,,,,,,,,,,
68657801,101,5021,-2,3/6/2026,,,,,,,,,,,
68644626,101,5030,-1,3/5/2026,,,,,,,,,,,
68357491,101,5023,1,3/3/2026,,,,,,,,,,,
68566577,101,5021,-1,3/3/2026,,,,,,,,,,,
68552541,101,5021,-1,3/3/2026,,,,,,,,,,,
68621135,101,5030,-1,3/3/2026,,,,,,,,,,,
68624033,101,5030,-1,3/3/2026,,,,,,,,,,,
68624804,101,5021,-1,3/3/2026,,,,,,,,,,,
68613381,101,5021,-1,3/2/2026,,,,,,,,,,,
68612724,101,5032,-1,3/2/2026,,,,,,,,,,,
68612801,101,5021,-1,3/2/2026,,,,,,,,,,,
68614056,101,5041,-1,3/2/2026,,,,,,,,,,,
68611509,101,5021,-1,3/2/2026,,,,,,,,,,,
69082334,101,5023,-1,4/30/2026,,,,,,,,,,,
69073980,101,5021,-1,4/30/2026,,,,,,,,,,,
69064125,101,5021,-2,4/30/2026,,,,,,,,,,,
69074647,101,5030,-1,4/30/2026,,,,,,,,,,,
69017122,101,5022,-2,4/29/2026,,,,,,,,,,,
69071294,101,5023,-1,4/29/2026,,,,,,,,,,,
69048947,101,5021,-1,4/27/2026,,,,,,,,,,,
69048646,101,5021,-1,4/27/2026,,,,,,,,,,,
69047656,101,5021,-1,4/27/2026,,,,,,,,,,,
69047969,101,5021,-1,4/27/2026,,,,,,,,,,,
68713999,101,5021,-1,4/25/2026,,,,,,,,,,,
69037602,101,5030,-1,4/24/2026,,,,,,,,,,,
69026199,101,5032,-1,4/24/2026,,,,,,,,,,,
69035426,101,5021,-1,4/24/2026,,,,,,,,,,,
69025636,101,5030,-1,4/23/2026,,,,,,,,,,,
69026478,101,5010,-1,4/23/2026,,,,,,,,,,,
68925384,101,5021,1,4/23/2026,,,,,,,,,,,
69025006,101,5021,-1,4/23/2026,,,,,,,,,,,
69025646,101,5030,-1,4/23/2026,,,,,,,,,,,
69011285,101,5010,-1,4/22/2026,,,,,,,,,,,
69016014,101,5021,-1,4/22/2026,,,,,,,,,,,
69005531,101,5021,-1,4/21/2026,,,,,,,,,,,
69000899,101,5010,-1,4/21/2026,,,,,,,,,,,
69005695,101,5022,-1,4/21/2026,,,,,,,,,,,
68997313,101,5021,-1,4/20/2026,,,,,,,,,,,
68993185,101,5022,-1,4/20/2026,,,,,,,,,,,
68994729,101,5021,-1,4/20/2026,,,,,,,,,,,
68996341,101,5022,-1,4/20/2026,,,,,,,,,,,
68989697,101,5021,-1,4/18/2026,,,,,,,,,,,
68990605,101,5021,-1,4/18/2026,,,,,,,,,,,
68990463,101,5030,-1,4/18/2026,,,,,,,,,,,
68981218,101,5030,-1,4/17/2026,,,,,,,,,,,
68983170,101,5022,-1,4/17/2026,,,,,,,,,,,
68886925,101,5030,1,4/17/2026,,,,,,,,,,,
68978050,101,5023,-1,4/17/2026,,,,,,,,,,,
68983645,101,5021,-1,4/17/2026,,,,,,,,,,,
68954223,101,5021,-1,4/16/2026,,,,,,,,,,,
68970508,101,5021,-1,4/16/2026,,,,,,,,,,,
68951663,101,5021,-1,4/16/2026,,,,,,,,,,,
68958543,101,5021,-1,4/15/2026,,,,,,,,,,,
68963393,101,5021,-1,4/15/2026,,,,,,,,,,,
68962514,101,5030,-1,4/15/2026,,,,,,,,,,,
68956070,101,5030,-2,4/15/2026,,,,,,,,,,,
68960560,101,5021,-1,4/15/2026,,,,,,,,,,,
68950100,101,5023,-1,4/14/2026,,,,,,,,,,,
68886418,101,5010,1,4/14/2026,,,,,,,,,,,
68951686,101,5021,-1,4/14/2026,,,,,,,,,,,
68938198,101,5021,-1,4/13/2026,,,,,,,,,,,
68938799,101,5030,-1,4/13/2026,,,,,,,,,,,
68941664,101,5021,-1,4/13/2026,,,,,,,,,,,
68941659,101,5030,-1,4/13/2026,,,,,,,,,,,
68933904,101,5042,-1,4/13/2026,,,,,,,,,,,
68941607,101,5030,-1,4/13/2026,,,,,,,,,,,
68933114,101,5022,-1,4/12/2026,,,,,,,,,,,
68934705,101,5021,-1,4/11/2026,,,,,,,,,,,
68925419,101,5021,-1,4/10/2026,,,,,,,,,,,
68873406,101,5021,1,4/10/2026,,,,,,,,,,,
68925384,101,5021,-1,4/10/2026,,,,,,,,,,,
68927124,101,5021,-1,4/10/2026,,,,,,,,,,,
68915345,101,5023,-1,4/9/2026,,,,,,,,,,,
68905782,101,5032,-1,4/9/2026,,,,,,,,,,,
68903241,101,5021,-1,4/8/2026,,,,,,,,,,,
68905346,101,5021,-1,4/8/2026,,,,,,,,,,,
68905742,101,5032,-1,4/8/2026,,,,,,,,,,,
68898588,101,5042,-1,4/7/2026,,,,,,,,,,,
68894925,101,5021,-1,4/7/2026,,,,,,,,,,,
68887422,101,5023,-1,4/6/2026,,,,,,,,,,,
68887190,101,5021,-1,4/6/2026,,,,,,,,,,,
68886925,101,5030,-1,4/6/2026,,,,,,,,,,,
68886418,101,5010,-1,4/6/2026,,,,,,,,,,,
68886684,101,5023,-1,4/6/2026,,,,,,,,,,,
68887189,101,5021,-1,4/6/2026,,,,,,,,,,,
68886816,101,5030,-1,4/6/2026,,,,,,,,,,,
68884345,101,5030,-1,4/4/2026,,,,,,,,,,,
68869852,101,5021,-1,4/4/2026,,,,,,,,,,,
68839672,101,5021,-1,4/4/2026,,,,,,,,,,,
68883702,101,5021,-1,4/4/2026,,,,,,,,,,,
68873406,101,5021,-1,4/4/2026,,,,,,,,,,,
68868200,101,5021,-1,4/4/2026,,,,,,,,,,,
68822778,101,5023,1,4/3/2026,,,,,,,,,,,
68877592,101,5030,-1,4/3/2026,,,,,,,,,,,
68869981,101,5030,-1,4/3/2026,,,,,,,,,,,
68860436,101,5023,-1,4/3/2026,,,,,,,,,,,
68857090,101,5023,-1,4/3/2026,,,,,,,,,,,
57455118,101,5030,-1,1/4/2025,,,,,,,,,,,
57455915,101,5030,-1,1/4/2025,,,,,,,,,,,
57466870,101,5063,-1,1/4/2025,,,,,,,,,,,
57453524,101,5001,-1,1/4/2025,,,,,,,,,,,
57436305,101,5023,-2,1/6/2025,,,,,,,,,,,
57471135,101,5030,-1,1/6/2025,,,,,,,,,,,
57461455,101,5021,-1,1/6/2025,,,,,,,,,,,
57454702,101,5021,-1,1/6/2025,,,,,,,,,,,
57436315,101,5023,-1,1/6/2025,,,,,,,,,,,
57454707,101,5021,-1,1/6/2025,,,,,,,,,,,
57471156,101,5030,-1,1/6/2025,,,,,,,,,,,
57445243,101,5023,-1,1/6/2025,,,,,,,,,,,
57455013,101,5023,-1,1/6/2025,,,,,,,,,,,
57469760,101,5021,-1,1/6/2025,,,,,,,,,,,
57466857,101,5021,-1,1/6/2025,,,,,,,,,,,
57466785,101,5021,-1,1/6/2025,,,,,,,,,,,
57454703,101,5021,-1,1/6/2025,,,,,,,,,,,
57469621,101,5030,-1,1/6/2025,,,,,,,,,,,
57470982,101,5041,-1,1/6/2025,,,,,,,,,,,
57445872,101,5030,-1,1/6/2025,,,,,,,,,,,
57454771,101,5021,-1,1/6/2025,,,,,,,,,,,
57454973,101,5029,-1,1/6/2025,,,,,,,,,,,
57468899,101,5022,-1,1/6/2025,,,,,,,,,,,
57466891,101,5021,-1,1/6/2025,,,,,,,,,,,
57467393,101,5030,-1,1/6/2025,,,,,,,,,,,
57469439,101,5021,-1,1/6/2025,,,,,,,,,,,
57482135,101,5021,-1,1/7/2025,,,,,,,,,,,
57479859,101,5021,-1,1/7/2025,,,,,,,,,,,
57476642,101,5021,-1,1/7/2025,,,,,,,,,,,
57479109,101,5021,-1,1/7/2025,,,,,,,,,,,
57480363,101,5030,-1,1/7/2025,,,,,,,,,,,
57476671,101,5021,-1,1/7/2025,,,,,,,,,,,
57410661,101,5021,1,1/7/2025,,,,,,,,,,,
57476688,101,5021,-1,1/7/2025,,,,,,,,,,,
57474635,101,5030,-1,1/7/2025,,,,,,,,,,,
57486870,101,5021,-1,1/8/2025,,,,,,,,,,,
57488924,101,5030,-1,1/8/2025,,,,,,,,,,,
57490901,101,5032,-1,1/9/2025,,,,,,,,,,,
57498204,101,5029,-1,1/9/2025,,,,,,,,,,,
57507772,101,5021,-1,1/10/2025,,,,,,,,,,,
57507693,101,5029,-1,1/10/2025,,,,,,,,,,,
57508994,101,5030,-1,1/10/2025,,,,,,,,,,,
57370851,101,5021,-1,1/10/2025,,,,,,,,,,,
57509036,101,5010,-1,1/10/2025,,,,,,,,,,,
57506754,101,5021,-1,1/10/2025,,,,,,,,,,,
57509360,101,5030,-1,1/10/2025,,,,,,,,,,,
57498521,101,5021,-1,1/11/2025,,,,,,,,,,,
57515599,101,5021,-1,1/11/2025,,,,,,,,,,,
57499084,101,5010,-1,1/11/2025,,,,,,,,,,,
57514944,101,5021,-1,1/11/2025,,,,,,,,,,,
57515573,101,5021,-1,1/11/2025,,,,,,,,,,,
57514794,101,5021,-1,1/11/2025,,,,,,,,,,,
57478496,101,5021,-1,1/13/2025,,,,,,,,,,,
57489315,101,5021,-1,1/13/2025,,,,,,,,,,,
57518933,101,5021,-1,1/13/2025,,,,,,,,,,,
57517446,101,5021,-1,1/13/2025,,,,,,,,,,,
57518358,101,5041,-1,1/13/2025,,,,,,,,,,,
57518167,101,5021,-1,1/13/2025,,,,,,,,,,,
57519050,101,5023,-1,1/13/2025,,,,,,,,,,,
57518132,101,5023,-1,1/13/2025,,,,,,,,,,,
57486870,101,5021,1,1/13/2025,,,,,,,,,,,
57517441,101,5021,-1,1/13/2025,,,,,,,,,,,
57528174,101,5001,-2,1/14/2025,,,,,,,,,,,
57535485,101,5030,-1,1/15/2025,,,,,,,,,,,
57535868,101,5030,-1,1/15/2025,,,,,,,,,,,
57535732,101,5021,-1,1/16/2025,,,,,,,,,,,
57543841,101,5023,-1,1/16/2025,,,,,,,,,,,
