iter	RMSE
153	1.100774332
154	1.093418412
155	1.08528313
156	1.076902404
157	1.068092576
158	1.060515986
159	1.053496119
160	1.045447918
161	1.038278384
162	1.029664292
163	1.021754279
164	1.014688288
165	1.008387454
166	1.001287403
167	0.9951173377
168	0.9901995483
169	0.9834696763
170	0.975940496
171	0.9698606515
172	0.9629798533
173	0.9558051256
174	0.9487304194
175	0.9413090027
176	0.9345957661
177	0.9279969229
178	0.9211333682
179	0.916405165
180	0.9103794955
181	0.9039609665
182	0.8971283368
183	0.8922214224
184	0.88589039
185	0.8772974365
186	0.8706295587
187	0.8644750533
188	0.8581869802
189	0.8519125621
190	0.8449965019
191	0.8391974133
192	0.8344620014
193	0.8289931809
194	0.822790478
195	0.8167407546
196	0.8110122846
197	0.8065474161
198	0.800729707
199	0.7940235513
200	0.7886277889
201	0.7826173757
202	0.7763866979
203	0.7704308652
204	0.7644484319
205	0.75906253
206	0.7538187036
207	0.7482076619
208	0.7430789858
209	0.7380902779
210	0.7329870268
211	0.7274510678
212	0.7222912641
213	0.7166734919
214	0.7126751486
215	0.7073815127
216	0.7021982207
217	0.6970115722
218	0.6919763525
219	0.6868967569
220	0.6816958743
221	0.6768917847
222	0.671742392
223	0.6664593676
224	0.6613150928
225	0.6565359266
226	0.6494135326
227	0.6444828542
228	0.6399377742
229	0.6349373578
230	0.6301199191
231	0.6264710812
232	0.6223241131
233	0.6180015713
234	0.6135715156
235	0.6101256685
236	0.605931383
237	0.6017841505
238	0.597751809
239	0.5934715025
240	0.589362583
241	0.5853947954
242	0.5813537599
243	0.5778349562
244	0.5738888597
245	0.5700586685
246	0.5661053015
247	0.561573242
248	0.5580545765
249	0.5549818023
250	0.55054019
251	0.5470063578
252	0.5432379806
253	0.5393000557
254	0.5353069022
255	0.5321229889
256	0.5292373024
257	0.5254292924
258	0.5225341939
259	0.5189298816
260	0.516087463
261	0.5132793096
262	0.5095271162
263	0.505796477
264	0.502337782
265	0.4986415863
266	0.495962784
267	0.4926080472
268	0.4899819269
269	0.4864345079
270	0.4835920889
271	0.4803459731
272	0.4766616039
273	0.4734072635
274	0.4709070337
275	0.4674537996
276	0.4640979625
277	0.4616640537
278	0.4589994015
279	0.4557042338
280	0.4521195639
281	0.4484255889
282	0.4452254077
283	0.4422605949
284	0.4387822903
285	0.4365070166
286	0.4342588454
287	0.4320374476
288	0.4285195546
289	0.4251585392
290	0.4221585145
291	0.4200131648
292	0.4168459345
293	0.4131117482
294	0.4110216717
295	0.4089563629
296	0.406104235
297	0.4032903477
298	0.4005141844
299	0.3985317524
300	0.3957327446
301	0.3928738785
302	0.3902022448
303	0.3875745437
304	0.3846703216
305	0.3827848832
306	0.3802243609
307	0.3777790846
308	0.3753630812
309	0.3729760114
310	0.370617541
311	0.3683996622
312	0.3667422735
313	0.3644481003
314	0.3620277449
315	0.3596423347
316	0.3572912958
317	0.3549740667
318	0.3533986804
319	0.3512920358
320	0.3490378897
321	0.3470301171
322	0.3455069077
323	0.3433133886
324	0.3418187783
325	0.3391524304
326	0.3363922032
327	0.3349374471
328	0.332827303
329	0.3309396564
330	0.3283712875
331	0.3258319498
332	0.3243427476
333	0.321841226
334	0.3201466833
335	0.3176848434
336	0.3152508971
337	0.3128445253
338	0.3104654131
339	0.30811325
340	0.3057877297
341	0.3034885498
342	0.3012154123
343	0.298777287
344	0.2963304661
345	0.294969794
346	0.2936251751
347	0.2922964386
348	0.2907718151
349	0.2884265893
350	0.2863575902
351	0.2843180643
352	0.2823084264
353	0.2803273975
354	0.2789186654
355	0.276978091
356	0.2755998364
357	0.2742387684
358	0.2728577599
359	0.2714933609
360	0.2701750071
361	0.2688074851
362	0.2673846412
363	0.2661040664
364	0.2647686481
365	0.2635811527
366	0.2622694906
367	0.2607965832
368	0.2589506059
369	0.2571290655
370	0.2558556044
371	0.2544349213
372	0.2526568372
373	0.2505971071
374	0.2493938071
375	0.2473770059
376	0.2456571273
377	0.2444841928
378	0.2425211661
379	0.240593787
380	0.2387013335
381	0.2375582762
382	0.2359156424
383	0.2340735521
384	0.2329593224
385	0.2311553785
386	0.229383997
387	0.2277850547
388	0.2265825495
389	0.2250152684
390	0.2238340496
391	0.2215867482
392	0.2193734966
393	0.2171937742
394	0.2157071334
395	0.2142432336
396	0.2128017145
397	0.2116904743
398	0.2100213474
399	0.208617362
400	0.2072348003
401	0.2061580381
402	0.2041322589
403	0.2025320424
404	0.2011998681
405	0.199887928
406	0.198595904
407	0.1975691505
408	0.1956465085
409	0.1948780901
410	0.1929886798
411	0.1911280092
412	0.1892956437
413	0.1875055268
414	0.1866044199
415	0.1848475612
416	0.1839624251
417	0.1822382428
418	0.1813688195
419	0.1796767431
420	0.178822779
421	0.1774498579
422	0.1766111565
423	0.1749729752
424	0.1741492577
425	0.172541677
426	0.1717327018
427	0.17015519
428	0.1693607198
429	0.168574678
430	0.16703256
431	0.1662606721
432	0.165003925
433	0.1642459571
434	0.1627531954
435	0.1620089465
436	0.160816243
437	0.1600848074
438	0.1589111159
439	0.1577514268
440	0.1570373131
441	0.1558961547
442	0.1551943422
443	0.154071435
444	0.1533817194
445	0.1522767883
446	0.1515989688
447	0.1505117432
448	0.1498456225
449	0.148775836
450	0.1477189608
451	0.1470686107
452	0.1460287339
453	0.1453896191
454	0.1443664852
455	0.14373842
456	0.1427317777
457	0.142090097
458	0.1411004972
459	0.1404708204
460	0.1398482711
461	0.1388167985
462	0.1382050697
463	0.137600286
464	0.1365896353
465	0.1359953718
466	0.1354078758
467	0.1344175445
468	0.1338402762
469	0.1332696026
470	0.1322991004
471	0.1311604084
472	0.1306042518
473	0.1300544687
474	0.1293728401
475	0.1287905305
476	0.1279249247
477	0.1272598713
478	0.1261058606
479	0.1250286014
480	0.1243842799
481	0.1238303679
482	0.122835746
483	0.1223242712
484	0.1212910863
485	0.1206743657
486	0.1200655277
487	0.1189847137
488	0.1180385062
489	0.1175226903
490	0.1165411308
491	0.1160717549
492	0.1154942711
493	0.1144944096
494	0.1140375604
495	0.1135773039
496	0.1124027472
497	0.1114694601
498	0.1105969321
499	0.1101585291
