Order,Material,SLoc,Quantity,Pstng Date,Merge_Date,Year
55020984,107,5042,-1,2024-01-06,2024-01-06,2024
54983094,107,5042,-1,2024-01-10,2024-01-10,2024
55299129,107,5001,-1,2024-02-23,2024-02-23,2024
55377578,107,5061,-1,2024-02-29,2024-02-29,2024
55520638,107,5025,-1,2024-03-21,2024-03-21,2024
55416711,107,5030,-1,2024-03-23,2024-03-23,2024
55574253,107,5030,-1,2024-03-29,2024-03-29,2024
55416711,107,5030,1,2024-03-30,2024-03-30,2024
55589617,107,5030,-1,2024-04-03,2024-04-03,2024
52716495,107,5003,1,2024-04-15,2024-04-15,2024
55672245,107,5003,-1,2024-04-16,2024-04-16,2024
55697026,107,5041,-1,2024-04-18,2024-04-18,2024
55714793,107,5003,-1,2024-04-23,2024-04-23,2024
55736948,107,5006,-1,2024-04-24,2024-04-24,2024
55766379,107,5006,-1,2024-04-29,2024-04-29,2024
55792098,107,5042,-1,2024-05-03,2024-05-03,2024
55782928,107,5004,-1,2024-05-03,2024-05-03,2024
55917375,107,5003,-1,2024-05-23,2024-05-23,2024
55944657,107,5041,-1,2024-05-28,2024-05-28,2024
55957335,107,5003,-1,2024-05-29,2024-05-29,2024
55964578,107,5030,-1,2024-05-30,2024-05-30,2024
56009025,107,5003,-1,2024-06-06,2024-06-06,2024
56099543,107,5001,-1,2024-06-20,2024-06-20,2024
56112991,107,5042,-1,2024-06-21,2024-06-21,2024
56150765,107,5001,-1,2024-06-27,2024-06-27,2024
56483271,107,5003,-1,2024-08-14,2024-08-14,2024
56410763,107,5041,-1,2024-08-19,2024-08-19,2024
56543854,107,5003,-1,2024-08-23,2024-08-23,2024
56545975,107,5041,-1,2024-08-24,2024-08-24,2024
56610291,107,5041,-1,2024-09-04,2024-09-04,2024
56636283,107,5001,-1,2024-09-05,2024-09-05,2024
56636455,107,5023,-1,2024-09-05,2024-09-05,2024
56675834,107,5001,-1,2024-09-12,2024-09-12,2024
56688302,107,5001,-1,2024-09-13,2024-09-13,2024
56694015,107,5008,-1,2024-09-14,2024-09-14,2024
56736064,107,5023,-1,2024-09-20,2024-09-20,2024
55782928,107,5004,1,2024-09-30,2024-09-30,2024
56838664,107,5001,-1,2024-10-04,2024-10-04,2024
56975064,107,5030,-1,2024-10-21,2024-10-21,2024
56973803,107,5003,-1,2024-10-25,2024-10-25,2024
57008373,107,5024,-1,2024-11-07,2024-11-07,2024
57088829,107,5021,-1,2024-11-11,2024-11-11,2024
57073979,107,5042,-1,2024-11-11,2024-11-11,2024
57102540,107,5003,-1,2024-11-15,2024-11-15,2024
57133021,107,5043,-1,2024-11-15,2024-11-15,2024
57157908,107,5043,-1,2024-11-15,2024-11-15,2024
57132979,107,5043,-1,2024-11-15,2024-11-15,2024
57138421,107,5001,-1,2024-11-16,2024-11-16,2024
57165870,107,5001,-1,2024-11-18,2024-11-18,2024
57163488,107,5001,-1,2024-11-18,2024-11-18,2024
57137087,107,5001,-1,2024-11-19,2024-11-19,2024
57163956,107,5001,-1,2024-11-21,2024-11-21,2024
57190936,107,5001,-2,2024-11-21,2024-11-21,2024
57199421,107,5001,-1,2024-11-23,2024-11-23,2024
57184034,107,5001,-1,2024-11-23,2024-11-23,2024
57211234,107,5042,-1,2024-11-25,2024-11-25,2024
57151034,107,5001,-1,2024-11-25,2024-11-25,2024
57167655,107,5001,-1,2024-11-25,2024-11-25,2024
57188236,107,5001,-1,2024-11-25,2024-11-25,2024
57190872,107,5001,-1,2024-11-25,2024-11-25,2024
57211257,107,5001,-1,2024-11-25,2024-11-25,2024
57207446,107,5001,-1,2024-11-25,2024-11-25,2024
57211653,107,5001,-1,2024-11-25,2024-11-25,2024
56975064,107,5030,1,2024-11-27,2024-11-27,2024
57291644,107,5003,-1,2024-12-05,2024-12-05,2024
57312555,107,5005,-1,2024-12-09,2024-12-09,2024
57239723,107,5003,-1,2024-12-10,2024-12-10,2024
57332362,107,5001,-1,2024-12-11,2024-12-11,2024
57331563,107,5042,-1,2024-12-11,2024-12-11,2024
57329316,107,5003,-1,2024-12-12,2024-12-12,2024
57343407,107,5030,-1,2024-12-12,2024-12-12,2024
57332039,107,5001,-1,2024-12-12,2024-12-12,2024
57249534,107,5003,-1,2024-12-14,2024-12-14,2024
57364904,107,5041,-1,2024-12-16,2024-12-16,2024
57376047,107,5005,-1,2024-12-19,2024-12-19,2024
57375501,107,5005,-1,2024-12-20,2024-12-20,2024
57385500,107,5005,-1,2024-12-21,2024-12-21,2024
57253488,107,5046,-1,2024-12-21,2024-12-21,2024
57407642,107,5042,-1,2024-12-21,2024-12-21,2024
57410742,107,5005,-1,2024-12-23,2024-12-23,2024
57421133,107,5033,-1,2024-12-24,2024-12-24,2024
57230956,107,5041,-1,2024-12-26,2024-12-26,2024
57426678,107,5005,-1,2024-12-26,2024-12-26,2024
57430050,107,5005,-1,2024-12-27,2024-12-27,2024
57429188,107,5042,-1,2024-12-27,2024-12-27,2024
57428734,107,5052,-1,2024-12-27,2024-12-27,2024
57422509,107,5043,-1,2024-12-30,2024-12-30,2024
57439705,107,5033,-1,2024-12-30,2024-12-30,2024
57449448,107,5003,-1,2024-12-31,2024-12-31,2024
