Material,Material Description,SLoc,Quantity,Pstng Date,,,,,,,,,,,,,
111,SCPU,5030,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5039,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5046,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5003,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5003,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/20/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5003,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5003,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/19/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5021,1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5010,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5005,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5024,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5024,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5005,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/18/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5062,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5032,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5005,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5003,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5044,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5010,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5039,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/17/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5033,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5020,-4,3/16/2026,,,,,,,,,,,,,
111,SCPU,5039,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5036,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5024,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5001,1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5001,1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/16/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5052,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5052,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5032,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/14/2026,,,,,,,,,,,,,
111,SCPU,5003,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5022,1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5033,1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5032,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5022,1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5022,1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/13/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5010,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5025,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5023,1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/12/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5032,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5039,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5006,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/11/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5039,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5061,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5010,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5046,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5021,1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/10/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5026,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5032,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5046,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5010,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5003,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5025,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/9/2026,,,,,,,,,,,,,
111,SCPU,5039,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5032,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5061,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5011,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5028,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5024,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5033,-1,3/7/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5005,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5024,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5033,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5032,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5021,1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/6/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5014,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5010,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5005,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5020,-15,3/5/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5039,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5010,-1,3/5/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/4/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/4/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/4/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/4/2026,,,,,,,,,,,,,
111,SCPU,5041,-1,3/4/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/4/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/4/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/4/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/4/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/3/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/3/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/3/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/3/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/3/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/3/2026,,,,,,,,,,,,,
111,SCPU,5010,-1,3/3/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/3/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/3/2026,,,,,,,,,,,,,
111,SCPU,5023,-1,3/3/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/3/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5032,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5003,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5039,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5043,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5001,-1,3/2/2026,,,,,,,,,,,,,
111,SCPU,5042,-1,3/1/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5052,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,50BL,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5032,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5010,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5022,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5005,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5021,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,4/30/2026,,,,,,,,,,,,,
111,SCPU,5030,-1,4/30/2026,,,,,,,,,,,,,
