Material,Material Description,SLoc,Quantity,Pstng Date,,,,,,,,,,,,,
111,SCPU,5023,-1,6/16/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/16/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,6/16/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/16/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/16/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5021,1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5021,1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5021,1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5004,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5021,1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/17/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5003,1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5005,1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5006,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5033,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/18/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5046,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5021,1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/19/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/20/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5046,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/21/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5024,1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5041,1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5021,1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5030,1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/23/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/24/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5001,-2,6/25/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5039,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/25/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5061,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5001,1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5039,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/26/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5021,1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5023,1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5021,1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/27/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5023,1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5023,1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5023,1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5001,1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,6/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5049,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5061,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5019,-5,6/30/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5004,-1,6/30/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5041,1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5039,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5049,-1,7/1/2025,,,,,,,,,,,,,
111,SCPU,5019,5,7/2/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5044,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5019,-5,7/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5005,1,7/2/2025,,,,,,,,,,,,,
111,SCPU,5039,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5030,1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5030,1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5028,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5030,1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5014,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5043,1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5049,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5030,1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5030,1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5044,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5033,-1,7/3/2025,,,,,,,,,,,,,
111,SCPU,5014,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/4/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5052,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5046,-1,7/5/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5026,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5064,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,7/7/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,7/7/2025,,,,,,,,,,,,,
