Order,Material,SLoc,Quantity,Pstng Date,Year,Tavg,Tmax,Tmin,RH,Month,Season,Delta_T,Region,Location
48999219.0,104,5041,-1,2020-06-05,2020,25.25,30.74,20.45,71.74,6,Summer,10.29,South,Bangalore
49239793.0,104,5002,-1,2020-08-18,2020,26.06,27.91,24.8,92.5,8,Monsoon,3.1099999999999994,West1,Navi Mumbai
49692406.0,104,5002,-1,2020-12-21,2020,21.04,28.91,15.47,58.45,12,Winter,13.44,West1,Navi Mumbai
49696006.0,104,5002,-1,2020-12-21,2020,21.04,28.91,15.47,58.45,12,Winter,13.44,West1,Navi Mumbai
49696382.0,104,5002,-1,2020-12-22,2020,20.86,28.82,14.03,54.33,12,Winter,14.79,West1,Navi Mumbai
49707333.0,104,5002,-1,2020-12-23,2020,21.04,29.43,13.8,57.95,12,Winter,15.63,West1,Navi Mumbai
