iter	Passed	Remaining
0	0	136
1	1	108
2	1	109
3	2	100
4	2	95
5	2	89
6	3	89
7	3	89
8	4	89
9	4	88
10	5	89
11	5	88
12	6	87
13	6	89
14	7	88
15	7	88
16	8	86
17	8	84
18	8	82
19	9	82
20	9	82
21	10	80
22	10	79
23	10	78
24	11	77
25	11	76
26	11	75
27	12	74
28	12	73
29	12	73
30	13	72
31	13	72
32	14	71
33	14	71
34	14	70
35	15	70
36	15	70
37	16	69
38	16	69
39	17	68
40	17	68
41	18	67
42	18	66
43	18	66
44	19	65
45	19	65
46	19	64
47	20	64
48	20	63
49	21	63
50	21	63
51	22	62
52	22	62
53	22	61
54	23	61
55	23	61
56	24	60
57	24	60
58	25	59
59	25	59
60	25	58
61	26	58
62	26	57
63	27	57
64	27	56
65	27	56
66	28	55
67	28	55
68	28	54
69	29	54
70	29	53
71	30	53
72	30	53
73	30	52
74	31	52
75	31	51
76	31	51
77	32	50
78	32	50
79	33	49
80	33	49
81	34	48
82	34	48
83	34	47
84	35	47
85	35	46
86	35	46
87	36	46
88	36	45
89	36	45
90	37	44
91	37	44
92	37	43
93	38	43
94	38	42
95	39	42
96	39	42
97	40	41
98	40	41
99	40	40
100	41	40
101	41	40
102	41	39
103	42	39
104	42	38
105	43	38
106	43	37
107	43	37
108	44	36
109	44	36
110	44	36
111	45	35
112	45	35
113	46	35
114	46	34
115	47	34
116	47	33
117	48	33
118	48	33
119	48	32
120	49	32
121	49	31
122	50	31
123	50	31
124	51	30
125	51	30
126	52	29
127	52	29
128	52	29
129	53	28
130	53	28
131	53	27
132	54	27
133	54	26
134	54	26
135	55	26
136	55	25
137	56	25
138	56	24
139	56	24
140	57	24
141	57	23
142	58	23
143	58	22
144	59	22
145	59	21
146	59	21
147	60	21
148	60	20
149	60	20
150	61	19
151	61	19
152	62	19
153	62	18
154	62	18
155	63	17
156	63	17
157	63	16
158	64	16
159	64	16
160	64	15
161	65	15
162	65	14
163	66	14
164	66	14
165	67	13
166	67	13
167	67	12
168	68	12
169	68	12
170	69	11
171	69	11
172	70	10
173	70	10
174	70	10
175	71	9
176	71	9
177	71	8
178	72	8
179	72	8
180	72	7
181	73	7
182	73	6
183	74	6
184	74	6
185	75	5
186	75	5
187	75	4
188	76	4
189	76	4
190	77	3
191	77	3
192	77	2
193	77	2
194	78	2
195	78	1
196	79	1
197	79	0
198	80	0
199	80	0
