iter	RMSE
0	63.32691911
1	61.81321644
2	60.44846934
3	58.91612217
4	57.83697285
5	56.85194256
6	55.44737594
7	54.44513498
8	53.38472581
9	52.20933846
10	51.12583536
11	50.47195075
12	49.40317872
13	48.53334555
14	47.68095815
15	46.85274173
16	46.02214435
17	45.2783765
18	44.55276861
19	43.71223806
20	43.08531515
21	42.64855679
22	42.05862677
23	41.45437244
24	40.79116524
25	40.13657315
26	39.56410719
27	38.87305949
28	38.333364
29	37.75686572
30	37.29416899
31	36.84074864
32	36.44708037
33	35.96825494
34	35.58167628
35	35.22659752
36	34.83992329
37	34.46112782
38	34.16585769
39	33.86135994
40	33.58691949
41	33.27635481
42	32.84537317
43	32.5010377
44	32.27922017
45	32.04222804
46	31.78394279
47	31.61391726
48	31.35468161
49	31.18009196
50	30.90390218
51	30.60249136
52	30.34440703
53	30.09946576
54	29.83661243
55	29.47027494
56	29.15607466
57	28.96255926
58	28.66855627
59	28.41876578
60	28.19702926
61	27.97224213
62	27.72382633
63	27.50069821
64	27.32615839
65	27.19329103
66	26.89573772
67	26.73066439
68	26.56053788
69	26.44862374
70	26.24797787
71	26.12670925
72	25.91542574
73	25.71815324
74	25.61851291
75	25.47620898
76	25.31617029
77	25.1163916
78	25.00253764
79	24.92772935
80	24.84275114
81	24.69239939
82	24.5125489
83	24.39107458
84	24.21463986
85	24.08111895
86	23.85349722
87	23.70509427
88	23.57649075
89	23.48588202
90	23.34855293
91	23.12202093
92	22.95267366
93	22.76086582
94	22.63450417
95	22.4541756
96	22.3070764
97	22.19272894
98	22.07265207
99	21.94529098
100	21.88557205
101	21.72609834
102	21.66158408
103	21.43472488
104	21.29548727
105	21.24043321
106	21.1515601
107	21.02657137
108	20.86076453
109	20.80670195
110	20.73979837
111	20.61156377
112	20.48986282
113	20.4434001
114	20.29432233
115	20.17854717
116	20.05509321
117	19.97578581
118	19.90455181
119	19.84675326
120	19.66755349
121	19.60678613
122	19.54064318
123	19.49773834
124	19.3600468
125	19.21739331
126	19.12311662
127	19.01385893
128	18.80128015
129	18.77479325
130	18.57852465
131	18.47092681
132	18.37626805
133	18.27721947
134	18.23404768
135	18.1169742
136	18.03793057
137	17.94903189
138	17.90757653
139	17.86652612
140	17.7740869
141	17.7264243
142	17.52644673
143	17.50059614
144	17.45972726
145	17.42015455
146	17.26347737
147	17.17482971
148	17.07191132
149	16.97805952
150	16.89733302
151	16.85566808
152	16.67666347
153	16.59964819
154	16.5570333
155	16.40514521
156	16.26397417
157	16.17214769
158	16.12328574
159	15.96436875
160	15.93064871
161	15.84222719
162	15.77223366
163	15.73580055
164	15.57065763
165	15.52555248
166	15.49032344
167	15.47026587
168	15.38790838
169	15.28053546
170	15.23732856
171	15.19452846
172	15.11677053
173	15.07564886
174	15.05427192
175	14.90240712
176	14.84770197
177	14.8298017
178	14.78994204
179	14.75147441
180	14.6998359
181	14.62665088
182	14.58931777
183	14.44009535
184	14.36892172
185	14.2323842
186	14.19742834
187	14.14015614
188	14.00364885
189	13.96638333
190	13.93033126
191	13.79934861
192	13.76647725
193	13.73476369
194	13.60425413
195	13.54919314
196	13.4550093
197	13.40371959
198	13.3897119
199	13.3371918
