iter	Passed	Remaining
0	0	80
1	0	63
2	0	64
3	1	60
4	1	57
5	1	54
6	1	52
7	2	50
8	2	49
9	2	49
10	2	47
11	3	47
12	3	47
13	3	46
14	3	46
15	4	46
16	4	45
17	4	45
18	4	44
19	4	44
20	5	43
21	5	42
22	5	42
23	5	41
24	5	41
25	6	40
26	6	41
27	6	41
28	6	40
29	7	40
30	7	39
31	7	40
32	7	39
33	8	39
34	8	39
35	8	39
36	8	38
37	9	38
38	9	38
39	9	37
40	9	37
41	9	37
42	10	37
43	10	36
44	10	36
45	10	36
46	11	36
47	11	35
48	11	35
49	11	35
50	12	35
51	12	35
52	12	34
53	12	34
54	13	34
55	13	34
56	13	33
57	13	33
58	14	33
59	14	33
60	14	33
61	14	32
62	15	32
63	15	32
64	15	32
65	15	31
66	15	31
67	16	31
68	16	31
69	16	30
70	16	30
71	17	30
72	17	30
73	17	29
74	17	29
75	18	29
76	18	29
77	18	28
78	18	28
79	18	28
80	19	28
81	19	27
82	19	27
83	19	27
84	20	27
85	20	27
86	20	26
87	20	26
88	21	26
89	21	26
90	21	25
91	21	25
92	22	25
93	22	25
94	22	24
95	22	24
96	22	24
97	23	24
98	23	23
99	23	23
100	23	23
101	24	23
102	24	22
103	24	22
104	24	22
105	25	22
106	25	21
107	25	21
108	25	21
109	25	21
110	26	21
111	26	20
112	26	20
113	26	20
114	27	20
115	27	19
116	27	19
117	27	19
118	28	19
119	28	18
120	28	18
121	28	18
122	29	18
123	29	17
124	29	17
125	29	17
126	29	17
127	30	16
128	30	16
129	30	16
130	30	16
131	31	16
132	31	15
133	31	15
134	31	15
135	32	15
136	32	14
137	32	14
138	32	14
139	33	14
140	33	13
141	33	13
142	33	13
143	33	13
144	34	12
145	34	12
146	34	12
147	34	12
148	34	11
149	35	11
150	35	11
151	35	11
152	36	11
153	36	10
154	36	10
155	36	10
156	37	10
157	37	9
158	37	9
159	38	9
160	38	9
161	38	9
162	38	8
163	39	8
164	39	8
165	39	8
166	39	7
167	40	7
168	40	7
169	40	7
170	40	6
171	41	6
172	41	6
173	41	6
174	41	5
175	42	5
176	42	5
177	42	5
178	43	5
179	43	4
180	43	4
181	43	4
182	44	4
183	44	3
184	45	3
185	45	3
186	45	3
187	45	2
188	46	2
189	46	2
190	46	2
191	46	1
192	47	1
193	47	1
194	47	1
195	47	0
196	48	0
197	48	0
198	48	0
199	48	0
