Order,Material,SLoc,Quantity,Pstng Date,Year,Tavg,Tmax,Tmin,RH,Month,Season,Delta_T,Region,Location
96681645,106,5019,-10,2022-04-19,2022,27.54,35.52,20.7,52.42,4,Summer,14.820000000000004,West 1,Pune
51844359,106,5064,-1,2022-07-13,2022,29.65,35.1,24.9,79.18,7,Monsoon,10.200000000000005,East,Guwahati
51861982,106,5064,-1,2022-07-21,2022,29.22,34.63,25.1,78.64,7,Monsoon,9.53,East,Guwahati
52782590,106,5064,-1,2022-12-31,2022,13.93,20.2,9.9,85.94,12,Winter,10.3,East,Guwahati
52782582,106,5064,-1,2022-12-31,2022,13.93,20.2,9.9,85.94,12,Winter,10.3,East,Guwahati
52782588,106,5064,-1,2022-12-31,2022,13.93,20.2,9.9,85.94,12,Winter,10.3,East,Guwahati
