Order,Material,SLoc,Quantity,Pstng Date,Year,Tavg,Tmax,Tmin,RH,Month,Season,Delta_T,Region,Location
68166446.0,102,5030,-1,2026-01-03,2026,11.47,18.4,5.11,70.89,1,Winter,13.29,North1,Delhi
68166614.0,102,5042,-2,2026-01-03,2026,19.37,25.75,14.22,80.7,1,Winter,11.53,South,Hyderabad
68160574.0,102,5041,-1,2026-01-05,2026,19.8,28.74,12.86,65.5,1,Winter,15.88,South,Bangalore
68174078.0,102,5041,-1,2026-01-05,2026,19.8,28.74,12.86,65.5,1,Winter,15.88,South,Bangalore
68174448.0,102,5023,-1,2026-01-05,2026,11.92,19.82,5.41,65.96,1,Winter,14.41,North1,Haryana
68186637.0,102,5030,-1,2026-01-06,2026,13.17,22.45,6.46,63.32,1,Winter,15.989999999999998,North1,Delhi
68184970.0,102,5042,-1,2026-01-06,2026,17.75,25.13,11.6,74.04,1,Winter,13.53,South,Hyderabad
68161485.0,102,5005,-2,2026-01-06,2026,17.99,28.24,10.31,52.2,1,Winter,17.93,West2,Ahmedabad
68186069.0,102,5028,-2,2026-01-06,2026,4.8,12.32,0.1,51.19,1,Winter,12.22,North1,Uttaranchal
68193889.0,102,5022,-1,2026-01-07,2026,12.7,21.58,6.21,60.95,1,Winter,15.369999999999996,North1,Uttar Pradesh
68166805.0,102,5011,-2,2026-01-07,2026,24.68,27.03,22.88,64.85,1,Winter,4.150000000000002,West1,Virar
68191744.0,102,5021,-1,2026-01-07,2026,11.17,19.08,5.83,57.5,1,Winter,13.249999999999998,North1,Delhi
68186207.0,102,5024,-1,2026-01-07,2026,11.73,19.68,5.47,52.47,1,Winter,14.21,North1,Jaipur
68175183.0,102,5021,-1,2026-01-07,2026,11.17,19.08,5.83,57.5,1,Winter,13.249999999999998,North1,Delhi
68040454.0,102,5001,-2,2026-01-08,2026,21.69,30.57,15.12,58.91,1,Winter,15.45,West1,Mumbai
59678110.0,102,5001,-2,2026-01-08,2026,21.69,30.57,15.12,58.91,1,Winter,15.45,West1,Mumbai
68144911.0,102,5001,-2,2026-01-08,2026,21.69,30.57,15.12,58.91,1,Winter,15.45,West1,Mumbai
68039914.0,102,5001,-2,2026-01-08,2026,21.69,30.57,15.12,58.91,1,Winter,15.45,West1,Mumbai
68201671.0,102,5003,-1,2026-01-08,2026,18.07,26.13,11.62,51.78,1,Winter,14.51,West1,Pune
68206381.0,102,5003,-1,2026-01-08,2026,18.07,26.13,11.62,51.78,1,Winter,14.51,West1,Pune
68206226.0,102,5021,-1,2026-01-08,2026,10.35,20.2,2.92,50.49,1,Winter,17.28,North1,Delhi
68215360.0,102,5042,-1,2026-01-09,2026,16.57,24.24,9.61,61.55,1,Winter,14.63,South,Hyderabad
68217147.0,102,5001,-1,2026-01-09,2026,21.4,30.52,14.36,57.08,1,Winter,16.16,West1,Mumbai
68186042.0,102,5001,-2,2026-01-09,2026,21.4,30.52,14.36,57.08,1,Winter,16.16,West1,Mumbai
68214884.0,102,5001,-5,2026-01-09,2026,21.4,30.52,14.36,57.08,1,Winter,16.16,West1,Mumbai
68211438.0,102,5030,-1,2026-01-09,2026,12.16,21.35,4.6,44.42,1,Winter,16.75,North1,Delhi
68209230.0,102,5001,-2,2026-01-09,2026,21.4,30.52,14.36,57.08,1,Winter,16.16,West1,Mumbai
68180009.0,102,5001,-2,2026-01-09,2026,21.4,30.52,14.36,57.08,1,Winter,16.16,West1,Mumbai
68217345.0,102,5033,-1,2026-01-10,2026,13.7,23.21,6.58,56.9,1,Winter,16.630000000000003,North1,Lucknow
68223149.0,102,5030,-1,2026-01-10,2026,12.06,21.97,4.83,49.86,1,Winter,17.14,North1,Delhi
68221304.0,102,5030,-1,2026-01-10,2026,12.06,21.97,4.83,49.86,1,Winter,17.14,North1,Delhi
68174825.0,102,5023,-1,2026-01-10,2026,10.81,20.76,3.76,44.86,1,Winter,17.0,North1,Haryana
68218372.0,102,5001,-3,2026-01-10,2026,21.45,30.85,14.92,55.09,1,Winter,15.93,West1,Mumbai
68218294.0,102,5001,-3,2026-01-10,2026,21.45,30.85,14.92,55.09,1,Winter,15.93,West1,Mumbai
68217293.0,102,5006,-1,2026-01-10,2026,17.64,26.62,10.18,56.81,1,Winter,16.44,West2,Indore
68228141.0,102,5001,-4,2026-01-12,2026,23.68,32.3,16.84,58.72,1,Winter,15.459999999999996,West1,Mumbai
68180996.0,102,5001,-4,2026-01-12,2026,23.68,32.3,16.84,58.72,1,Winter,15.459999999999996,West1,Mumbai
68173953.0,102,5001,-1,2026-01-12,2026,23.68,32.3,16.84,58.72,1,Winter,15.459999999999996,West1,Mumbai
68185134.0,102,5001,-1,2026-01-12,2026,23.68,32.3,16.84,58.72,1,Winter,15.459999999999996,West1,Mumbai
68228475.0,102,5041,-1,2026-01-12,2026,22.16,29.88,16.7,74.32,1,Winter,13.18,South,Bangalore
68226134.0,102,5030,-1,2026-01-12,2026,11.35,21.02,2.86,41.5,1,Winter,18.16,North1,Delhi
68227794.0,102,5001,-2,2026-01-12,2026,23.68,32.3,16.84,58.72,1,Winter,15.459999999999996,West1,Mumbai
68226373.0,102,5001,-1,2026-01-12,2026,23.68,32.3,16.84,58.72,1,Winter,15.459999999999996,West1,Mumbai
68228178.0,102,5042,-1,2026-01-12,2026,19.7,26.09,14.16,69.65,1,Winter,11.93,South,Hyderabad
68242479.0,102,5030,-1,2026-01-13,2026,11.42,21.31,5.71,43.97,1,Winter,15.599999999999998,North1,Delhi
68235787.0,102,5030,-1,2026-01-13,2026,11.42,21.31,5.71,43.97,1,Winter,15.599999999999998,North1,Delhi
68242988.0,102,5001,-6,2026-01-13,2026,25.11,32.31,20.25,64.43,1,Winter,12.060000000000002,West1,Mumbai
68239319.0,102,5001,-2,2026-01-13,2026,25.11,32.31,20.25,64.43,1,Winter,12.060000000000002,West1,Mumbai
68239941.0,102,5021,-1,2026-01-13,2026,11.42,21.31,5.71,43.97,1,Winter,15.599999999999998,North1,Delhi
68158365.0,102,5022,-2,2026-01-13,2026,11.89,21.83,4.74,50.72,1,Winter,17.089999999999996,North1,Uttar Pradesh
68126589.0,102,5001,-2,2026-01-13,2026,25.11,32.31,20.25,64.43,1,Winter,12.060000000000002,West1,Mumbai
68240439.0,102,5001,-2,2026-01-13,2026,25.11,32.31,20.25,64.43,1,Winter,12.060000000000002,West1,Mumbai
