iter	RMSE
0	93.43652913
1	90.42655715
2	87.14919623
3	84.6315204
4	81.69062774
5	79.21126096
6	76.39402354
7	73.81717283
8	71.54950228
9	69.13769501
10	67.14096379
11	65.25058863
12	63.14684228
13	61.01445017
14	58.75837982
15	57.01714071
16	55.1193953
17	53.64663182
18	51.64720019
19	50.05714092
20	48.60735928
21	47.12099572
22	45.43154331
23	44.00154141
24	42.82599002
25	41.31355278
26	40.07008634
27	38.85697299
28	37.68412109
29	36.69030115
30	35.78832166
31	35.03112498
32	34.03060652
33	33.19734972
34	32.41545362
35	31.5090337
36	30.64248818
37	29.72137222
38	28.84885915
39	28.20425137
40	27.80842661
41	27.12671784
42	26.51882309
43	25.87304012
44	25.37843989
45	24.79326771
46	24.20609946
47	23.66523737
48	23.12883626
49	22.69571604
50	22.14616412
51	21.65270571
52	21.2224117
53	20.84471829
54	20.46865838
55	20.10614009
56	19.74749372
57	19.34181591
58	18.94119425
59	18.63547966
60	18.32909268
61	18.08944061
62	17.75992976
63	17.44103252
64	17.20318496
65	16.90042719
66	16.67736264
67	16.44616273
68	16.16332066
69	15.98233249
70	15.70516536
71	15.4919939
72	15.23709838
73	15.04881991
74	14.84244421
75	14.66377846
76	14.51166197
77	14.30346135
78	14.08292312
79	13.85204928
80	13.70218125
81	13.53729226
82	13.37300478
83	13.2367744
84	13.07935594
85	12.92372508
86	12.79473386
87	12.67740001
88	12.52461818
89	12.38062921
90	12.23918297
91	12.09494514
92	11.93262146
93	11.76947916
94	11.63447482
95	11.49725969
96	11.38612217
97	11.28125821
98	11.17786439
99	11.04006448
100	10.940586
101	10.85909823
102	10.74405725
103	10.58214056
104	10.42960049
105	10.3223553
106	10.22011161
107	10.12123083
108	9.959082324
109	9.853843042
110	9.738660433
111	9.64152466
112	9.53995058
113	9.404342331
114	9.312707189
115	9.225786008
116	9.123583044
117	9.050593993
118	8.964926859
119	8.830163641
120	8.747935198
121	8.669953606
122	8.574405655
123	8.492418836
124	8.412668234
125	8.348761778
126	8.286033897
127	8.223482139
128	8.163046995
129	8.058501793
130	7.986214952
131	7.929190866
132	7.8443113
133	7.787706351
134	7.690839598
135	7.589480365
136	7.533214451
137	7.443148205
138	7.379368293
139	7.303419649
140	7.211322474
141	7.122531436
142	7.062544353
143	7.012685387
144	6.964014042
145	6.916504325
146	6.870130757
147	6.82569685
148	6.757840986
149	6.713841562
150	6.648419217
151	6.584915006
152	6.522779732
153	6.451972885
154	6.377321577
155	6.336832951
156	6.278680903
157	6.211451411
158	6.147436085
159	6.109338691
160	6.037634293
161	5.971065669
162	5.908588758
163	5.857417338
164	5.79197309
165	5.741863764
166	5.68057022
167	5.632827323
168	5.568621887
169	5.512048004
170	5.467181576
171	5.406703917
172	5.355928547
173	5.304628934
174	5.278626255
175	5.222268671
176	5.197056029
177	5.157061149
178	5.102615938
179	5.061495168
180	5.035986755
181	5.011219763
182	4.973694472
183	4.929829879
184	4.905742956
185	4.876182229
186	4.847636036
187	4.820069821
188	4.784742854
189	4.762457356
190	4.736327014
191	4.69830614
192	4.673137543
193	4.648836028
194	4.6296466
195	4.610865099
196	4.588204494
197	4.570460971
198	4.54896175
199	4.528204364
