iter	Passed	Remaining
0	0	125
1	1	106
2	1	99
3	2	98
4	2	97
5	2	92
6	3	89
7	3	88
8	4	89
9	4	88
10	5	86
11	5	86
12	5	85
13	6	84
14	6	83
15	7	82
16	7	80
17	7	79
18	8	78
19	8	77
20	9	76
21	9	76
22	9	76
23	10	75
24	10	75
25	11	74
26	11	73
27	11	72
28	12	71
29	12	71
30	12	70
31	13	70
32	13	69
33	14	68
34	14	68
35	14	68
36	15	68
37	15	67
38	16	67
39	16	67
40	17	66
41	17	65
42	17	65
43	18	64
44	18	64
45	18	63
46	19	62
47	20	63
48	20	63
49	20	62
50	21	61
51	21	61
52	22	61
53	22	60
54	22	60
55	23	59
56	23	59
57	24	59
58	24	58
59	25	58
60	25	58
61	26	58
62	26	57
63	27	57
64	27	57
65	28	57
66	28	56
67	29	56
68	29	56
69	29	55
70	30	55
71	30	54
72	31	54
73	32	54
74	32	54
75	32	53
76	33	53
77	33	53
78	34	52
79	35	52
80	35	52
81	36	51
82	36	51
83	37	51
84	37	51
85	38	50
86	38	50
87	39	49
88	39	49
89	40	49
90	40	48
91	40	48
92	41	47
93	41	47
94	42	46
95	42	46
96	43	46
97	44	45
98	44	45
99	44	44
100	45	44
101	45	44
102	46	43
103	46	43
104	47	42
105	47	42
106	47	41
107	48	41
108	48	40
109	49	40
110	49	39
111	49	39
112	50	38
113	50	38
114	51	37
115	51	37
116	52	36
117	52	36
118	53	36
119	53	35
120	53	35
121	54	34
122	54	34
123	55	33
124	55	33
125	56	33
126	56	32
127	57	32
128	57	31
129	58	31
130	58	30
131	59	30
132	59	30
133	60	29
134	60	29
135	61	28
136	61	28
137	62	27
138	62	27
139	63	27
140	63	26
141	64	26
142	64	25
143	65	25
144	65	24
145	65	24
146	66	23
147	66	23
148	67	23
149	67	22
150	68	22
151	68	21
152	69	21
153	69	20
154	70	20
155	70	19
156	70	19
157	71	18
158	71	18
159	72	18
160	72	17
161	73	17
162	73	16
163	73	16
164	74	15
165	74	15
166	75	14
167	75	14
168	76	13
169	76	13
170	76	13
171	77	12
172	77	12
173	78	11
174	80	11
175	80	10
176	80	10
177	81	10
178	81	9
179	82	9
180	82	8
181	82	8
182	83	7
183	83	7
184	84	6
185	84	6
186	84	5
187	85	5
188	85	4
189	85	4
190	86	4
191	86	3
192	86	3
193	87	2
194	87	2
195	88	1
196	88	1
197	89	0
198	89	0
199	90	0
