Order,Material,SLoc,Quantity,Pstng Date,Merge_Date,Year
51652349.0,104,5001,-1,2022-07-16,2022-07-16,2022
52336506.0,104,5042,-1,2022-10-17,2022-10-17,2022
52345386.0,104,5042,-1,2022-10-18,2022-10-18,2022
52327460.0,104,5042,-1,2022-10-18,2022-10-18,2022
52424934.0,104,5002,-1,2022-10-31,2022-10-31,2022
52490539.0,104,5042,-1,2022-11-11,2022-11-11,2022
52507519.0,104,5042,-1,2022-11-14,2022-11-14,2022
52498820.0,104,5042,-1,2022-11-15,2022-11-15,2022
52707503.0,104,5064,-1,2022-12-19,2022-12-19,2022
52765285.0,104,5033,-1,2022-12-28,2022-12-28,2022
52758537.0,104,5042,-1,2022-12-28,2022-12-28,2022
52765299.0,104,5033,-1,2022-12-28,2022-12-28,2022
