Order,Material,SLoc,Quantity,Pstng Date,Year,Tavg,Tmax,Tmin,RH,Month,Season,Delta_T,Region,Location
57479630,106,5043,-1,2025-01-07,2025,23.66,27.47,20.71,76.78,1,Winter,6.759999999999998,South,Chennai
57508343,106,5033,-1,2025-01-11,2025,15.15,23.95,7.67,41.95,1,Winter,16.28,North1,Lucknow
57507873,106,5033,-1,2025-01-13,2025,15.13,23.42,8.81,66.29,1,Winter,14.61,North1,Lucknow
57543915,106,5042,-1,2025-01-16,2025,21.03,27.54,16.05,71.21,1,Winter,11.489999999999998,South,Hyderabad
57563601,106,5024,-1,2025-01-21,2025,16.5,25.77,9.75,49.94,1,Winter,16.02,North1,Jaipur
57568424,106,5024,-1,2025-01-21,2025,16.5,25.77,9.75,49.94,1,Winter,16.02,North1,Jaipur
57584197,106,5023,-1,2025-01-22,2025,15.51,24.83,8.33,54.44,1,Winter,16.5,North1,Haryana
57597916,106,5033,-1,2025-01-23,2025,18.62,27.37,12.23,49.94,1,Winter,15.14,North1,Lucknow
57600374,106,5011,-1,2025-01-24,2025,24.21,26.19,22.1,66.18,1,Winter,4.09,West1,Virar
57610286,106,5029,-1,2025-01-25,2025,12.67,24.39,4.48,36.28,1,Winter,19.91,North1,Haryana
57604364,106,5003,-1,2025-01-25,2025,22.88,31.74,15.22,54.32,1,Winter,16.519999999999996,West1,Pune
57610338,106,5029,-1,2025-01-25,2025,12.67,24.39,4.48,36.28,1,Winter,19.91,North1,Haryana
57604178,106,5033,-1,2025-01-25,2025,15.42,26.39,7.97,39.09,1,Winter,18.42,North1,Lucknow
57622289,106,5003,-1,2025-01-29,2025,23.04,32.54,16.63,49.27,1,Winter,15.91,West1,Pune
57638703,106,5033,-1,2025-01-30,2025,19.11,27.09,11.4,25.78,1,Winter,15.69,North1,Lucknow
57593914,106,5003,-1,2025-02-08,2025,24.19,32.85,16.56,49.76,2,Winter,16.290000000000003,West1,Pune
57717336,106,5041,-1,2025-02-12,2025,22.66,34.33,13.57,50.88,2,Winter,20.76,South,Bangalore
57732689,106,5011,-1,2025-02-13,2025,25.37,28.14,22.9,58.95,2,Winter,5.240000000000002,West1,Virar
57754158,106,5023,-1,2025-02-15,2025,18.48,26.13,13.61,35.66,2,Winter,12.52,North1,Haryana
57757194,106,5022,-1,2025-02-17,2025,21.48,30.43,13.91,34.8,2,Winter,16.52,North1,Uttar Pradesh
57809149,106,5003,-1,2025-02-24,2025,24.82,34.13,16.3,31.75,2,Winter,17.830000000000002,West1,Pune
57819402,106,5003,-1,2025-02-25,2025,25.14,34.41,16.46,31.79,2,Winter,17.949999999999996,West1,Pune
57847999,106,5003,-1,2025-02-28,2025,25.68,35.19,16.89,38.3,2,Winter,18.3,West1,Pune
57859264,106,5024,-1,2025-03-03,2025,22.44,32.52,14.29,33.66,3,Summer,18.230000000000004,North1,Jaipur
57859395,106,5005,-1,2025-03-03,2025,27.08,36.25,19.55,33.56,3,Summer,16.7,West2,Ahmedabad
57858892,106,5003,-1,2025-03-04,2025,26.46,36.5,18.17,32.53,3,Summer,18.33,West1,Pune
57868686,106,5023,-1,2025-03-05,2025,16.76,26.97,8.3,31.74,3,Summer,18.67,North1,Haryana
57859264,106,5024,1,2025-03-05,2025,16.67,27.3,7.74,25.03,3,Summer,19.56,North1,Jaipur
57886522,106,5042,-1,2025-03-06,2025,24.73,34.99,16.36,8.07,3,Summer,18.630000000000003,South,Hyderabad
57903794,106,5024,-1,2025-03-08,2025,22.93,33.18,14.17,23.26,3,Summer,19.01,North1,Jaipur
57918757,106,5024,-1,2025-03-11,2025,26.52,37.2,18.04,26.16,3,Summer,19.160000000000004,North1,Jaipur
57918386,106,5041,-1,2025-03-11,2025,24.59,33.75,14.58,60.21,3,Summer,19.17,South,Bangalore
57927771,106,5041,-1,2025-03-12,2025,26.77,34.88,20.35,60.48,3,Summer,14.53,South,Bangalore
57956466,106,5041,-1,2025-03-17,2025,28.57,36.4,20.44,49.04,3,Summer,15.959999999999996,South,Bangalore
57957190,106,5024,-1,2025-03-17,2025,23.67,31.45,17.31,29.42,3,Summer,14.14,North1,Jaipur
58007160,106,5042,-1,2025-03-24,2025,28.62,36.19,21.17,53.17,3,Summer,15.019999999999996,South,Hyderabad
58001155,106,5021,-1,2025-03-25,2025,27.38,38.6,17.29,19.38,3,Summer,21.31,North1,Delhi
58020259,106,5005,-1,2025-03-25,2025,31.76,41.41,22.59,16.37,3,Summer,18.82,West2,Ahmedabad
58030362,106,5006,-1,2025-03-26,2025,30.6,40.31,20.8,19.53,3,Summer,19.51,West2,Indore
58027986,106,5003,-1,2025-03-26,2025,27.74,38.46,20.23,41.04,3,Summer,18.23,West1,Pune
58030379,106,5024,-1,2025-03-26,2025,29.29,39.1,20.63,18.0,3,Summer,18.47,North1,Jaipur
58027935,106,5003,-1,2025-03-26,2025,27.74,38.46,20.23,41.04,3,Summer,18.23,West1,Pune
58086264,106,5003,-1,2025-04-04,2025,27.94,35.8,21.71,51.98,4,Summer,14.089999999999996,West1,Pune
58058315,106,5006,-1,2025-04-04,2025,29.77,39.22,20.09,20.71,4,Summer,19.13,West2,Indore
58067692,106,5003,-1,2025-04-04,2025,27.94,35.8,21.71,51.98,4,Summer,14.089999999999996,West1,Pune
58077710,106,5023,-1,2025-04-04,2025,28.67,39.11,20.03,17.15,4,Summer,19.08,North1,Haryana
58054762,106,5033,-1,2025-04-05,2025,29.76,39.66,20.3,14.26,4,Summer,19.36,North1,Lucknow
58105344,106,5023,-1,2025-04-07,2025,32.1,42.41,22.51,17.54,4,Summer,19.899999999999995,North1,Haryana
58102580,106,5023,-1,2025-04-07,2025,32.1,42.41,22.51,17.54,4,Summer,19.899999999999995,North1,Haryana
58118962,106,5024,-1,2025-04-08,2025,32.94,42.61,23.29,16.47,4,Summer,19.32,North1,Jaipur
58125651,106,5021,-1,2025-04-09,2025,32.23,41.57,22.97,22.7,4,Summer,18.6,North1,Delhi
58136131,106,5005,-1,2025-04-10,2025,34.66,43.88,25.71,14.32,4,Summer,18.17,West2,Ahmedabad
58150901,106,5021,-1,2025-04-12,2025,29.21,37.07,20.75,37.59,4,Summer,16.32,North1,Delhi
58134777,106,5022,-1,2025-04-14,2025,28.45,35.8,21.2,37.43,4,Summer,14.599999999999998,North1,Uttar Pradesh
58155604,106,5022,-1,2025-04-14,2025,28.45,35.8,21.2,37.43,4,Summer,14.599999999999998,North1,Uttar Pradesh
58172868,106,5022,-1,2025-04-16,2025,31.05,38.26,23.6,34.88,4,Summer,14.659999999999997,North1,Uttar Pradesh
58164950,106,5042,-1,2025-04-16,2025,31.0,38.99,23.38,48.07,4,Summer,15.610000000000005,South,Hyderabad
58183109,106,5006,-1,2025-04-17,2025,34.55,43.27,25.1,24.4,4,Summer,18.17,West2,Indore
58175471,106,5022,-1,2025-04-17,2025,32.61,40.0,25.02,30.27,4,Summer,14.98,North1,Uttar Pradesh
58166991,106,5022,-1,2025-04-17,2025,32.61,40.0,25.02,30.27,4,Summer,14.98,North1,Uttar Pradesh
58086264,106,5003,1,2025-04-17,2025,29.34,40.33,20.76,52.76,4,Summer,19.57,West1,Pune
58182768,106,5022,-1,2025-04-19,2025,30.61,37.85,23.44,45.95,4,Summer,14.41,North1,Uttar Pradesh
58190704,106,5022,-1,2025-04-20,2025,32.85,40.51,25.04,36.06,4,Summer,15.47,North1,Uttar Pradesh
58192395,106,5022,-1,2025-04-21,2025,34.15,42.52,24.54,29.52,4,Summer,17.980000000000004,North1,Uttar Pradesh
58195462,106,5022,-1,2025-04-21,2025,34.15,42.52,24.54,29.52,4,Summer,17.980000000000004,North1,Uttar Pradesh
58198311,106,5022,-1,2025-04-22,2025,32.9,42.92,23.73,17.56,4,Summer,19.19,North1,Uttar Pradesh
58208491,106,5023,-1,2025-04-23,2025,31.61,41.4,22.72,13.23,4,Summer,18.68,North1,Haryana
58202749,106,5023,-1,2025-04-23,2025,31.61,41.4,22.72,13.23,4,Summer,18.68,North1,Haryana
58118962,106,5024,1,2025-04-23,2025,30.89,40.62,20.59,6.0,4,Summer,20.03,North1,Jaipur
