iter	RMSE
0	103.5219519
1	99.9041694
2	96.95054603
3	93.64314711
4	90.57405849
5	87.70307384
6	85.23712307
7	82.53232235
8	79.92561081
9	77.07395081
10	74.52281651
11	72.0733764
12	69.66134089
13	67.45092908
14	65.20078818
15	62.99947386
16	61.11406626
17	59.13512943
18	57.23163721
19	55.35219492
20	53.70776681
21	51.95073206
22	50.24497971
23	49.05156974
24	47.55303344
25	46.21931371
26	44.73819293
27	43.50751018
28	42.07375932
29	40.92774311
30	39.87006372
31	38.68416864
32	37.58683409
33	36.62041541
34	35.63363595
35	34.5416979
36	33.65753661
37	32.7310452
38	31.75452716
39	30.87616477
40	30.17063045
41	29.43919789
42	28.73566239
43	28.03579102
44	27.50357217
45	26.86176175
46	26.30659055
47	25.72647706
48	25.19848419
49	24.64773277
50	24.14276166
51	23.62361793
52	23.13260385
53	22.69741619
54	22.24869804
55	21.74712719
56	21.27722932
57	20.92524517
58	20.5626108
59	20.14013471
60	19.84185013
61	19.55289894
62	19.21822725
63	18.87893687
64	18.58853008
65	18.30674434
66	17.97762108
67	17.62609082
68	17.36363491
69	17.0620744
70	16.73869889
71	16.45472656
72	16.25024952
73	16.02749986
74	15.83288365
75	15.56675419
76	15.31067373
77	15.01040243
78	14.84160014
79	14.63510247
80	14.41451462
81	14.23237787
82	14.02933764
83	13.84718398
84	13.67108067
85	13.50311662
86	13.3497013
87	13.18964322
88	13.02595211
89	12.85375373
90	12.66798279
91	12.51561933
92	12.35660991
93	12.21047347
94	12.05039593
95	11.89955582
96	11.75839582
97	11.62908961
98	11.49929532
99	11.39702175
100	11.27762447
101	11.16431038
102	11.03254562
103	10.91191686
104	10.76475313
105	10.66666555
106	10.55376259
107	10.41886709
108	10.30325536
109	10.19785937
110	10.10084191
111	9.998007342
112	9.931405329
113	9.836139998
114	9.744288706
115	9.655437842
116	9.56376191
117	9.494935574
118	9.424608375
119	9.343078278
120	9.25110953
121	9.187746885
122	9.129395294
123	9.066907087
124	9.000672506
125	8.919259275
126	8.857804695
127	8.794511071
128	8.716494602
129	8.639796305
130	8.584989535
131	8.510691498
132	8.456703022
133	8.379874268
134	8.327725784
135	8.253231148
136	8.201395065
137	8.15114624
138	8.1018709
139	8.030912406
140	7.978547334
141	7.931470514
142	7.829703599
143	7.781861517
144	7.716017897
145	7.619641733
146	7.574903005
147	7.531451111
148	7.469522951
149	7.427297433
150	7.336765353
151	7.276197071
152	7.236494758
153	7.197243818
154	7.158846686
155	7.121282452
156	7.06426605
157	7.001543809
158	6.964900522
159	6.896740595
160	6.84209319
161	6.807241785
162	6.773133723
163	6.708037423
164	6.639369275
165	6.58766669
166	6.555408943
167	6.494680664
168	6.439891563
169	6.405827693
170	6.372514532
171	6.343029849
172	6.286325182
173	6.252762609
174	6.224681036
175	6.17129376
176	6.122251072
177	6.090500458
178	6.059447044
179	6.033159415
180	5.983815957
181	5.95876156
182	5.91198228
183	5.882836507
184	5.82167743
185	5.734184046
186	5.708325504
187	5.625538421
188	5.55612338
189	5.489634843
190	5.465277795
191	5.42328132
192	5.349436957
193	5.288354419
194	5.248990875
195	5.2280558
196	5.160417848
197	5.113882374
198	5.057565365
199	5.003673261
