iter	Passed	Remaining
0	0	129
1	1	115
2	1	104
3	1	95
4	2	93
5	2	91
6	3	94
7	3	90
8	4	89
9	4	87
10	5	86
11	5	84
12	5	83
13	6	83
14	6	83
15	7	81
16	7	80
17	7	78
18	8	78
19	8	76
20	8	76
21	9	75
22	9	74
23	9	73
24	10	72
25	10	71
26	10	70
27	11	69
28	11	68
29	12	68
30	12	68
31	13	68
32	13	67
33	13	67
34	14	66
35	14	66
36	14	65
37	15	65
38	15	64
39	15	63
40	16	63
41	16	62
42	17	62
43	17	62
44	17	61
45	18	61
46	18	61
47	19	60
48	19	60
49	20	60
50	20	60
51	20	59
52	21	59
53	21	58
54	22	58
55	22	57
56	22	57
57	23	57
58	23	56
59	24	56
60	24	55
61	24	55
62	25	54
63	25	54
64	25	53
65	26	53
66	26	52
67	26	52
68	27	51
69	27	51
70	27	50
71	28	50
72	28	49
73	28	49
74	29	48
75	29	48
76	30	48
77	30	47
78	30	47
79	31	46
80	31	46
81	31	45
82	32	45
83	32	45
84	33	44
85	33	44
86	33	43
87	34	43
88	34	43
89	34	42
90	35	42
91	35	42
92	36	41
93	36	41
94	37	41
95	37	40
96	37	40
97	38	39
98	38	39
99	39	39
100	39	38
101	39	38
102	40	37
103	40	37
104	41	37
105	41	36
106	41	36
107	42	35
108	42	35
109	42	35
110	43	34
111	43	34
112	43	33
113	44	33
114	44	32
115	44	32
116	45	32
117	45	31
118	46	31
119	46	30
120	46	30
121	47	30
122	47	29
123	47	29
124	48	28
125	48	28
126	48	28
127	49	27
128	49	27
129	49	26
130	50	26
131	50	26
132	50	25
133	51	25
134	51	24
135	51	24
136	52	24
137	52	23
138	53	23
139	53	22
140	54	22
141	54	22
142	54	21
143	55	21
144	55	21
145	56	20
146	56	20
147	56	19
148	57	19
149	57	19
150	57	18
151	58	18
152	58	17
153	58	17
154	59	17
155	59	16
156	60	16
157	60	16
158	60	15
159	61	15
160	61	14
161	61	14
162	62	14
163	62	13
164	62	13
165	63	12
166	63	12
167	64	12
168	65	12
169	66	11
170	66	11
171	67	10
172	67	10
173	67	10
174	68	9
175	68	9
176	69	8
177	69	8
178	69	8
179	70	7
180	70	7
181	71	7
182	71	6
183	72	6
184	72	5
185	72	5
186	73	5
187	73	4
188	73	4
189	74	3
190	74	3
191	74	3
192	75	2
193	75	2
194	76	1
195	76	1
196	76	1
197	77	0
198	77	0
199	78	0
