iter	RMSE
0	59.86268281
1	57.75186212
2	55.87532852
3	54.09913612
4	52.40234927
5	51.06237029
6	49.36078122
7	47.70690304
8	46.36345132
9	44.63708477
10	43.14228033
11	41.65636053
12	40.38318789
13	39.17326127
14	38.06507421
15	36.82431163
16	35.75034053
17	34.67960427
18	33.45858338
19	32.50860046
20	31.52690948
21	30.65331486
22	29.73329998
23	29.01419519
24	28.03155846
25	27.06871968
26	26.28895178
27	25.48057355
28	24.74396565
29	24.01305587
30	23.33855702
31	22.75477024
32	22.05676659
33	21.36551105
34	20.82434773
35	20.21859766
36	19.65197858
37	19.030465
38	18.5633266
39	18.08094168
40	17.55564916
41	16.98121835
42	16.60730192
43	16.20878593
44	15.95104175
45	15.5627481
46	15.13812611
47	14.78830528
48	14.38733062
49	14.05230489
50	13.797261
51	13.45243015
52	13.13263506
53	12.78816305
54	12.57049568
55	12.38619181
56	12.18555844
57	11.90101997
58	11.66043401
59	11.47046529
60	11.19919289
61	10.98109174
62	10.73791938
63	10.4758476
64	10.27449802
65	10.01225425
66	9.804207599
67	9.585743799
68	9.330515247
69	9.127031256
70	8.874541504
71	8.76633117
72	8.617774686
73	8.440826135
74	8.247406896
75	8.061689076
76	7.948101766
77	7.787996057
78	7.662540787
79	7.532512064
80	7.398438044
81	7.235955526
82	7.093480559
83	6.964893234
84	6.866485732
85	6.715173325
86	6.587951256
87	6.468840738
88	6.361680824
89	6.26449127
90	6.162617382
91	6.071800504
92	5.961435909
93	5.884524108
94	5.800241009
95	5.692844429
96	5.632338239
97	5.539615969
98	5.446576911
99	5.376680858
100	5.294113903
101	5.213443931
102	5.130010952
103	5.043881428
104	4.98623117
105	4.94097575
106	4.88431239
107	4.824907602
108	4.768638825
109	4.726594032
110	4.646433745
111	4.597004383
112	4.525129793
113	4.482374348
114	4.440167313
115	4.37220861
116	4.32819851
117	4.271376791
118	4.235803565
119	4.204045547
120	4.179788096
121	4.138794453
122	4.103388754
123	4.065420393
124	4.024001169
125	3.995699451
126	3.93711531
127	3.905750579
128	3.885459915
129	3.836489849
130	3.811915657
131	3.752192976
132	3.733434464
133	3.715135256
134	3.660762981
135	3.632297964
136	3.603314871
137	3.582631431
138	3.533910663
139	3.517791307
140	3.492291372
141	3.440366737
142	3.415002939
143	3.390679341
144	3.376628827
145	3.327626638
146	3.307295827
147	3.285390279
148	3.272578031
149	3.252875739
150	3.206697877
151	3.194708435
152	3.183114841
153	3.139313612
154	3.097500195
155	3.068766315
156	3.041589008
157	3.0309643
158	3.00544623
159	2.981310272
160	2.963946357
161	2.947285159
162	2.925355005
163	2.904621545
164	2.889486711
165	2.870288523
166	2.856165789
167	2.842619699
168	2.825225208
169	2.801968116
170	2.788355691
171	2.777459739
172	2.765968852
173	2.751423424
174	2.730360157
175	2.715953248
176	2.7044804
177	2.69353342
178	2.680393424
179	2.66161192
180	2.649070433
181	2.63918988
182	2.625654655
183	2.614145533
184	2.603269197
185	2.573324173
186	2.54514205
187	2.518633182
188	2.508038394
189	2.483238688
190	2.466395303
191	2.450529547
192	2.440524
193	2.421763733
194	2.407358011
195	2.38423505
196	2.364379882
197	2.346156683
198	2.327243514
199	2.306196024
