Order,Material,SLoc,Quantity,Pstng Date,Year,Tavg,Tmax,Tmin,RH,Month,Season,Delta_T,Region,Location
48619933.0,105,5042,-1,2020-01-24,2020,21.76,30.34,14.42,60.63,1,Winter,15.92,South,Hyderabad
48621045.0,105,5046,-1,2020-01-25,2020,24.98,32.0,19.82,68.73,1,Winter,12.18,South,Andhra Pradesh
48702456.0,105,5001,-1,2020-02-17,2020,26.84,37.01,19.44,48.4,2,Winter,17.569999999999997,West1,Mumbai
48702455.0,105,5001,-1,2020-02-17,2020,26.84,37.01,19.44,48.4,2,Winter,17.569999999999997,West1,Mumbai
48624105.0,105,5001,-1,2020-02-17,2020,26.84,37.01,19.44,48.4,2,Winter,17.569999999999997,West1,Mumbai
48716585.0,105,5001,-1,2020-02-21,2020,26.1,34.86,19.52,55.08,2,Winter,15.34,West1,Mumbai
48763798.0,105,5042,-1,2020-03-05,2020,27.32,34.05,20.96,47.62,3,Summer,13.089999999999996,South,Hyderabad
48807260.0,105,5042,-1,2020-03-21,2020,28.2,36.84,21.04,39.82,3,Summer,15.800000000000004,South,Hyderabad
48777546.0,105,5028,-1,2020-06-01,2020,16.41,20.66,12.97,77.37,6,Summer,7.689999999999999,North1,Uttaranchal
48992805.0,105,5042,-1,2020-06-03,2020,27.05,30.0,24.31,75.31,6,Summer,5.690000000000001,South,Hyderabad
48999219.0,105,5041,-1,2020-06-05,2020,25.25,30.74,20.45,71.74,6,Summer,10.29,South,Bangalore
49022698.0,105,5001,-1,2020-06-12,2020,28.2,31.45,26.23,84.66,6,Summer,5.219999999999999,West1,Mumbai
49022186.0,105,5001,-1,2020-06-12,2020,28.2,31.45,26.23,84.66,6,Summer,5.219999999999999,West1,Mumbai
49121336.0,105,5046,-1,2020-07-24,2020,27.43,30.74,25.07,83.9,7,Monsoon,5.669999999999998,South,Andhra Pradesh
49358538.0,105,5042,-1,2020-09-21,2020,24.41,27.27,22.51,90.89,9,Monsoon,4.759999999999998,South,Hyderabad
49384549.0,105,5001,-1,2020-09-28,2020,26.42,29.85,24.01,83.63,9,Monsoon,5.84,West1,Mumbai
49651198.0,105,5009,-1,2020-12-07,2020,19.36,28.78,12.39,57.56,12,Winter,16.39,West1,Nashik
49650792.0,105,5009,-1,2020-12-07,2020,19.36,28.78,12.39,57.56,12,Winter,16.39,West1,Nashik
49651073.0,105,5009,-1,2020-12-07,2020,19.36,28.78,12.39,57.56,12,Winter,16.39,West1,Nashik
49651237.0,105,5009,-1,2020-12-07,2020,19.36,28.78,12.39,57.56,12,Winter,16.39,West1,Nashik
49650898.0,105,5009,-1,2020-12-07,2020,19.36,28.78,12.39,57.56,12,Winter,16.39,West1,Nashik
49653715.0,105,5009,-1,2020-12-15,2020,21.26,27.76,15.79,78.53,12,Winter,11.970000000000002,West1,Nashik
49697161.0,105,5001,-1,2020-12-24,2020,22.25,30.25,14.99,58.74,12,Winter,15.26,West1,Mumbai
49716705.0,105,5042,-1,2020-12-31,2020,19.22,25.34,14.59,84.83,12,Winter,10.75,South,Hyderabad
