Order,Material,SLoc,Quantity,Pstng Date,Merge_Date,Year
48619933.0,105,5042,-1,2020-01-24,2020-01-24,2020
48621045.0,105,5046,-1,2020-01-25,2020-01-25,2020
48702456.0,105,5001,-1,2020-02-17,2020-02-17,2020
48702455.0,105,5001,-1,2020-02-17,2020-02-17,2020
48624105.0,105,5001,-1,2020-02-17,2020-02-17,2020
48716585.0,105,5001,-1,2020-02-21,2020-02-21,2020
48763798.0,105,5042,-1,2020-03-05,2020-03-05,2020
48807260.0,105,5042,-1,2020-03-21,2020-03-21,2020
48777546.0,105,5028,-1,2020-06-01,2020-06-01,2020
48992805.0,105,5042,-1,2020-06-03,2020-06-03,2020
48999219.0,105,5041,-1,2020-06-05,2020-06-05,2020
49022698.0,105,5001,-1,2020-06-12,2020-06-12,2020
49022186.0,105,5001,-1,2020-06-12,2020-06-12,2020
49121336.0,105,5046,-1,2020-07-24,2020-07-24,2020
49358538.0,105,5042,-1,2020-09-21,2020-09-21,2020
49384549.0,105,5001,-1,2020-09-28,2020-09-28,2020
49651198.0,105,5009,-1,2020-12-07,2020-12-07,2020
49650792.0,105,5009,-1,2020-12-07,2020-12-07,2020
49651073.0,105,5009,-1,2020-12-07,2020-12-07,2020
49651237.0,105,5009,-1,2020-12-07,2020-12-07,2020
49650898.0,105,5009,-1,2020-12-07,2020-12-07,2020
49653715.0,105,5009,-1,2020-12-15,2020-12-15,2020
49697161.0,105,5001,-1,2020-12-24,2020-12-24,2020
49716705.0,105,5042,-1,2020-12-31,2020-12-31,2020
