iter	RMSE
0	217.9015634
1	210.1666462
2	202.2775866
3	196.2203226
4	189.8959839
5	184.0513899
6	177.493494
7	171.9604476
8	166.083323
9	160.6608857
10	155.3044902
11	150.2548315
12	145.5046934
13	140.6706859
14	135.9768637
15	131.4350627
16	127.0602855
17	122.8947235
18	118.6996725
19	115.1822909
20	111.6724657
21	108.0327064
22	104.2600017
23	101.5633062
24	98.86289205
25	95.75260721
26	92.28859658
27	89.17352311
28	86.23637978
29	83.91078
30	81.23532093
31	78.70411501
32	75.92985379
33	73.97049668
34	72.118936
35	69.7654625
36	67.66446761
37	65.48835419
38	63.45938227
39	62.04433474
40	60.47747006
41	58.72244935
42	57.22716379
43	55.70455532
44	54.38461554
45	52.78207001
46	51.42627486
47	50.31557516
48	49.1587812
49	48.17659972
50	46.91833924
51	45.60789787
52	44.54461172
53	43.49116595
54	42.25190621
55	41.45061801
56	40.50177146
57	39.61448302
58	38.75067779
59	37.76962806
60	37.13410215
61	36.43135192
62	35.76251238
63	34.91557448
64	34.23688504
65	33.72300578
66	32.91438985
67	32.23483753
68	31.6214805
69	30.92466553
70	30.27961657
71	29.53701079
72	29.1099841
73	28.63919754
74	28.23071127
75	27.6376675
76	27.21768053
77	26.80467002
78	26.29800388
79	25.91095856
80	25.56635912
81	25.19475045
82	24.90672198
83	24.56180949
84	24.17519871
85	23.69536397
86	23.32895855
87	22.97265522
88	22.64267912
89	22.30093802
90	21.97892139
91	21.63978085
92	21.4331581
93	21.17565597
94	20.96670035
95	20.6493779
96	20.3802731
97	20.12453881
98	19.96986725
99	19.67236328
100	19.38283504
101	19.12733547
102	18.85544599
103	18.6840618
104	18.5197208
105	18.44018962
106	18.1872429
107	17.98452321
108	17.80485058
109	17.66366463
110	17.53287335
111	17.41350935
112	17.30006967
113	17.14216461
114	16.94201283
115	16.77473417
116	16.65918126
117	16.60895426
118	16.34157089
119	16.20275943
120	16.0782862
121	16.03045891
122	15.9837335
123	15.87666801
124	15.83072347
125	15.7857973
126	15.62137937
127	15.52284013
128	15.48151998
129	15.44011027
130	15.39996536
131	15.27476733
132	15.23706606
133	15.08327678
134	15.04607466
135	14.82876189
136	14.62320328
137	14.58800652
138	14.4656168
139	14.42983428
140	14.39486147
141	14.27798838
142	14.24385824
143	14.21130442
144	14.05314874
145	14.02037213
146	13.9102188
147	13.87821862
148	13.846949
149	13.66485319
150	13.56541482
151	13.53501792
152	13.50531901
153	13.47684151
154	13.38220288
155	13.35378024
156	13.25624069
157	13.09226393
158	13.06540723
159	12.96659487
160	12.93991625
161	12.91385765
162	12.78515751
163	12.70110694
164	12.67569976
165	12.58436802
166	12.44580779
167	12.41968212
168	12.39419712
169	12.36933073
170	12.34507072
171	12.24677444
172	12.22308717
173	12.14473181
174	12.01741698
175	11.99420167
176	11.97153878
177	11.94923411
178	11.82966545
179	11.80773038
180	11.71911258
181	11.69765315
182	11.62406055
183	11.60320388
184	11.49283493
185	11.47230315
186	11.44044172
187	11.35809761
188	11.33851175
189	11.27878318
190	11.25965543
191	11.16073991
192	11.1418756
193	11.12344972
194	11.048487
195	11.0119679
196	10.99410266
197	10.90290523
198	10.86808196
199	10.80033948
