iter	Passed	Remaining
0	0	97
1	0	83
2	1	73
3	1	65
4	1	61
5	1	58
6	2	55
7	2	53
8	2	51
9	2	50
10	2	49
11	3	48
12	3	47
13	3	46
14	3	46
15	4	47
16	4	47
17	4	46
18	4	46
19	5	46
20	5	45
21	5	45
22	5	45
23	6	45
24	6	45
25	6	45
26	7	45
27	7	44
28	7	44
29	7	43
30	7	43
31	8	42
32	8	42
33	8	42
34	8	41
35	9	41
36	9	41
37	9	41
38	9	40
39	10	40
40	10	40
41	10	40
42	10	39
43	11	40
44	11	40
45	11	40
46	12	40
47	12	40
48	13	40
49	13	40
50	13	40
51	14	40
52	14	39
53	14	40
54	15	39
55	15	39
56	15	39
57	16	39
58	16	39
59	16	39
60	17	39
61	17	39
62	18	39
63	18	39
64	18	38
65	19	38
66	19	38
67	19	38
68	20	38
69	20	38
70	20	37
71	21	37
72	21	37
73	21	37
74	22	36
75	22	36
76	22	36
77	23	36
78	23	36
79	23	35
80	24	35
81	24	35
82	24	35
83	25	34
84	25	34
85	25	34
86	26	33
87	26	33
88	26	33
89	26	32
90	27	32
91	27	32
92	27	32
93	28	31
94	28	31
95	28	31
96	29	30
97	29	30
98	29	30
99	30	30
100	30	29
101	30	29
102	31	29
103	31	29
104	31	28
105	32	28
106	32	28
107	32	27
108	33	27
109	33	27
110	33	27
111	34	26
112	34	26
113	34	26
114	35	25
115	35	25
116	35	25
117	36	25
118	36	24
119	36	24
120	36	24
121	37	23
122	37	23
123	37	23
124	38	22
125	38	22
126	38	22
127	39	21
128	39	21
129	39	21
130	39	21
131	40	20
132	40	20
133	40	20
134	41	19
135	41	19
136	41	19
137	42	18
138	42	18
139	42	18
140	42	17
141	43	17
142	43	17
143	43	17
144	44	16
145	44	16
146	44	16
147	44	15
148	45	15
149	45	15
150	45	14
151	46	14
152	46	14
153	47	14
154	47	13
155	47	13
156	47	13
157	48	12
158	48	12
159	48	12
160	49	11
161	49	11
162	49	11
163	50	11
164	50	10
165	50	10
166	51	10
167	51	9
168	51	9
169	51	9
170	52	8
171	52	8
172	53	8
173	53	7
174	53	7
175	53	7
176	54	7
177	54	6
178	54	6
179	55	6
180	55	5
181	55	5
182	56	5
183	56	4
184	56	4
185	56	4
186	57	3
187	57	3
188	57	3
189	58	3
190	59	2
191	59	2
192	59	2
193	59	1
194	60	1
195	60	1
196	60	0
197	60	0
198	61	0
199	61	0
