Order,Material,SLoc,Quantity,Pstng Date,Year,Tavg,Tmax,Tmin,RH,Month,Season,Delta_T,Region,Location
52986968.0,109,5036,1,2023-02-04,2023,19.82,28.71,13.62,31.76,2,Winter,15.090000000000002,North1,Udaipur
52916573.0,109,5039,-1,2023-02-08,2023,15.36,24.53,7.85,48.21,2,Winter,16.68,North2,Ludhiana
52937492.0,109,5046,-1,2023-02-09,2023,26.64,34.72,20.47,62.75,2,Winter,14.25,South,Andhra Pradesh
53074420.0,109,5030,-1,2023-02-21,2023,20.51,31.8,13.02,38.61,2,Winter,18.78,North1,Delhi
53074420.0,109,5030,-1,2023-02-21,2023,20.51,31.8,13.02,38.61,2,Winter,18.78,North1,Delhi
53157390.0,109,5043,-1,2023-03-09,2023,27.22,32.62,23.18,64.5,3,Summer,9.439999999999998,South,Chennai
53207967.0,109,5039,-1,2023-03-18,2023,19.49,24.4,16.34,72.76,3,Summer,8.059999999999999,North2,Ludhiana
53235662.0,109,5039,-1,2023-03-18,2023,19.49,24.4,16.34,72.76,3,Summer,8.059999999999999,North2,Ludhiana
53164776.0,109,5039,-1,2023-03-23,2023,22.32,29.9,16.27,47.89,3,Summer,13.63,North2,Ludhiana
53140883.0,109,5039,-1,2023-03-23,2023,22.32,29.9,16.27,47.89,3,Summer,13.63,North2,Ludhiana
53287909.0,109,5039,-1,2023-03-24,2023,22.31,29.53,17.53,59.87,3,Summer,12.0,North2,Ludhiana
53023959.0,109,5034,-1,2023-03-25,2023,17.25,20.96,14.04,77.28,3,Summer,6.920000000000002,North2,Jammu
53298636.0,109,5039,-1,2023-03-28,2023,22.4,30.15,16.79,43.51,3,Summer,13.36,North2,Ludhiana
53342663.0,109,5039,-1,2023-04-04,2023,22.13,29.27,17.25,60.73,4,Summer,12.02,North2,Ludhiana
53431437.0,109,5033,-1,2023-04-18,2023,33.69,43.48,23.98,18.78,4,Summer,19.5,North1,Lucknow
53466754.0,109,5042,-1,2023-04-24,2023,30.05,37.03,24.4,55.02,4,Summer,12.630000000000004,South,Hyderabad
53496484.0,109,5025,-1,2023-04-27,2023,27.23,32.98,23.29,47.79,4,Summer,9.689999999999998,North2,Punjab
53615136.0,109,5036,-1,2023-05-18,2023,31.68,38.75,24.06,34.99,5,Summer,14.69,North1,Udaipur
53615136.0,109,5036,1,2023-05-22,2023,32.28,39.93,24.54,32.18,5,Summer,15.39,North1,Udaipur
53669217.0,109,5036,-1,2023-05-26,2023,30.56,37.47,23.48,51.53,5,Summer,13.989999999999998,North1,Udaipur
53673068.0,109,5041,-1,2023-05-29,2023,28.34,34.68,22.02,58.54,5,Summer,12.66,South,Bangalore
52854811.0,109,5046,-1,2023-05-31,2023,31.42,36.38,27.65,67.42,5,Summer,8.730000000000004,South,Andhra Pradesh
