iter	Passed	Remaining
0	0	171
1	1	138
2	1	121
3	2	113
4	2	108
5	3	105
6	3	100
7	4	96
8	4	93
9	4	90
10	5	93
11	5	91
12	6	89
13	6	89
14	7	90
15	7	89
16	8	87
17	9	91
18	9	91
19	10	91
20	10	91
21	11	89
22	11	87
23	11	85
24	12	84
25	12	84
26	13	84
27	14	86
28	14	85
29	15	86
30	15	85
31	16	84
32	16	83
33	17	85
34	17	84
35	18	84
36	19	85
37	20	86
38	20	85
39	21	84
40	22	87
41	22	86
42	23	85
43	23	84
44	24	84
45	25	84
46	25	83
47	26	83
48	26	82
49	27	81
50	27	80
51	28	79
52	28	79
53	28	77
54	29	76
55	29	75
56	29	74
57	30	74
58	31	74
59	31	73
60	31	72
61	32	72
62	32	71
63	33	70
64	33	70
65	34	69
66	34	68
67	35	68
68	35	67
69	36	68
70	37	67
71	37	66
72	38	66
73	38	65
74	39	65
75	39	64
76	40	64
77	40	63
78	40	62
79	41	61
80	41	61
81	42	61
82	42	60
83	43	59
84	43	59
85	44	58
86	44	57
87	45	57
88	45	56
89	45	56
90	46	55
91	46	54
92	46	54
93	47	53
94	48	53
95	48	53
96	50	53
97	50	53
98	51	52
99	53	53
100	53	52
101	53	51
102	54	51
103	54	50
104	55	49
105	55	49
106	55	48
107	56	47
108	56	47
109	56	46
110	57	46
111	57	45
112	58	45
113	59	44
114	59	44
115	60	43
116	60	42
117	61	42
118	61	41
119	61	41
120	62	40
121	62	40
122	63	39
123	63	38
124	63	38
125	64	37
126	64	37
127	64	36
128	65	35
129	65	35
130	65	34
131	66	34
132	66	33
133	67	33
134	67	32
135	68	32
136	68	31
137	69	31
138	69	30
139	69	29
140	70	29
141	70	28
142	70	28
143	71	27
144	71	27
145	72	26
146	72	26
147	72	25
148	73	25
149	73	24
150	73	23
151	74	23
152	74	22
153	75	22
154	75	21
155	75	21
156	76	20
157	76	20
158	76	19
159	77	19
160	77	18
161	78	18
162	78	17
163	78	17
164	79	16
165	79	16
166	80	15
167	80	15
168	80	14
169	81	14
170	81	13
171	81	13
172	82	12
173	82	12
174	83	11
175	83	11
176	84	10
177	84	10
178	84	9
179	85	9
180	85	8
181	85	8
182	86	8
183	86	7
184	86	7
185	87	6
186	87	6
187	87	5
188	88	5
189	88	4
190	88	4
191	89	3
192	89	3
193	89	2
194	90	2
195	90	1
196	90	1
197	91	0
198	91	0
199	91	0
