iter	RMSE
0	136.3608972
1	132.7549814
2	128.7506971
3	124.9438254
4	121.5264041
5	118.5456906
6	115.8357143
7	113.17258
8	110.4700487
9	107.3720242
10	105.1799113
11	102.7468915
12	100.3094777
13	98.09144131
14	95.69285636
15	93.30773964
16	91.35286639
17	89.47709637
18	87.31538411
19	85.27808256
20	83.34313478
21	81.6273845
22	79.60865666
23	77.75736355
24	75.80555754
25	74.06632966
26	72.26871223
27	70.72998264
28	69.26844941
29	67.85561619
30	66.63846043
31	65.55434292
32	64.23916293
33	62.8139292
34	61.61586527
35	60.70961067
36	59.56696485
37	58.67191952
38	57.83340161
39	56.97206028
40	56.07464468
41	55.2179513
42	54.46149481
43	53.74076077
44	52.99168363
45	52.28012581
46	51.68469664
47	50.91828194
48	50.39347876
49	49.76770374
50	48.98851525
51	48.31097338
52	47.65768878
53	47.10548503
54	46.5628486
55	46.16497256
56	45.63632712
57	45.0227542
58	44.54849737
59	44.02842663
60	43.54226558
61	43.16746075
62	42.73161946
63	42.41867625
64	42.14844932
65	41.78003407
66	41.43902623
67	41.06336509
68	40.68598567
69	40.33123782
70	39.9300199
71	39.6259772
72	39.40956161
73	39.17931526
74	38.95390843
75	38.62905514
76	38.42160615
77	38.13258952
78	37.90314702
79	37.69493619
80	37.4246214
81	37.2772564
82	37.07435378
83	36.8323955
84	36.55885371
85	36.2422242
86	36.06755793
87	35.86106126
88	35.69270286
89	35.41006645
90	35.22838728
91	34.9824307
92	34.72986084
93	34.42822239
94	34.1400517
95	33.89824593
96	33.62680651
97	33.402538
98	33.25282762
99	33.01607131
100	32.83300675
101	32.70753683
102	32.44210353
103	32.28822221
104	32.03731942
105	31.85069228
106	31.69179883
107	31.49751502
108	31.36531266
109	31.16331193
110	31.02772716
111	30.8680402
112	30.72503046
113	30.51569562
114	30.24143754
115	29.99540775
116	29.93078615
117	29.81295959
118	29.52654238
119	29.31373749
120	29.21148086
121	29.15594714
122	28.99042606
123	28.74739607
124	28.64552239
125	28.5465669
126	28.33406481
127	28.20639769
128	28.03000233
129	27.89425102
130	27.68198473
131	27.43585556
132	27.28827719
133	27.10448737
134	27.03177005
135	26.9141747
136	26.84512449
137	26.73805279
138	26.63749578
139	26.59025155
140	26.44985513
141	26.33991569
142	26.29369604
143	26.16698388
144	25.9882508
145	25.75932883
146	25.72378963
147	25.60428487
148	25.5684827
149	25.44495238
150	25.32981459
151	25.23030184
152	25.19563905
153	25.03378033
154	24.9197859
155	24.8071756
156	24.65783994
157	24.58172301
158	24.50400233
159	24.45447846
160	24.40551203
161	24.33457602
162	24.28769556
163	24.21142037
164	24.16587073
165	24.07095295
166	23.9212246
167	23.83250033
168	23.78921432
169	23.57489101
170	23.47656032
171	23.43396802
172	23.34822127
173	23.30632746
174	23.26570615
175	23.17007542
176	23.08587357
177	22.93693324
178	22.75612807
179	22.71643574
180	22.57306988
181	22.437763
182	22.39963127
183	22.32016426
184	22.28417266
185	22.2029434
186	22.03624915
187	22.0014391
188	21.92303173
189	21.87823118
190	21.68908953
191	21.65543175
192	21.61232661
193	21.46685899
194	21.43449651
195	21.38083825
196	21.28977988
197	21.17383011
198	21.1008954
199	20.9797582
