iter	RMSE
0	40.13951889
1	38.76765026
2	37.29399581
3	36.12933046
4	34.99246284
5	33.91636951
6	32.75036726
7	31.6463947
8	30.69031351
9	29.56109237
10	28.57536682
11	27.71949583
12	26.81015793
13	25.9871614
14	25.14316151
15	24.36172326
16	23.64298327
17	22.89627031
18	22.16043456
19	21.50983568
20	20.8637218
21	20.31826081
22	19.65380823
23	19.01475053
24	18.5081792
25	17.95305593
26	17.3871078
27	16.94551372
28	16.36672533
29	15.97643079
30	15.57560073
31	15.20455764
32	14.77902923
33	14.38799189
34	14.06297535
35	13.64167942
36	13.31771326
37	12.91371411
38	12.55393815
39	12.3150541
40	12.02337421
41	11.65894041
42	11.40784994
43	11.14792979
44	10.89111612
45	10.68435148
46	10.47015034
47	10.24055575
48	10.03797605
49	9.866398495
50	9.67722134
51	9.485524035
52	9.284066742
53	9.106382517
54	8.904983209
55	8.785248609
56	8.624472769
57	8.464773478
58	8.32126066
59	8.196869996
60	8.029135695
61	7.845462583
62	7.70648967
63	7.597045772
64	7.467002648
65	7.335852739
66	7.232645558
67	7.125032426
68	6.993649292
69	6.883167412
70	6.790242162
71	6.665318753
72	6.548463195
73	6.443778008
74	6.309012166
75	6.221988668
76	6.155514445
77	6.081107761
78	5.972054626
79	5.889370788
80	5.820317778
81	5.718398657
82	5.664261836
83	5.527385354
84	5.447864306
85	5.379055614
86	5.289712208
87	5.217469904
88	5.132631329
89	5.085150017
90	4.976235876
91	4.896380008
92	4.829960417
93	4.737060257
94	4.686680619
95	4.63646124
96	4.589250497
97	4.546526896
98	4.492137487
99	4.444331048
100	4.400709857
101	4.304667568
102	4.247096231
103	4.205696624
104	4.165533578
105	4.128167152
106	4.087186852
107	4.055280427
108	4.021977987
109	3.990008089
110	3.952792494
111	3.914276794
112	3.882987335
113	3.807455911
114	3.773722032
115	3.703901728
116	3.650634566
117	3.623211476
118	3.571105379
119	3.550683885
120	3.522586725
121	3.463801686
122	3.448367401
123	3.425988041
124	3.407689629
125	3.386333275
126	3.368837398
127	3.354816966
128	3.338079989
129	3.312716363
130	3.293784165
131	3.243331541
132	3.228069788
133	3.215548052
134	3.203300422
135	3.191321053
136	3.177268636
137	3.163581682
138	3.143437372
139	3.132401197
140	3.119603658
141	3.107140359
142	3.064835324
143	3.054689605
144	3.044767685
145	3.013342834
146	3.001890002
147	2.990980677
148	2.980001031
149	2.970924006
150	2.962048176
151	2.948080538
152	2.930437102
153	2.922003909
154	2.893796091
155	2.88563072
156	2.877647587
157	2.869842937
158	2.844595687
159	2.836930503
160	2.812737489
161	2.805208829
162	2.797848353
163	2.789296669
164	2.78226709
165	2.745343722
166	2.729368507
167	2.697371562
168	2.690841742
169	2.68445931
170	2.678221213
171	2.655914603
172	2.649786345
173	2.643796884
174	2.622376768
175	2.61649304
176	2.610742825
177	2.590175528
178	2.584527244
179	2.579007412
180	2.57361335
181	2.553839227
182	2.547462651
183	2.537494265
184	2.52460745
185	2.519670529
186	2.510460586
187	2.50575422
188	2.481232509
189	2.476675144
190	2.447673228
191	2.429833649
192	2.412382447
193	2.401165478
194	2.39608549
195	2.391971299
196	2.374899063
197	2.358566351
198	2.34832158
199	2.343689723
