Order,Material,SLoc,Quantity,Pstng Date,Year,Tavg,Tmax,Tmin,RH,Month,Season,Delta_T,Region,Location
55020639.0,109,5006,-1,2024-01-08,2024,20.19,27.77,15.52,69.61,1,Winter,12.25,West2,Indore
55039704.0,109,5006,-1,2024-01-08,2024,20.19,27.77,15.52,69.61,1,Winter,12.25,West2,Indore
55128560.0,109,5042,-1,2024-01-22,2024,25.0,32.56,17.91,59.56,1,Winter,14.650000000000002,South,Hyderabad
54850798.0,109,5025,-1,2024-01-25,2024,10.03,17.91,3.91,54.78,1,Winter,14.0,North2,Punjab
55168043.0,109,5041,-1,2024-01-29,2024,23.32,32.88,17.24,50.92,1,Winter,15.640000000000004,South,Bangalore
55049267.0,109,5064,-1,2024-02-05,2024,14.53,21.82,9.38,71.27,2,Winter,12.44,East,Guwahati
55302491.0,109,5003,-1,2024-02-19,2024,24.24,33.13,18.36,37.7,2,Winter,14.770000000000003,West1,Pune
55302507.0,109,5003,-1,2024-02-22,2024,21.31,30.67,15.18,63.81,2,Winter,15.490000000000002,West1,Pune
55348342.0,109,5041,-1,2024-02-26,2024,25.77,35.06,18.35,53.68,2,Winter,16.71,South,Bangalore
55081797.0,109,5004,-1,2024-02-27,2024,29.07,38.22,21.92,44.36,2,Winter,16.299999999999997,West2,Goa
55464784.0,109,5042,-1,2024-03-18,2024,29.31,36.38,22.72,44.39,3,Summer,13.660000000000004,South,Hyderabad
55505361.0,109,5052,-1,2024-03-19,2024,29.53,34.12,25.92,40.25,3,Summer,8.199999999999996,South,Warangal
55521705.0,109,5041,-1,2024-03-22,2024,28.26,35.99,21.34,47.77,3,Summer,14.650000000000002,South,Bangalore
55571195.0,109,5041,-1,2024-03-28,2024,28.3,38.42,18.12,28.23,3,Summer,20.3,South,Bangalore
55566943.0,109,5039,-1,2024-03-28,2024,25.22,34.32,19.33,55.72,3,Summer,14.990000000000002,North2,Ludhiana
55958181.0,109,5004,-1,2024-05-29,2024,28.21,32.55,25.39,76.55,5,Summer,7.159999999999997,West2,Goa
56030730.0,109,5064,-1,2024-06-10,2024,28.75,34.29,24.32,78.45,6,Summer,9.97,East,Guwahati
56168955.0,109,5003,-1,2024-07-03,2024,25.53,29.15,23.4,86.14,7,Monsoon,5.75,West1,Pune
56252103.0,109,5033,-1,2024-07-11,2024,31.03,35.17,27.68,80.0,7,Monsoon,7.490000000000002,North1,Lucknow
56260346.0,109,5004,-1,2024-07-12,2024,24.56,27.33,21.92,94.88,7,Monsoon,5.409999999999997,West2,Goa
56259421.0,109,5032,-1,2024-07-12,2024,34.63,39.67,30.88,59.53,7,Monsoon,8.790000000000003,North2,Haryana
56119566.0,109,5030,-1,2024-07-12,2024,33.58,38.53,29.68,66.0,7,Monsoon,8.850000000000001,North1,Delhi
56315674.0,109,5004,-1,2024-07-22,2024,24.03,25.69,22.93,94.55,7,Monsoon,2.7600000000000016,West2,Goa
56347514.0,109,5024,-1,2024-07-29,2024,29.91,34.1,26.15,80.43,7,Monsoon,7.950000000000003,North1,Jaipur
98319172.0,109,5019,-3,2024-07-30,2024,24.14,27.07,22.36,92.48,7,Monsoon,4.710000000000001,West 1,Pune
98319172.0,109,5019,3,2024-07-31,2024,24.43,27.17,22.35,92.79,7,Monsoon,4.82,West 1,Pune
56397719.0,109,5039,-1,2024-08-02,2024,32.7,38.35,27.15,65.13,8,Monsoon,11.200000000000005,North2,Ludhiana
56417969.0,109,5021,-1,2024-08-06,2024,28.67,33.54,24.7,83.27,8,Monsoon,8.84,North1,Delhi
98398160.0,109,5019,-1,2024-08-09,2024,24.0,27.33,21.65,91.09,8,Monsoon,5.68,West 1,Pune
98396846.0,109,5019,-1,2024-08-12,2024,24.08,27.57,21.9,90.96,8,Monsoon,5.670000000000002,West 1,Pune
56464203.0,109,5024,-1,2024-08-12,2024,27.44,30.72,24.88,87.95,8,Monsoon,5.84,North1,Jaipur
56470499.0,109,5042,-1,2024-08-13,2024,27.22,30.36,23.96,81.15,8,Monsoon,6.399999999999999,South,Hyderabad
56260346.0,109,5004,1,2024-08-16,2024,25.22,28.08,23.2,92.51,8,Monsoon,4.879999999999999,West2,Goa
56526256.0,109,5024,-1,2024-08-21,2024,27.98,31.4,24.33,83.78,8,Monsoon,7.07,North1,Jaipur
56537508.0,109,5042,-1,2024-08-22,2024,26.27,30.11,23.66,85.82,8,Monsoon,6.449999999999999,South,Hyderabad
56535998.0,109,5024,-1,2024-08-22,2024,28.48,31.88,25.05,81.76,8,Monsoon,6.829999999999998,North1,Jaipur
56537508.0,109,5042,1,2024-08-23,2024,25.24,29.09,22.89,85.71,8,Monsoon,6.199999999999999,South,Hyderabad
56537508.0,109,50BK,-1,2024-08-26,2024,23.74,29.27,20.11,78.99,8,Monsoon,9.16,South,Bangalore
56535848.0,109,50BK,-1,2024-08-26,2024,23.74,29.27,20.11,78.99,8,Monsoon,9.16,South,Bangalore
56537632.0,109,50BK,-1,2024-08-26,2024,23.74,29.27,20.11,78.99,8,Monsoon,9.16,South,Bangalore
56545908.0,109,50BK,-1,2024-08-26,2024,23.74,29.27,20.11,78.99,8,Monsoon,9.16,South,Bangalore
56544833.0,109,50BK,-1,2024-08-26,2024,23.74,29.27,20.11,78.99,8,Monsoon,9.16,South,Bangalore
56559379.0,109,50BK,-1,2024-08-28,2024,22.7,27.26,19.87,82.71,8,Monsoon,7.390000000000001,South,Bangalore
56559314.0,109,50BK,-1,2024-08-28,2024,22.7,27.26,19.87,82.71,8,Monsoon,7.390000000000001,South,Bangalore
56559155.0,109,50BK,-1,2024-08-28,2024,22.7,27.26,19.87,82.71,8,Monsoon,7.390000000000001,South,Bangalore
56559089.0,109,50BK,-1,2024-08-28,2024,22.7,27.26,19.87,82.71,8,Monsoon,7.390000000000001,South,Bangalore
56559198.0,109,50BK,-1,2024-08-28,2024,22.7,27.26,19.87,82.71,8,Monsoon,7.390000000000001,South,Bangalore
56559001.0,109,50BK,-1,2024-08-28,2024,22.7,27.26,19.87,82.71,8,Monsoon,7.390000000000001,South,Bangalore
56602970.0,109,5005,-1,2024-08-31,2024,28.1,31.75,24.37,82.74,8,Monsoon,7.379999999999999,West2,Ahmedabad
56628413.0,109,5005,-1,2024-09-04,2024,27.39,30.87,25.11,87.71,9,Monsoon,5.760000000000002,West2,Ahmedabad
98319172.0,109,5019,-3,2024-09-09,2024,24.09,27.82,22.09,91.36,9,Monsoon,5.73,West 1,Pune
56648175.0,109,5042,-1,2024-09-10,2024,25.19,29.45,22.32,85.59,9,Monsoon,7.129999999999999,South,Hyderabad
56673512.0,109,5032,-1,2024-09-11,2024,29.77,34.35,25.49,77.55,9,Monsoon,8.860000000000003,North2,Haryana
56685695.0,109,5036,-1,2024-09-12,2024,25.36,28.97,22.82,90.68,9,Monsoon,6.149999999999999,North1,Udaipur
56685695.0,109,5036,1,2024-09-13,2024,24.32,27.79,22.17,89.48,9,Monsoon,5.619999999999997,North1,Udaipur
56707380.0,109,5025,-1,2024-09-17,2024,28.49,33.26,24.02,72.18,9,Monsoon,9.239999999999998,North2,Punjab
56724796.0,109,5006,-1,2024-09-18,2024,24.59,28.84,21.49,88.82,9,Monsoon,7.350000000000001,West2,Indore
56696310.0,109,5033,-1,2024-09-18,2024,26.72,30.92,24.01,89.6,9,Monsoon,6.91,North1,Lucknow
98485041.0,109,5019,-1,2024-09-19,2024,22.54,27.14,19.54,86.22,9,Monsoon,7.600000000000001,West 1,Pune
56750488.0,109,5011,-1,2024-09-23,2024,28.45,28.79,27.94,87.31,9,Monsoon,0.8499999999999979,West1,Virar
56733411.0,109,5011,-1,2024-09-23,2024,28.45,28.79,27.94,87.31,9,Monsoon,0.8499999999999979,West1,Virar
56612323.0,109,5033,-1,2024-09-23,2024,28.76,32.88,24.96,85.22,9,Monsoon,7.920000000000002,North1,Lucknow
56610870.0,109,5033,-1,2024-09-23,2024,28.76,32.88,24.96,85.22,9,Monsoon,7.920000000000002,North1,Lucknow
56735772.0,109,5024,-1,2024-09-24,2024,29.25,33.61,24.93,76.33,9,Monsoon,8.68,North1,Jaipur
56777861.0,109,5042,-1,2024-09-25,2024,25.79,29.12,23.2,88.36,9,Monsoon,5.920000000000002,South,Hyderabad
56788536.0,109,50BK,-1,2024-09-27,2024,24.03,30.06,19.41,75.84,9,Monsoon,10.65,South,Bangalore
56802755.0,109,5041,-1,2024-09-28,2024,24.43,30.1,20.13,77.61,9,Monsoon,9.970000000000002,South,Bangalore
56802364.0,109,5036,-1,2024-09-28,2024,26.14,29.57,23.45,86.22,9,Monsoon,6.120000000000001,North1,Udaipur
56786237.0,109,5036,-1,2024-09-30,2024,25.45,29.46,22.05,87.25,9,Monsoon,7.41,North1,Udaipur
56788927.0,109,5033,-1,2024-10-01,2024,27.18,31.69,23.39,86.52,10,Post-Monsoon,8.3,North1,Lucknow
56840292.0,109,5023,-1,2024-10-03,2024,29.27,36.99,21.79,51.42,10,Post-Monsoon,15.200000000000005,North1,Haryana
56841366.0,109,5006,-1,2024-10-03,2024,26.33,30.61,23.41,87.52,10,Post-Monsoon,7.199999999999999,West2,Indore
56796947.0,109,5024,-1,2024-10-03,2024,26.35,31.97,22.33,82.36,10,Post-Monsoon,9.64,North1,Jaipur
56849328.0,109,5023,-1,2024-10-04,2024,29.42,37.06,21.69,56.84,10,Post-Monsoon,15.37,North1,Haryana
56869884.0,109,5006,-1,2024-10-08,2024,24.91,29.65,20.27,83.87,10,Post-Monsoon,9.38,West2,Indore
56870248.0,109,5023,-1,2024-10-08,2024,27.74,35.8,22.26,58.46,10,Post-Monsoon,13.539999999999996,North1,Haryana
56856684.0,109,5052,-1,2024-10-09,2024,26.06,30.0,22.95,86.96,10,Post-Monsoon,7.050000000000001,South,Warangal
56856654.0,109,5005,-1,2024-10-10,2024,26.82,30.96,23.84,85.16,10,Post-Monsoon,7.120000000000001,West2,Ahmedabad
56883220.0,109,5033,-1,2024-10-10,2024,25.18,29.84,22.22,84.55,10,Post-Monsoon,7.620000000000001,North1,Lucknow
56872956.0,109,5041,-1,2024-10-10,2024,23.55,28.48,19.73,84.57,10,Post-Monsoon,8.75,South,Bangalore
98529666.0,109,5019,-1,2024-10-11,2024,24.3,28.28,21.33,89.18,10,Post-Monsoon,6.950000000000003,West 1,Pune
56892079.0,109,5006,-1,2024-10-11,2024,23.81,27.2,20.91,87.42,10,Post-Monsoon,6.289999999999999,West2,Indore
56872591.0,109,5036,-1,2024-10-12,2024,23.24,26.88,20.22,86.91,10,Post-Monsoon,6.66,North1,Udaipur
56857050.0,109,5024,-1,2024-10-14,2024,24.82,30.02,20.54,76.06,10,Post-Monsoon,9.48,North1,Jaipur
56913747.0,109,5011,-1,2024-10-14,2024,29.14,30.83,28.04,80.67,10,Post-Monsoon,2.789999999999999,West1,Virar
56931080.0,109,5030,-1,2024-10-15,2024,24.78,31.31,18.78,56.2,10,Post-Monsoon,12.529999999999998,North1,Delhi
56925503.0,109,5039,-1,2024-10-15,2024,26.31,34.6,21.7,47.8,10,Post-Monsoon,12.900000000000002,North2,Ludhiana
56935107.0,109,5004,-1,2024-10-16,2024,24.64,27.92,22.23,92.12,10,Post-Monsoon,5.690000000000001,West2,Goa
56951715.0,109,5023,-1,2024-10-17,2024,28.28,36.54,22.46,41.1,10,Post-Monsoon,14.079999999999998,North1,Haryana
56948220.0,109,5024,-1,2024-10-17,2024,25.16,32.0,19.45,67.91,10,Post-Monsoon,12.55,North1,Jaipur
56932262.0,109,5004,-1,2024-10-18,2024,23.82,25.48,22.32,95.19,10,Post-Monsoon,3.16,West2,Goa
56779525.0,109,5033,-1,2024-10-21,2024,24.74,30.71,19.16,75.8,10,Post-Monsoon,11.55,North1,Lucknow
56984418.0,109,5004,-1,2024-10-22,2024,25.25,29.58,20.78,85.47,10,Post-Monsoon,8.799999999999997,West2,Goa
56939986.0,109,5064,-1,2024-10-23,2024,24.33,29.39,20.99,85.61,10,Post-Monsoon,8.400000000000002,East,Guwahati
56996375.0,109,5028,-1,2024-10-24,2024,16.4,22.64,11.16,66.21,10,Post-Monsoon,11.48,North1,Uttaranchal
56985366.0,109,5006,-1,2024-10-24,2024,23.32,29.71,18.56,77.77,10,Post-Monsoon,11.150000000000002,West2,Indore
57008471.0,109,5023,-1,2024-10-25,2024,26.3,36.08,19.43,51.43,10,Post-Monsoon,16.65,North1,Haryana
98488394.0,109,5019,-1,2024-10-28,2024,22.71,28.79,17.51,82.35,10,Post-Monsoon,11.279999999999998,West 1,Pune
57047915.0,109,5005,-1,2024-10-30,2024,26.95,32.44,20.67,70.13,10,Post-Monsoon,11.769999999999996,West2,Ahmedabad
57055988.0,109,5064,-1,2024-11-04,2024,22.92,29.06,18.18,81.2,11,Post-Monsoon,10.88,East,Guwahati
57039047.0,109,5064,-1,2024-11-04,2024,22.92,29.06,18.18,81.2,11,Post-Monsoon,10.88,East,Guwahati
57094976.0,109,5004,-1,2024-11-06,2024,22.74,27.75,17.91,77.25,11,Post-Monsoon,9.84,West2,Goa
98574501.0,109,5019,2,2024-11-06,2024,21.3,28.03,16.47,78.45,11,Post-Monsoon,11.560000000000002,West 1,Pune
98574501.0,109,5019,-3,2024-11-06,2024,21.3,28.03,16.47,78.45,11,Post-Monsoon,11.560000000000002,West 1,Pune
98574501.0,109,5019,-2,2024-11-06,2024,21.3,28.03,16.47,78.45,11,Post-Monsoon,11.560000000000002,West 1,Pune
57091915.0,109,5046,-1,2024-11-06,2024,25.15,30.25,20.91,82.04,11,Post-Monsoon,9.34,South,Andhra Pradesh
98574501.0,109,5019,-2,2024-11-06,2024,21.3,28.03,16.47,78.45,11,Post-Monsoon,11.560000000000002,West 1,Pune
98574501.0,109,5019,2,2024-11-06,2024,21.3,28.03,16.47,78.45,11,Post-Monsoon,11.560000000000002,West 1,Pune
57081853.0,109,5030,-1,2024-11-07,2024,22.78,29.92,17.53,71.49,11,Post-Monsoon,12.39,North1,Delhi
57099642.0,109,5033,-1,2024-11-08,2024,23.63,29.1,19.24,71.78,11,Post-Monsoon,9.860000000000005,North1,Lucknow
57071579.0,109,5004,-1,2024-11-08,2024,22.36,28.09,17.19,81.47,11,Post-Monsoon,10.9,West2,Goa
56950690.0,109,5023,-1,2024-11-09,2024,24.61,33.46,18.13,60.02,11,Post-Monsoon,15.330000000000002,North1,Haryana
56308010.0,109,5023,-1,2024-11-09,2024,24.61,33.46,18.13,60.02,11,Post-Monsoon,15.330000000000002,North1,Haryana
56033463.0,109,5023,-1,2024-11-09,2024,24.61,33.46,18.13,60.02,11,Post-Monsoon,15.330000000000002,North1,Haryana
57121273.0,109,5030,-1,2024-11-11,2024,23.76,30.88,17.59,64.43,11,Post-Monsoon,13.29,North1,Delhi
57120442.0,109,5043,-1,2024-11-11,2024,26.71,29.74,24.53,79.57,11,Post-Monsoon,5.209999999999997,South,Chennai
57091066.0,109,5004,-1,2024-11-11,2024,21.81,27.26,17.78,80.66,11,Post-Monsoon,9.48,West2,Goa
57120634.0,109,5046,-1,2024-11-12,2024,25.13,29.68,21.16,88.7,11,Post-Monsoon,8.52,South,Andhra Pradesh
57132466.0,109,5052,-1,2024-11-14,2024,23.72,28.9,18.54,83.37,11,Post-Monsoon,10.36,South,Warangal
57094976.0,109,5004,1,2024-11-14,2024,24.87,29.09,21.91,87.06,11,Post-Monsoon,7.18,West2,Goa
57132904.0,109,5043,-1,2024-11-14,2024,27.15,29.17,25.6,86.77,11,Post-Monsoon,3.5700000000000003,South,Chennai
57132957.0,109,5043,-1,2024-11-14,2024,27.15,29.17,25.6,86.77,11,Post-Monsoon,3.5700000000000003,South,Chennai
57155052.0,109,5041,-1,2024-11-15,2024,22.42,26.58,19.89,88.31,11,Post-Monsoon,6.689999999999998,South,Bangalore
57132979.0,109,5043,-1,2024-11-15,2024,26.95,28.66,25.95,87.81,11,Post-Monsoon,2.710000000000001,South,Chennai
57133021.0,109,5043,-1,2024-11-15,2024,26.95,28.66,25.95,87.81,11,Post-Monsoon,2.710000000000001,South,Chennai
57162152.0,109,5023,-1,2024-11-16,2024,21.79,29.95,16.05,45.15,11,Post-Monsoon,13.9,North1,Haryana
57162298.0,109,5023,-1,2024-11-16,2024,21.79,29.95,16.05,45.15,11,Post-Monsoon,13.9,North1,Haryana
57137534.0,109,5023,-1,2024-11-16,2024,21.79,29.95,16.05,45.15,11,Post-Monsoon,13.9,North1,Haryana
57056032.0,109,5064,-1,2024-11-18,2024,19.73,25.56,15.67,81.44,11,Post-Monsoon,9.89,East,Guwahati
57161058.0,109,5028,-1,2024-11-18,2024,12.23,19.31,8.08,47.51,11,Post-Monsoon,11.23,North1,Uttaranchal
57164865.0,109,5023,-1,2024-11-18,2024,20.01,28.15,13.1,41.92,11,Post-Monsoon,15.05,North1,Haryana
57161599.0,109,5023,-1,2024-11-19,2024,19.5,28.09,13.29,36.54,11,Post-Monsoon,14.8,North1,Haryana
57185622.0,109,5005,-1,2024-11-20,2024,21.41,27.78,14.72,65.16,11,Post-Monsoon,13.06,West2,Ahmedabad
57179827.0,109,5052,-1,2024-11-22,2024,20.34,26.26,14.29,73.7,11,Post-Monsoon,11.970000000000002,South,Warangal
57174636.0,109,5003,-1,2024-11-23,2024,19.09,26.06,12.89,73.01,11,Post-Monsoon,13.169999999999998,West1,Pune
57211590.0,109,5004,-1,2024-11-25,2024,20.18,25.97,15.46,80.95,11,Post-Monsoon,10.509999999999998,West2,Goa
56602970.0,109,5005,1,2024-11-25,2024,19.63,27.27,13.65,66.0,11,Post-Monsoon,13.62,West2,Ahmedabad
57199687.0,109,5004,-1,2024-11-25,2024,20.18,25.97,15.46,80.95,11,Post-Monsoon,10.509999999999998,West2,Goa
57222187.0,109,5064,-1,2024-11-26,2024,17.62,23.58,12.93,80.62,11,Post-Monsoon,10.65,East,Guwahati
57221797.0,109,5004,-1,2024-11-27,2024,21.12,27.02,16.99,80.96,11,Post-Monsoon,10.03,West2,Goa
57231092.0,109,5004,-1,2024-11-27,2024,21.12,27.02,16.99,80.96,11,Post-Monsoon,10.03,West2,Goa
57225105.0,109,5046,-1,2024-11-27,2024,22.98,27.74,19.9,78.61,11,Post-Monsoon,7.84,South,Andhra Pradesh
57249797.0,109,5061,-1,2024-11-29,2024,20.94,25.54,17.25,85.17,11,Post-Monsoon,8.29,East,Kolkatta
57261304.0,109,5042,-1,2024-12-02,2024,23.37,28.05,20.5,87.35,12,Winter,7.550000000000001,South,Hyderabad
57276112.0,109,5046,-1,2024-12-03,2024,26.14,29.94,23.97,88.6,12,Winter,5.970000000000002,South,Andhra Pradesh
57272257.0,109,5004,-1,2024-12-03,2024,24.06,27.5,21.51,89.59,12,Winter,5.989999999999998,West2,Goa
57272649.0,109,5043,-1,2024-12-06,2024,26.1,28.79,24.22,87.42,12,Winter,4.57,South,Chennai
57303765.0,109,5043,-1,2024-12-06,2024,26.1,28.79,24.22,87.42,12,Winter,4.57,South,Chennai
57300174.0,109,5030,-1,2024-12-06,2024,16.31,25.3,9.3,46.85,12,Winter,16.0,North1,Delhi
57305026.0,109,5052,-1,2024-12-07,2024,25.22,30.38,20.78,79.91,12,Winter,9.599999999999998,South,Warangal
57308724.0,109,5030,-1,2024-12-07,2024,16.12,23.43,9.65,37.67,12,Winter,13.78,North1,Delhi
57308666.0,109,5003,-1,2024-12-09,2024,17.66,26.22,10.43,63.71,12,Winter,15.79,West1,Pune
57333002.0,109,5006,-1,2024-12-11,2024,13.99,22.74,6.56,60.9,12,Winter,16.18,West2,Indore
57289563.0,109,5003,-1,2024-12-12,2024,18.24,26.15,11.48,67.69,12,Winter,14.669999999999998,West1,Pune
57345699.0,109,5043,-1,2024-12-13,2024,25.43,27.74,23.73,84.59,12,Winter,4.009999999999998,South,Chennai
57360132.0,109,5003,-1,2024-12-14,2024,17.02,25.69,10.56,66.06,12,Winter,15.13,West1,Pune
57364054.0,109,5004,-1,2024-12-16,2024,19.78,26.88,13.89,68.63,12,Winter,12.989999999999998,West2,Goa
57370693.0,109,5003,-1,2024-12-17,2024,17.16,26.47,9.24,56.32,12,Winter,17.229999999999997,West1,Pune
57365789.0,109,5003,-1,2024-12-17,2024,17.16,26.47,9.24,56.32,12,Winter,17.229999999999997,West1,Pune
57383756.0,109,5003,-1,2024-12-18,2024,18.13,26.46,10.03,52.31,12,Winter,16.43,West1,Pune
57304891.0,109,5003,-1,2024-12-20,2024,19.44,27.2,13.24,74.28,12,Winter,13.96,West1,Pune
57412576.0,109,5004,-1,2024-12-23,2024,22.29,27.86,18.69,82.8,12,Winter,9.169999999999998,West2,Goa
57401428.0,109,5004,-1,2024-12-23,2024,22.29,27.86,18.69,82.8,12,Winter,9.169999999999998,West2,Goa
57301692.0,109,5033,-2,2024-12-24,2024,15.25,18.39,12.77,79.09,12,Winter,5.620000000000001,North1,Lucknow
57414168.0,109,5003,-1,2024-12-24,2024,19.82,26.76,15.54,84.46,12,Winter,11.220000000000002,West1,Pune
57421189.0,109,5023,-1,2024-12-24,2024,14.26,21.41,9.53,71.42,12,Winter,11.88,North1,Haryana
56802842.0,109,5061,-1,2024-12-24,2024,21.75,28.65,16.23,75.83,12,Winter,12.419999999999998,East,Kolkatta
57428616.0,109,5033,-1,2024-12-26,2024,18.1,25.77,11.61,60.92,12,Winter,14.16,North1,Lucknow
