Material,SLoc,Quantity,Pstng Date,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Equipment,Technician name
102,5022,-3,10/16/2025,,,,,,,,,,,,,
102,5030,-1,10/16/2025,,,,,,,,,,,,,
102,5001,-1,10/16/2025,,,,,,,,,,,,,
102,5022,-2,10/15/2025,,,,,,,,,,,,,
102,5011,-1,10/15/2025,,,,,,,,,,,,,
102,5011,-1,10/15/2025,,,,,,,,,,,,,
102,5021,-1,10/14/2025,,,,,,,,,,,,,
102,5003,-1,10/14/2025,,,,,,,,,,,,,
102,5001,-2,10/14/2025,,,,,,,,,,,,,
102,5021,-1,10/14/2025,,,,,,,,,,,,,
102,5021,-1,10/13/2025,,,,,,,,,,,,,
102,5021,-1,10/13/2025,,,,,,,,,,,,,
102,5001,-2,10/13/2025,,,,,,,,,,,,,
102,5021,-1,10/13/2025,,,,,,,,,,,,,
102,5022,-1,10/13/2025,,,,,,,,,,,,,
102,5024,-1,10/13/2025,,,,,,,,,,,,,
102,5001,-2,10/13/2025,,,,,,,,,,,,,
102,5001,-1,10/13/2025,,,,,,,,,,,,,
102,5030,-1,10/13/2025,,,,,,,,,,,,,
102,5001,-2,10/13/2025,,,,,,,,,,,,,
102,5042,-2,10/13/2025,,,,,,,,,,,,,
102,5009,-1,10/13/2025,,,,,,,,,,,,,
102,5001,-2,10/13/2025,,,,,,,,,,,,,
102,5022,-2,10/11/2025,,,,,,,,,,,,,
102,5001,-4,10/11/2025,,,,,,,,,,,,,
102,5030,-1,10/11/2025,,,,,,,,,,,,,
102,5041,-2,10/10/2025,,,,,,,,,,,,,
102,5030,-1,10/10/2025,,,,,,,,,,,,,
102,5022,-3,10/10/2025,,,,,,,,,,,,,
102,5021,-1,10/10/2025,,,,,,,,,,,,,
102,5041,-1,10/9/2025,,,,,,,,,,,,,
102,5022,-1,10/9/2025,,,,,,,,,,,,,
102,5001,-2,10/9/2025,,,,,,,,,,,,,
102,5010,-2,10/9/2025,,,,,,,,,,,,,
102,5031,-1,10/9/2025,,,,,,,,,,,,,
102,5041,-1,10/8/2025,,,,,,,,,,,,,
102,5005,-1,10/8/2025,,,,,,,,,,,,,
102,5024,-1,10/8/2025,,,,,,,,,,,,,
102,5007,-1,10/8/2025,,,,,,,,,,,,,
102,5046,-2,10/8/2025,,,,,,,,,,,,,
102,5030,-1,10/8/2025,,,,,,,,,,,,,
102,5001,-2,10/8/2025,,,,,,,,,,,,,
102,5023,-4,10/8/2025,,,,,,,,,,,,,
102,5001,-1,10/7/2025,,,,,,,,,,,,,
102,5023,-1,10/7/2025,,,,,,,,,,,,,
102,5022,-1,10/7/2025,,,,,,,,,,,,,
102,5023,-1,10/7/2025,,,,,,,,,,,,,
102,5041,-1,10/7/2025,,,,,,,,,,,,,
102,5010,-4,10/7/2025,,,,,,,,,,,,,
102,5001,-1,10/7/2025,,,,,,,,,,,,,
102,5022,-4,10/7/2025,,,,,,,,,,,,,
102,5011,-1,10/7/2025,,,,,,,,,,,,,
102,5001,-2,10/6/2025,,,,,,,,,,,,,
102,5011,-1,10/6/2025,,,,,,,,,,,,,
102,5023,1,10/4/2025,,,,,,,,,,,,,
102,5023,1,10/4/2025,,,,,,,,,,,,,
102,5001,-1,10/4/2025,,,,,,,,,,,,,
102,5023,-1,10/4/2025,,,,,,,,,,,,,
102,5023,1,10/4/2025,,,,,,,,,,,,,
102,5023,1,10/4/2025,,,,,,,,,,,,,
102,509A,-1,10/3/2025,,,,,,,,,,,,,
102,5030,-1,10/3/2025,,,,,,,,,,,,,
102,5005,-1,10/3/2025,,,,,,,,,,,,,
102,5042,-2,10/3/2025,,,,,,,,,,,,,
102,5001,-2,10/3/2025,,,,,,,,,,,,,
102,5030,-1,10/1/2025,,,,,,,,,,,,,
102,5030,-1,10/1/2025,,,,,,,,,,,,,
102,5001,-2,10/1/2025,,,,,,,,,,,,,
102,5021,-1,10/1/2025,,,,,,,,,,,,,
102,509A,-1,11/29/2025,,,,,,,,,,,,,
102,5001,-1,11/29/2025,,,,,,,,,,,,,
102,5005,-1,11/29/2025,,,,,,,,,,,,,
102,509A,-1,11/29/2025,,,,,,,,,,,,,
102,5001,-1,11/29/2025,,,,,,,,,,,,,
102,5003,2,11/29/2025,,,,,,,,,,,,,
102,5024,-1,11/29/2025,,,,,,,,,,,,,
102,5030,-1,11/29/2025,,,,,,,,,,,,,
102,5001,-2,11/28/2025,,,,,,,,,,,,,
102,5001,-1,11/28/2025,,,,,,,,,,,,,
102,5021,-1,11/28/2025,,,,,,,,,,,,,
102,5042,-1,11/28/2025,,,,,,,,,,,,,
102,5023,-1,11/27/2025,,,,,,,,,,,,,
102,5030,-1,11/27/2025,,,,,,,,,,,,,
102,5008,-1,11/27/2025,,,,,,,,,,,,,
102,5022,-1,11/26/2025,,,,,,,,,,,,,
102,5042,-1,11/26/2025,,,,,,,,,,,,,
102,5030,-1,11/26/2025,,,,,,,,,,,,,
102,5001,-1,11/26/2025,,,,,,,,,,,,,
102,5042,-1,11/25/2025,,,,,,,,,,,,,
102,5023,-1,11/25/2025,,,,,,,,,,,,,
102,5003,-2,11/25/2025,,,,,,,,,,,,,
102,5003,-2,11/25/2025,,,,,,,,,,,,,
102,5042,-1,11/25/2025,,,,,,,,,,,,,
102,5010,-1,11/25/2025,,,,,,,,,,,,,
102,5042,-1,11/25/2025,,,,,,,,,,,,,
102,5010,-1,11/25/2025,,,,,,,,,,,,,
102,5001,-3,11/25/2025,,,,,,,,,,,,,
102,5030,-1,11/25/2025,,,,,,,,,,,,,
102,5023,-1,11/25/2025,,,,,,,,,,,,,
102,5001,-2,11/24/2025,,,,,,,,,,,,,
102,5021,-1,11/24/2025,,,,,,,,,,,,,
102,5001,-2,11/24/2025,,,,,,,,,,,,,
102,5061,-1,11/24/2025,,,,,,,,,,,,,
102,5001,-2,11/24/2025,,,,,,,,,,,,,
102,5011,-4,11/24/2025,,,,,,,,,,,,,
102,5001,-2,11/24/2025,,,,,,,,,,,,,
102,5010,-1,11/24/2025,,,,,,,,,,,,,
102,5026,-1,11/24/2025,,,,,,,,,,,,,
102,5022,-2,11/22/2025,,,,,,,,,,,,,
102,5001,-2,11/22/2025,,,,,,,,,,,,,
102,5001,-1,11/22/2025,,,,,,,,,,,,,
102,5042,-1,11/22/2025,,,,,,,,,,,,,
102,5011,-4,11/22/2025,,,,,,,,,,,,,
102,5001,-1,11/22/2025,,,,,,,,,,,,,
102,5030,-1,11/21/2025,,,,,,,,,,,,,
102,5001,-1,11/21/2025,,,,,,,,,,,,,
102,5021,-1,11/21/2025,,,,,,,,,,,,,
102,5030,-1,11/21/2025,,,,,,,,,,,,,
102,5011,-4,11/21/2025,,,,,,,,,,,,,
102,5011,-2,11/21/2025,,,,,,,,,,,,,
102,5010,-1,11/21/2025,,,,,,,,,,,,,
102,5006,-1,11/21/2025,,,,,,,,,,,,,
102,5011,-2,11/21/2025,,,,,,,,,,,,,
102,5014,-1,11/20/2025,,,,,,,,,,,,,
102,5030,-1,11/20/2025,,,,,,,,,,,,,
102,5001,-3,11/20/2025,,,,,,,,,,,,,
102,5001,-2,11/20/2025,,,,,,,,,,,,,
102,5005,-1,11/20/2025,,,,,,,,,,,,,
102,5005,-2,11/20/2025,,,,,,,,,,,,,
102,5011,-1,11/20/2025,,,,,,,,,,,,,
102,5028,-1,11/20/2025,,,,,,,,,,,,,
102,5042,-4,11/19/2025,,,,,,,,,,,,,
102,5001,-2,11/19/2025,,,,,,,,,,,,,
102,5011,-1,11/19/2025,,,,,,,,,,,,,
102,5042,-4,11/19/2025,,,,,,,,,,,,,
102,5030,-1,11/19/2025,,,,,,,,,,,,,
102,5042,-1,11/19/2025,,,,,,,,,,,,,
102,5003,-2,11/19/2025,,,,,,,,,,,,,
102,5036,-1,11/19/2025,,,,,,,,,,,,,
102,5001,-2,11/19/2025,,,,,,,,,,,,,
102,5023,-1,11/18/2025,,,,,,,,,,,,,
102,5003,-2,11/18/2025,,,,,,,,,,,,,
102,5023,-1,11/18/2025,,,,,,,,,,,,,
102,5023,-1,11/18/2025,,,,,,,,,,,,,
102,5001,-2,11/18/2025,,,,,,,,,,,,,
102,5023,-1,11/18/2025,,,,,,,,,,,,,
102,5041,-1,11/18/2025,,,,,,,,,,,,,
102,5001,-2,11/17/2025,,,,,,,,,,,,,
102,5001,-1,11/17/2025,,,,,,,,,,,,,
102,5001,-2,11/17/2025,,,,,,,,,,,,,
102,5001,-2,11/17/2025,,,,,,,,,,,,,
102,5024,-1,11/17/2025,,,,,,,,,,,,,
102,5022,-3,11/17/2025,,,,,,,,,,,,,
102,5010,-1,11/17/2025,,,,,,,,,,,,,
102,5001,-4,11/17/2025,,,,,,,,,,,,,
102,5061,-1,11/17/2025,,,,,,,,,,,,,
102,5011,-3,11/17/2025,,,,,,,,,,,,,
102,5061,-1,11/17/2025,,,,,,,,,,,,,
102,5001,-1,11/17/2025,,,,,,,,,,,,,
102,5001,-4,11/17/2025,,,,,,,,,,,,,
102,5001,-1,11/17/2025,,,,,,,,,,,,,
102,5021,-1,11/17/2025,,,,,,,,,,,,,
102,5023,-1,11/15/2025,,,,,,,,,,,,,
102,5030,-1,11/15/2025,,,,,,,,,,,,,
102,5030,-1,11/15/2025,,,,,,,,,,,,,
102,5030,-2,11/15/2025,,,,,,,,,,,,,
102,5030,-1,11/15/2025,,,,,,,,,,,,,
102,5030,-1,11/15/2025,,,,,,,,,,,,,
102,5030,-1,11/15/2025,,,,,,,,,,,,,
102,5001,-2,11/15/2025,,,,,,,,,,,,,
102,5033,-1,11/15/2025,,,,,,,,,,,,,
102,5030,-1,11/15/2025,,,,,,,,,,,,,
102,5001,-2,11/15/2025,,,,,,,,,,,,,
102,5030,-1,11/15/2025,,,,,,,,,,,,,
102,5001,-1,11/14/2025,,,,,,,,,,,,,
102,5039,-1,11/14/2025,,,,,,,,,,,,,
102,5021,-1,11/14/2025,,,,,,,,,,,,,
102,5042,-2,11/14/2025,,,,,,,,,,,,,
102,5001,-1,11/14/2025,,,,,,,,,,,,,
102,5001,-4,11/14/2025,,,,,,,,,,,,,
102,5001,-2,11/14/2025,,,,,,,,,,,,,
102,5005,-1,11/14/2025,,,,,,,,,,,,,
102,5004,-1,11/14/2025,,,,,,,,,,,,,
102,5001,-1,11/14/2025,,,,,,,,,,,,,
102,5001,-1,11/14/2025,,,,,,,,,,,,,
102,5001,-2,11/13/2025,,,,,,,,,,,,,
102,5023,-5,11/13/2025,,,,,,,,,,,,,
102,5023,-1,11/13/2025,,,,,,,,,,,,,
102,5001,-1,11/13/2025,,,,,,,,,,,,,
102,5001,-1,11/13/2025,,,,,,,,,,,,,
102,5001,-2,11/13/2025,,,,,,,,,,,,,
102,5010,-1,11/13/2025,,,,,,,,,,,,,
102,5033,-1,11/13/2025,,,,,,,,,,,,,
102,5023,-4,11/13/2025,,,,,,,,,,,,,
102,5010,-1,11/12/2025,,,,,,,,,,,,,
102,5001,-4,11/12/2025,,,,,,,,,,,,,
102,5042,-2,11/12/2025,,,,,,,,,,,,,
102,5042,-1,11/12/2025,,,,,,,,,,,,,
102,5021,-2,11/12/2025,,,,,,,,,,,,,
102,5022,-2,11/12/2025,,,,,,,,,,,,,
102,5001,-2,11/12/2025,,,,,,,,,,,,,
102,5042,-1,11/11/2025,,,,,,,,,,,,,
102,5011,-2,11/11/2025,,,,,,,,,,,,,
102,5023,-1,11/11/2025,,,,,,,,,,,,,
102,5001,-2,11/11/2025,,,,,,,,,,,,,
102,5030,-1,11/11/2025,,,,,,,,,,,,,
102,5041,-1,11/11/2025,,,,,,,,,,,,,
102,5030,-1,11/11/2025,,,,,,,,,,,,,
102,5024,-1,11/11/2025,,,,,,,,,,,,,
102,5001,-1,11/10/2025,,,,,,,,,,,,,
102,5003,-1,11/10/2025,,,,,,,,,,,,,
102,5023,-1,11/10/2025,,,,,,,,,,,,,
102,5022,-2,11/10/2025,,,,,,,,,,,,,
102,5010,-2,11/10/2025,,,,,,,,,,,,,
102,5001,-2,11/10/2025,,,,,,,,,,,,,
102,5022,-1,11/10/2025,,,,,,,,,,,,,
102,5041,-1,11/10/2025,,,,,,,,,,,,,
102,5022,-1,11/10/2025,,,,,,,,,,,,,
102,5001,-2,11/10/2025,,,,,,,,,,,,,
102,5003,-2,11/8/2025,,,,,,,,,,,,,
102,5010,-1,11/8/2025,,,,,,,,,,,,,
102,5022,-1,11/8/2025,,,,,,,,,,,,,
102,5022,-2,11/8/2025,,,,,,,,,,,,,
102,5030,-1,11/8/2025,,,,,,,,,,,,,
102,5001,-2,11/8/2025,,,,,,,,,,,,,
102,5033,-1,11/8/2025,,,,,,,,,,,,,
102,5001,-2,11/8/2025,,,,,,,,,,,,,
102,5033,-1,11/8/2025,,,,,,,,,,,,,
102,5001,-2,11/8/2025,,,,,,,,,,,,,
102,5003,-2,11/8/2025,,,,,,,,,,,,,
102,5001,-6,11/7/2025,,,,,,,,,,,,,
102,5022,-1,11/7/2025,,,,,,,,,,,,,
102,5001,-4,11/7/2025,,,,,,,,,,,,,
102,5001,-4,11/7/2025,,,,,,,,,,,,,
102,5001,-1,11/7/2025,,,,,,,,,,,,,
102,5001,-4,11/7/2025,,,,,,,,,,,,,
102,5001,-2,11/7/2025,,,,,,,,,,,,,
102,5001,-2,11/6/2025,,,,,,,,,,,,,
102,5023,-1,11/6/2025,,,,,,,,,,,,,
102,5030,-1,11/6/2025,,,,,,,,,,,,,
102,5001,-4,11/6/2025,,,,,,,,,,,,,
102,5001,-2,11/6/2025,,,,,,,,,,,,,
102,5021,-1,11/6/2025,,,,,,,,,,,,,
102,5001,-1,11/6/2025,,,,,,,,,,,,,
102,5023,-5,11/5/2025,,,,,,,,,,,,,
102,5001,-2,11/5/2025,,,,,,,,,,,,,
102,5021,-1,11/5/2025,,,,,,,,,,,,,
102,5001,-2,11/5/2025,,,,,,,,,,,,,
102,5030,-1,11/5/2025,,,,,,,,,,,,,
102,5001,-4,11/5/2025,,,,,,,,,,,,,
102,5001,-2,11/5/2025,,,,,,,,,,,,,
102,5036,2,11/4/2025,,,,,,,,,,,,,
102,5036,1,11/4/2025,,,,,,,,,,,,,
102,5062,-1,11/4/2025,,,,,,,,,,,,,
102,5022,-3,11/4/2025,,,,,,,,,,,,,
102,5001,-1,11/4/2025,,,,,,,,,,,,,
102,5036,-1,11/3/2025,,,,,,,,,,,,,
102,5003,-2,11/3/2025,,,,,,,,,,,,,
102,5003,-2,11/3/2025,,,,,,,,,,,,,
102,5036,-1,11/3/2025,,,,,,,,,,,,,
102,5036,-1,11/3/2025,,,,,,,,,,,,,
102,5001,-1,11/3/2025,,,,,,,,,,,,,
102,5021,-1,11/3/2025,,,,,,,,,,,,,
102,5003,-2,11/3/2025,,,,,,,,,,,,,
102,5023,-1,11/3/2025,,,,,,,,,,,,,
102,5001,-2,11/3/2025,,,,,,,,,,,,,
102,5003,-2,11/3/2025,,,,,,,,,,,,,
102,5001,-1,11/1/2025,,,,,,,,,,,,,
102,5021,-2,11/1/2025,,,,,,,,,,,,,
102,5021,-1,11/1/2025,,,,,,,,,,,,,
102,5001,-2,11/1/2025,,,,,,,,,,,,,
102,5021,-1,11/1/2025,,,,,,,,,,,,,
102,5030,-1,11/1/2025,,,,,,,,,,,,,
102,5041,-2,11/1/2025,,,,,,,,,,,,,
102,5023,-1,11/1/2025,,,,,,,,,,,,,
102,5011,-4,12/31/2025,,,,,,,,,,,,,
102,5011,-2,12/31/2025,,,,,,,,,,,,,
102,5011,-2,12/31/2025,,,,,,,,,,,,,
102,5007,-1,12/31/2025,,,,,,,,,,,,,
102,5007,-1,12/31/2025,,,,,,,,,,,,,
102,5042,-1,12/29/2025,,,,,,,,,,,,,
102,5001,-1,12/29/2025,,,,,,,,,,,,,
102,5022,-2,12/29/2025,,,,,,,,,,,,,
102,5023,-1,12/29/2025,,,,,,,,,,,,,
102,5022,-2,12/29/2025,,,,,,,,,,,,,
102,5041,1,12/28/2025,,,,,,,,,,,,,
102,5041,1,12/28/2025,,,,,,,,,,,,,
102,5028,1,12/27/2025,,,,,,,,,,,,,
102,509A,-2,12/27/2025,,,,,,,,,,,,,
102,5021,-1,12/26/2025,,,,,,,,,,,,,
102,5030,-1,12/24/2025,,,,,,,,,,,,,
102,5023,-1,12/24/2025,,,,,,,,,,,,,
102,5001,-3,12/24/2025,,,,,,,,,,,,,
102,5001,-2,12/24/2025,,,,,,,,,,,,,
102,5001,-2,12/24/2025,,,,,,,,,,,,,
102,5001,-2,12/24/2025,,,,,,,,,,,,,
102,5001,-2,12/24/2025,,,,,,,,,,,,,
102,5036,-1,12/23/2025,,,,,,,,,,,,,
102,5061,-1,12/23/2025,,,,,,,,,,,,,
102,5022,-1,12/23/2025,,,,,,,,,,,,,
102,5021,-1,12/23/2025,,,,,,,,,,,,,
102,5001,-3,12/23/2025,,,,,,,,,,,,,
102,5001,-5,12/22/2025,,,,,,,,,,,,,
102,5023,-1,12/22/2025,,,,,,,,,,,,,
102,5001,-2,12/22/2025,,,,,,,,,,,,,
102,5001,-2,12/22/2025,,,,,,,,,,,,,
102,5021,-1,12/22/2025,,,,,,,,,,,,,
102,5041,-1,12/22/2025,,,,,,,,,,,,,
102,5011,-2,12/22/2025,,,,,,,,,,,,,
102,5009,-1,12/22/2025,,,,,,,,,,,,,
102,5001,-4,12/20/2025,,,,,,,,,,,,,
102,5022,-2,12/20/2025,,,,,,,,,,,,,
102,5001,-3,12/20/2025,,,,,,,,,,,,,
102,5021,-1,12/20/2025,,,,,,,,,,,,,
102,5001,-2,12/20/2025,,,,,,,,,,,,,
102,5001,-4,12/20/2025,,,,,,,,,,,,,
102,5001,-2,12/20/2025,,,,,,,,,,,,,
102,5011,-2,12/19/2025,,,,,,,,,,,,,
102,5001,-3,12/19/2025,,,,,,,,,,,,,
102,5030,-2,12/19/2025,,,,,,,,,,,,,
102,5001,-1,12/19/2025,,,,,,,,,,,,,
102,5030,-1,12/19/2025,,,,,,,,,,,,,
102,5001,-2,12/19/2025,,,,,,,,,,,,,
102,5001,1,12/19/2025,,,,,,,,,,,,,
102,5001,-2,12/19/2025,,,,,,,,,,,,,
102,5001,-1,12/19/2025,,,,,,,,,,,,,
102,5001,-1,12/19/2025,,,,,,,,,,,,,
102,5001,-1,12/19/2025,,,,,,,,,,,,,
102,5001,2,12/19/2025,,,,,,,,,,,,,
102,5001,-2,12/19/2025,,,,,,,,,,,,,
102,5001,-2,12/19/2025,,,,,,,,,,,,,
102,5001,-2,12/19/2025,,,,,,,,,,,,,
102,5001,-2,12/19/2025,,,,,,,,,,,,,
102,5001,2,12/19/2025,,,,,,,,,,,,,
102,5001,-4,12/19/2025,,,,,,,,,,,,,
102,5030,-1,12/19/2025,,,,,,,,,,,,,
102,5010,-1,12/19/2025,,,,,,,,,,,,,
102,5022,-1,12/18/2025,,,,,,,,,,,,,
102,5042,-1,12/18/2025,,,,,,,,,,,,,
102,5003,2,12/18/2025,,,,,,,,,,,,,
102,5003,-2,12/18/2025,,,,,,,,,,,,,
102,5001,-1,12/18/2025,,,,,,,,,,,,,
102,5041,-1,12/18/2025,,,,,,,,,,,,,
102,5041,-1,12/18/2025,,,,,,,,,,,,,
102,5022,-1,12/18/2025,,,,,,,,,,,,,
102,50BL,-1,12/18/2025,,,,,,,,,,,,,
102,5023,1,12/18/2025,,,,,,,,,,,,,
102,50BL,-1,12/18/2025,,,,,,,,,,,,,
102,5001,-1,12/18/2025,,,,,,,,,,,,,
102,5039,1,12/17/2025,,,,,,,,,,,,,
102,5039,1,12/17/2025,,,,,,,,,,,,,
102,5001,-1,12/17/2025,,,,,,,,,,,,,
102,5001,2,12/17/2025,,,,,,,,,,,,,
102,5005,-1,12/17/2025,,,,,,,,,,,,,
102,5010,-1,12/17/2025,,,,,,,,,,,,,
102,5021,1,12/17/2025,,,,,,,,,,,,,
102,5008,-1,12/17/2025,,,,,,,,,,,,,
102,5001,1,12/16/2025,,,,,,,,,,,,,
102,5046,-1,12/16/2025,,,,,,,,,,,,,
102,5023,-1,12/16/2025,,,,,,,,,,,,,
102,5041,-1,12/16/2025,,,,,,,,,,,,,
102,5004,-1,12/16/2025,,,,,,,,,,,,,
102,5041,-1,12/15/2025,,,,,,,,,,,,,
102,5061,-1,12/15/2025,,,,,,,,,,,,,
102,5042,-2,12/15/2025,,,,,,,,,,,,,
102,5042,-1,12/15/2025,,,,,,,,,,,,,
102,5003,-1,12/14/2025,,,,,,,,,,,,,
102,5014,-2,12/13/2025,,,,,,,,,,,,,
102,5001,-2,12/13/2025,,,,,,,,,,,,,
102,5001,-2,12/13/2025,,,,,,,,,,,,,
102,5001,-1,12/13/2025,,,,,,,,,,,,,
102,5001,-2,12/13/2025,,,,,,,,,,,,,
102,5001,-2,12/13/2025,,,,,,,,,,,,,
102,5041,1,12/13/2025,,,,,,,,,,,,,
102,5001,-1,12/13/2025,,,,,,,,,,,,,
102,5042,-1,12/13/2025,,,,,,,,,,,,,
102,5005,-1,12/12/2025,,,,,,,,,,,,,
102,5003,-1,12/12/2025,,,,,,,,,,,,,
102,5001,-1,12/12/2025,,,,,,,,,,,,,
102,5022,-1,12/12/2025,,,,,,,,,,,,,
102,5001,-2,12/11/2025,,,,,,,,,,,,,
102,5001,4,12/11/2025,,,,,,,,,,,,,
102,5001,-1,12/11/2025,,,,,,,,,,,,,
102,5001,-2,12/11/2025,,,,,,,,,,,,,
102,5001,-2,12/11/2025,,,,,,,,,,,,,
102,5042,-1,12/10/2025,,,,,,,,,,,,,
102,5030,-1,12/10/2025,,,,,,,,,,,,,
102,5001,-2,12/10/2025,,,,,,,,,,,,,
102,5014,-1,12/10/2025,,,,,,,,,,,,,
102,5010,-2,12/10/2025,,,,,,,,,,,,,
102,5010,-1,12/10/2025,,,,,,,,,,,,,
102,5041,-1,12/9/2025,,,,,,,,,,,,,
102,5001,-4,12/9/2025,,,,,,,,,,,,,
102,5042,-2,12/9/2025,,,,,,,,,,,,,
102,5001,-2,12/9/2025,,,,,,,,,,,,,
102,5001,-2,12/9/2025,,,,,,,,,,,,,
102,5021,-1,12/9/2025,,,,,,,,,,,,,
102,5021,-1,12/9/2025,,,,,,,,,,,,,
102,5046,-1,12/9/2025,,,,,,,,,,,,,
102,509A,-2,12/8/2025,,,,,,,,,,,,,
102,5041,-1,12/8/2025,,,,,,,,,,,,,
102,5021,-1,12/8/2025,,,,,,,,,,,,,
102,509A,-1,12/8/2025,,,,,,,,,,,,,
102,5001,-2,12/8/2025,,,,,,,,,,,,,
102,5001,-2,12/8/2025,,,,,,,,,,,,,
102,5028,-1,12/8/2025,,,,,,,,,,,,,
102,509A,-1,12/8/2025,,,,,,,,,,,,,
102,5001,-2,12/8/2025,,,,,,,,,,,,,
102,5042,-1,12/8/2025,,,,,,,,,,,,,
102,5001,-2,12/8/2025,,,,,,,,,,,,,
102,5021,-1,12/8/2025,,,,,,,,,,,,,
102,5030,-1,12/8/2025,,,,,,,,,,,,,
102,5008,-1,12/8/2025,,,,,,,,,,,,,
102,509A,-1,12/8/2025,,,,,,,,,,,,,
102,5008,-1,12/8/2025,,,,,,,,,,,,,
102,5022,-1,12/6/2025,,,,,,,,,,,,,
102,5001,-2,12/6/2025,,,,,,,,,,,,,
102,5001,-2,12/6/2025,,,,,,,,,,,,,
102,5023,-1,12/6/2025,,,,,,,,,,,,,
102,5001,-2,12/6/2025,,,,,,,,,,,,,
102,5030,-1,12/5/2025,,,,,,,,,,,,,
102,5021,-1,12/5/2025,,,,,,,,,,,,,
102,5021,-1,12/5/2025,,,,,,,,,,,,,
102,5011,-2,12/5/2025,,,,,,,,,,,,,
102,5001,-2,12/5/2025,,,,,,,,,,,,,
102,5041,-2,12/5/2025,,,,,,,,,,,,,
102,5001,-2,12/5/2025,,,,,,,,,,,,,
102,5039,-1,12/5/2025,,,,,,,,,,,,,
102,5001,-1,12/5/2025,,,,,,,,,,,,,
102,5030,-1,12/4/2025,,,,,,,,,,,,,
102,5022,-1,12/4/2025,,,,,,,,,,,,,
102,5011,-2,12/4/2025,,,,,,,,,,,,,
102,5041,-1,12/4/2025,,,,,,,,,,,,,
102,5001,1,12/4/2025,,,,,,,,,,,,,
102,5030,-1,12/4/2025,,,,,,,,,,,,,
102,5030,-1,12/4/2025,,,,,,,,,,,,,
102,5021,-1,12/4/2025,,,,,,,,,,,,,
102,5001,-1,12/3/2025,,,,,,,,,,,,,
102,5021,-1,12/3/2025,,,,,,,,,,,,,
102,5001,-2,12/3/2025,,,,,,,,,,,,,
102,5042,-1,12/3/2025,,,,,,,,,,,,,
102,5001,-5,12/3/2025,,,,,,,,,,,,,
102,5022,-1,12/2/2025,,,,,,,,,,,,,
102,5033,-1,12/2/2025,,,,,,,,,,,,,
102,5005,-1,12/2/2025,,,,,,,,,,,,,
102,5042,-1,12/2/2025,,,,,,,,,,,,,
102,5028,-1,12/2/2025,,,,,,,,,,,,,
102,5030,-1,12/1/2025,,,,,,,,,,,,,
102,5021,-1,12/1/2025,,,,,,,,,,,,,
102,5010,-1,12/1/2025,,,,,,,,,,,,,
102,5011,-2,12/1/2025,,,,,,,,,,,,,
102,5030,-1,1/3/2024,,,,,,,,,,,,,
102,5030,-1,1/3/2024,,,,,,,,,,,,,
102,5042,-1,1/3/2024,,,,,,,,,,,,,
102,5001,-2,1/4/2024,,,,,,,,,,,,,
102,5041,-1,1/4/2024,,,,,,,,,,,,,
102,5011,-1,1/4/2024,,,,,,,,,,,,,
102,5030,-2,1/4/2024,,,,,,,,,,,,,
102,5030,-1,1/4/2024,,,,,,,,,,,,,
102,5030,-1,1/4/2024,,,,,,,,,,,,,
102,5001,-1,1/4/2024,,,,,,,,,,,,,
102,5022,-3,1/5/2024,,,,,,,,,,,,,
102,5042,-2,1/5/2024,,,,,,,,,,,,,
102,5061,-1,1/5/2024,,,,,,,,,,,,,
102,5061,-1,1/5/2024,,,,,,,,,,,,,
102,5001,-1,1/5/2024,,,,,,,,,,,,,
102,5001,-1,1/5/2024,,,,,,,,,,,,,
102,5021,-1,1/6/2024,,,,,,,,,,,,,
102,5021,-2,1/6/2024,,,,,,,,,,,,,
102,5001,2,1/8/2024,,,,,,,,,,,,,
102,5023,-1,1/8/2024,,,,,,,,,,,,,
102,5042,-1,1/8/2024,,,,,,,,,,,,,
102,5011,-5,1/8/2024,,,,,,,,,,,,,
102,5010,-1,1/8/2024,,,,,,,,,,,,,
102,5024,-1,1/9/2024,,,,,,,,,,,,,
102,5023,-1,1/10/2024,,,,,,,,,,,,,
102,5021,-2,1/10/2024,,,,,,,,,,,,,
102,5030,-1,1/10/2024,,,,,,,,,,,,,
102,5011,-1,1/10/2024,,,,,,,,,,,,,
102,5001,-1,1/10/2024,,,,,,,,,,,,,
102,5041,-4,1/11/2024,,,,,,,,,,,,,
102,5001,-3,1/11/2024,,,,,,,,,,,,,
102,5023,1,1/11/2024,,,,,,,,,,,,,
102,5001,-1,1/12/2024,,,,,,,,,,,,,
102,5028,-1,1/12/2024,,,,,,,,,,,,,
102,5001,1,1/12/2024,,,,,,,,,,,,,
102,5022,-2,1/12/2024,,,,,,,,,,,,,
102,5023,-1,1/13/2024,,,,,,,,,,,,,
102,5030,-1,1/16/2024,,,,,,,,,,,,,
102,5030,-1,1/16/2024,,,,,,,,,,,,,
102,5014,-3,1/16/2024,,,,,,,,,,,,,
102,5010,-1,1/17/2024,,,,,,,,,,,,,
102,5005,-3,1/19/2024,,,,,,,,,,,,,
102,5021,2,1/19/2024,,,,,,,,,,,,,
102,5014,3,1/19/2024,,,,,,,,,,,,,
102,5021,-1,1/20/2024,,,,,,,,,,,,,
