Order,Material,SLoc,Quantity,Pstng Date,Merge_Date,Year
52778656.0,103,5002,-10,2023-01-04,2023-01-04,2023
52714327.0,103,5030,-2,2023-01-05,2023-01-05,2023
52804194.0,103,5030,-1,2023-01-05,2023-01-05,2023
52782449.0,103,5042,-1,2023-01-05,2023-01-05,2023
52803548.0,103,5002,-5,2023-01-05,2023-01-05,2023
52724337.0,103,5030,-1,2023-01-05,2023-01-05,2023
52783304.0,103,5041,-2,2023-01-05,2023-01-05,2023
52779670.0,103,5003,-1,2023-01-07,2023-01-07,2023
52817372.0,103,5021,-1,2023-01-09,2023-01-09,2023
52498615.0,103,5003,-2,2023-01-09,2023-01-09,2023
52811699.0,103,5002,-4,2023-01-09,2023-01-09,2023
52718993.0,103,5021,1,2023-01-10,2023-01-10,2023
52692594.0,103,5021,1,2023-01-10,2023-01-10,2023
52828331.0,103,5021,-1,2023-01-10,2023-01-10,2023
52826769.0,103,5021,-1,2023-01-10,2023-01-10,2023
52830281.0,103,5021,-3,2023-01-11,2023-01-11,2023
52667054.0,103,5003,-1,2023-01-12,2023-01-12,2023
52025566.0,103,5028,-4,2023-01-12,2023-01-12,2023
52583682.0,103,5003,-2,2023-01-12,2023-01-12,2023
52846049.0,103,5030,-2,2023-01-12,2023-01-12,2023
52852007.0,103,5041,-1,2023-01-13,2023-01-13,2023
52852044.0,103,5041,-1,2023-01-13,2023-01-13,2023
52852261.0,103,5041,-1,2023-01-13,2023-01-13,2023
52860181.0,103,5021,-1,2023-01-16,2023-01-16,2023
52853355.0,103,5030,-1,2023-01-16,2023-01-16,2023
52862387.0,103,5030,-2,2023-01-16,2023-01-16,2023
52847369.0,103,5030,-1,2023-01-16,2023-01-16,2023
52863049.0,103,5041,-2,2023-01-16,2023-01-16,2023
52862795.0,103,5021,-1,2023-01-17,2023-01-17,2023
52871303.0,103,5021,-1,2023-01-17,2023-01-17,2023
52746588.0,103,5025,-1,2023-01-17,2023-01-17,2023
52871034.0,103,5021,-1,2023-01-18,2023-01-18,2023
52829037.0,103,5009,-1,2023-01-20,2023-01-20,2023
52898308.0,103,5030,-2,2023-01-20,2023-01-20,2023
52903949.0,103,5036,-2,2023-01-21,2023-01-21,2023
52566259.0,103,5003,-1,2023-01-22,2023-01-22,2023
52852291.0,103,5003,-1,2023-01-22,2023-01-22,2023
52904897.0,103,5021,-1,2023-01-23,2023-01-23,2023
52914416.0,103,5002,-5,2023-01-24,2023-01-24,2023
52862795.0,103,5021,1,2023-01-24,2023-01-24,2023
52862753.0,103,5005,-2,2023-01-24,2023-01-24,2023
52886446.0,103,5003,-1,2023-01-27,2023-01-27,2023
52924249.0,103,5041,-2,2023-01-27,2023-01-27,2023
52930324.0,103,5030,-1,2023-01-28,2023-01-28,2023
52912595.0,103,5030,-2,2023-01-28,2023-01-28,2023
52939605.0,103,5041,-1,2023-01-28,2023-01-28,2023
