iter	Passed	Remaining
0	0	82
1	0	74
2	0	64
3	1	59
4	1	55
5	1	51
6	1	49
7	1	47
8	2	46
9	2	44
10	2	44
11	2	43
12	3	43
13	3	43
14	3	43
15	3	43
16	3	42
17	4	41
18	4	41
19	4	41
20	4	40
21	5	40
22	5	40
23	5	40
24	5	39
25	5	39
26	6	38
27	6	38
28	6	38
29	6	37
30	6	37
31	7	37
32	7	37
33	7	36
34	7	36
35	7	36
36	8	35
37	8	35
38	8	35
39	8	35
40	9	35
41	9	35
42	9	35
43	9	35
44	10	34
45	10	34
46	10	34
47	10	34
48	10	33
49	11	33
50	11	33
51	11	32
52	11	32
53	11	32
54	12	31
55	12	31
56	12	31
57	12	31
58	12	30
59	13	30
60	13	30
61	13	29
62	13	29
63	13	29
64	14	29
65	14	29
66	14	28
67	14	28
68	14	28
69	15	28
70	15	27
71	15	27
72	15	27
73	15	27
74	16	26
75	16	26
76	16	26
77	16	25
78	16	25
79	16	25
80	17	25
81	17	25
82	17	25
83	18	25
84	18	25
85	18	24
86	19	24
87	19	24
88	19	24
89	19	24
90	20	24
91	20	23
92	20	23
93	21	23
94	21	23
95	21	23
96	21	23
97	22	23
98	22	23
99	22	22
100	23	22
101	23	22
102	23	22
103	23	21
104	23	21
105	24	21
106	24	21
107	24	20
108	24	20
109	24	20
110	25	20
111	25	19
112	25	19
113	25	19
114	25	19
115	26	18
116	26	18
117	26	18
118	26	18
119	26	17
120	27	17
121	27	17
122	27	17
123	27	16
124	27	16
125	28	16
126	28	16
127	28	15
128	28	15
129	28	15
130	29	15
131	29	15
132	29	14
133	29	14
134	29	14
135	29	14
136	30	13
137	30	13
138	30	13
139	30	13
140	30	12
141	31	12
142	31	12
143	31	12
144	31	11
145	31	11
146	32	11
147	32	11
148	32	11
149	32	10
150	32	10
151	33	10
152	33	10
153	33	10
154	33	9
155	34	9
156	34	9
157	34	9
158	34	8
159	35	8
160	35	8
161	35	8
162	36	8
163	36	8
164	36	7
165	37	7
166	37	7
167	37	7
168	38	6
169	38	6
170	38	6
171	38	6
172	39	6
173	39	5
174	39	5
175	39	5
176	39	5
177	40	4
178	40	4
179	40	4
180	40	4
181	40	4
182	40	3
183	41	3
184	41	3
185	41	3
186	41	2
187	42	2
188	42	2
189	42	2
190	42	2
191	43	1
192	43	1
193	43	1
194	43	1
195	43	0
196	44	0
197	44	0
198	44	0
199	44	0
