Order,Material,SLoc,Quantity,Pstng Date,Year,Tavg,Tmax,Tmin,RH,Month,Season,Delta_T,Region,Location
49761338.0,111,5001,-1,2021-01-15,2021,24.75,32.57,19.17,61.77,1,Winter,13.4,West1,Mumbai
,111,5020,-5,2021-02-10,2021,20.71,29.95,11.62,41.32,2,Winter,18.33,West1,Pune
49749852.0,111,5002,-1,2021-02-16,2021,24.01,31.69,18.12,64.84,2,Winter,13.57,West1,Navi Mumbai
49860758.0,111,5063,-1,2021-02-24,2021,24.54,34.92,15.67,32.06,2,Winter,19.25,East,Orissa
49880458.0,111,5064,-1,2021-03-10,2021,21.32,28.85,16.02,70.91,3,Summer,12.830000000000002,East,Guwahati
50259741.0,111,5023,-1,2021-05-31,2021,34.8,41.04,28.08,40.87,5,Summer,12.96,North1,Haryana
50307398.0,111,5062,-1,2021-06-26,2021,26.98,30.41,23.85,86.38,6,Summer,6.559999999999999,East,Ranchi
50363222.0,111,5021,-1,2021-06-27,2021,33.59,40.11,26.32,44.51,6,Summer,13.79,North1,Delhi
50352573.0,111,5062,-1,2021-06-30,2021,28.43,32.99,25.03,83.54,6,Summer,7.960000000000001,East,Ranchi
50363837.0,111,5021,-1,2021-07-01,2021,37.37,43.39,29.93,35.46,7,Monsoon,13.46,North1,Delhi
50391908.0,111,5021,-1,2021-07-03,2021,34.4,41.03,27.76,50.2,7,Monsoon,13.27,North1,Delhi
50391908.0,111,5021,1,2021-07-22,2021,29.67,34.37,25.68,81.28,7,Monsoon,8.689999999999998,North1,Delhi
50470676.0,111,5062,-1,2021-07-24,2021,26.18,28.09,24.62,92.85,7,Monsoon,3.469999999999999,East,Ranchi
50508287.0,111,5023,-1,2021-08-04,2021,29.83,33.61,26.14,80.51,8,Monsoon,7.469999999999999,North1,Haryana
50524169.0,111,5021,-1,2021-08-10,2021,29.63,34.01,25.72,81.29,8,Monsoon,8.29,North1,Delhi
50582970.0,111,5064,-1,2021-09-27,2021,27.58,33.39,23.48,79.81,9,Monsoon,9.91,East,Guwahati
50755926.0,111,5001,-1,2021-10-11,2021,27.32,30.91,24.58,85.62,10,Post-Monsoon,6.330000000000002,West1,Mumbai
