Order,Material,SLoc,Quantity,Pstng Date,Merge_Date,Year
49761338.0,111,5001,-1,2021-01-15,2021-01-15,2021
,111,5020,-5,2021-02-10,2021-02-10,2021
49749852.0,111,5002,-1,2021-02-16,2021-02-16,2021
49860758.0,111,5063,-1,2021-02-24,2021-02-24,2021
49880458.0,111,5064,-1,2021-03-10,2021-03-10,2021
50259741.0,111,5023,-1,2021-05-31,2021-05-31,2021
50307398.0,111,5062,-1,2021-06-26,2021-06-26,2021
50363222.0,111,5021,-1,2021-06-27,2021-06-27,2021
50352573.0,111,5062,-1,2021-06-30,2021-06-30,2021
50363837.0,111,5021,-1,2021-07-01,2021-07-01,2021
50391908.0,111,5021,-1,2021-07-03,2021-07-03,2021
50391908.0,111,5021,1,2021-07-22,2021-07-22,2021
50470676.0,111,5062,-1,2021-07-24,2021-07-24,2021
50508287.0,111,5023,-1,2021-08-04,2021-08-04,2021
50524169.0,111,5021,-1,2021-08-10,2021-08-10,2021
50582970.0,111,5064,-1,2021-09-27,2021-09-27,2021
50755926.0,111,5001,-1,2021-10-11,2021-10-11,2021
