Order,Material,SLoc,Quantity,Pstng Date,Merge_Date,Year
68160889.0,111,5043,-1,2026-01-01,2026-01-01,2026
68160889.0,111,5043,1,2026-01-01,2026-01-01,2026
68165435.0,111,5030,-1,2026-01-03,2026-01-03,2026
68165114.0,111,5030,-1,2026-01-03,2026-01-03,2026
68165431.0,111,5030,-1,2026-01-03,2026-01-03,2026
68166288.0,111,5030,-1,2026-01-03,2026-01-03,2026
68166814.0,111,5030,-1,2026-01-03,2026-01-03,2026
68165741.0,111,5001,-1,2026-01-03,2026-01-03,2026
68171228.0,111,5030,-1,2026-01-03,2026-01-03,2026
68171910.0,111,5030,-1,2026-01-03,2026-01-03,2026
68171833.0,111,5030,-1,2026-01-03,2026-01-03,2026
68171411.0,111,5001,-1,2026-01-03,2026-01-03,2026
68109242.0,111,5042,-1,2026-01-03,2026-01-03,2026
68166732.0,111,5042,-1,2026-01-03,2026-01-03,2026
68165661.0,111,5041,-1,2026-01-05,2026-01-05,2026
68166793.0,111,5041,-1,2026-01-05,2026-01-05,2026
68149256.0,111,5022,-1,2026-01-05,2026-01-05,2026
68171556.0,111,5001,-1,2026-01-05,2026-01-05,2026
68141734.0,111,5022,-1,2026-01-05,2026-01-05,2026
68168669.0,111,5001,-1,2026-01-05,2026-01-05,2026
68171362.0,111,5041,-1,2026-01-05,2026-01-05,2026
68171821.0,111,5022,-1,2026-01-05,2026-01-05,2026
68161858.0,111,5022,-1,2026-01-05,2026-01-05,2026
68162812.0,111,5001,-2,2026-01-05,2026-01-05,2026
68174173.0,111,5001,-1,2026-01-05,2026-01-05,2026
68174155.0,111,5001,-1,2026-01-05,2026-01-05,2026
68174991.0,111,5023,-1,2026-01-05,2026-01-05,2026
68175105.0,111,5001,-1,2026-01-05,2026-01-05,2026
68178599.0,111,5030,-1,2026-01-05,2026-01-05,2026
68174866.0,111,5023,-1,2026-01-05,2026-01-05,2026
68162832.0,111,5001,-2,2026-01-05,2026-01-05,2026
68174223.0,111,5001,-1,2026-01-05,2026-01-05,2026
68171868.0,111,5021,-1,2026-01-06,2026-01-06,2026
68183793.0,111,5022,-1,2026-01-06,2026-01-06,2026
59718000.0,111,5001,1,2026-01-06,2026-01-06,2026
68144177.0,111,5022,-1,2026-01-06,2026-01-06,2026
68184849.0,111,5021,-1,2026-01-06,2026-01-06,2026
68184923.0,111,5022,-1,2026-01-06,2026-01-06,2026
68185344.0,111,5042,-1,2026-01-06,2026-01-06,2026
68187155.0,111,5043,-1,2026-01-06,2026-01-06,2026
68178276.0,111,5001,-1,2026-01-06,2026-01-06,2026
68184527.0,111,5021,-1,2026-01-06,2026-01-06,2026
68183980.0,111,5001,-1,2026-01-06,2026-01-06,2026
59718001.0,111,5001,1,2026-01-06,2026-01-06,2026
68185167.0,111,5005,-1,2026-01-06,2026-01-06,2026
68185555.0,111,5010,-1,2026-01-06,2026-01-06,2026
68186668.0,111,5022,-1,2026-01-06,2026-01-06,2026
68187955.0,111,5005,-1,2026-01-06,2026-01-06,2026
68188037.0,111,5043,-1,2026-01-06,2026-01-06,2026
68171968.0,111,5043,-1,2026-01-06,2026-01-06,2026
68184675.0,111,5041,-1,2026-01-06,2026-01-06,2026
68142968.0,111,5022,-1,2026-01-06,2026-01-06,2026
68184512.0,111,5021,-1,2026-01-06,2026-01-06,2026
68161646.0,111,5025,-1,2026-01-06,2026-01-06,2026
68184781.0,111,5023,-1,2026-01-06,2026-01-06,2026
68162922.0,111,5026,-1,2026-01-06,2026-01-06,2026
68184901.0,111,5022,-1,2026-01-07,2026-01-07,2026
68194052.0,111,5001,-1,2026-01-07,2026-01-07,2026
68185583.0,111,5001,-1,2026-01-07,2026-01-07,2026
68191095.0,111,5001,-1,2026-01-07,2026-01-07,2026
68194728.0,111,5043,-1,2026-01-07,2026-01-07,2026
68197316.0,111,5024,-1,2026-01-07,2026-01-07,2026
68190792.0,111,5003,-1,2026-01-07,2026-01-07,2026
68185167.0,111,5005,1,2026-01-07,2026-01-07,2026
68193415.0,111,5001,-1,2026-01-07,2026-01-07,2026
68188323.0,111,5001,-1,2026-01-07,2026-01-07,2026
68194405.0,111,5025,-1,2026-01-07,2026-01-07,2026
68195776.0,111,5022,-1,2026-01-07,2026-01-07,2026
68194005.0,111,5030,-1,2026-01-07,2026-01-07,2026
68194024.0,111,5061,-1,2026-01-07,2026-01-07,2026
68193913.0,111,5021,-1,2026-01-07,2026-01-07,2026
68180959.0,111,5001,-1,2026-01-07,2026-01-07,2026
68171349.0,111,5036,-1,2026-01-07,2026-01-07,2026
68194882.0,111,5001,-1,2026-01-07,2026-01-07,2026
68197818.0,111,5010,-1,2026-01-07,2026-01-07,2026
68193853.0,111,5030,-1,2026-01-07,2026-01-07,2026
68196254.0,111,5021,-1,2026-01-08,2026-01-08,2026
68196911.0,111,5021,-1,2026-01-08,2026-01-08,2026
68198720.0,111,5022,-1,2026-01-08,2026-01-08,2026
68208864.0,111,5024,-1,2026-01-08,2026-01-08,2026
68185490.0,111,5003,-1,2026-01-08,2026-01-08,2026
68201302.0,111,5023,-1,2026-01-08,2026-01-08,2026
68199012.0,111,5025,-1,2026-01-08,2026-01-08,2026
68200972.0,111,5044,-1,2026-01-08,2026-01-08,2026
68142057.0,111,5001,-1,2026-01-08,2026-01-08,2026
68201380.0,111,5023,-1,2026-01-08,2026-01-08,2026
68198374.0,111,5044,-1,2026-01-08,2026-01-08,2026
68205477.0,111,5041,-1,2026-01-08,2026-01-08,2026
68172133.0,111,5021,-1,2026-01-08,2026-01-08,2026
68208450.0,111,5010,-1,2026-01-08,2026-01-08,2026
68199190.0,111,5043,-1,2026-01-08,2026-01-08,2026
68208941.0,111,5010,-1,2026-01-08,2026-01-08,2026
68209623.0,111,5061,-1,2026-01-08,2026-01-08,2026
68214594.0,111,5030,-1,2026-01-09,2026-01-09,2026
68207312.0,111,5001,-1,2026-01-09,2026-01-09,2026
68215086.0,111,5043,-1,2026-01-09,2026-01-09,2026
68217351.0,111,5043,-1,2026-01-09,2026-01-09,2026
68207330.0,111,5042,-1,2026-01-09,2026-01-09,2026
68207605.0,111,5049,-1,2026-01-09,2026-01-09,2026
68134050.0,111,5003,-1,2026-01-09,2026-01-09,2026
68216949.0,111,5003,-1,2026-01-09,2026-01-09,2026
68199535.0,111,5052,-1,2026-01-09,2026-01-09,2026
68212444.0,111,5003,-1,2026-01-09,2026-01-09,2026
68215914.0,111,5033,-1,2026-01-09,2026-01-09,2026
68133775.0,111,5022,-1,2026-01-09,2026-01-09,2026
68215947.0,111,5030,-1,2026-01-09,2026-01-09,2026
68199586.0,111,5052,-1,2026-01-09,2026-01-09,2026
68217042.0,111,5022,-1,2026-01-09,2026-01-09,2026
68215843.0,111,5010,-1,2026-01-09,2026-01-09,2026
68214663.0,111,5032,-1,2026-01-09,2026-01-09,2026
68212632.0,111,5001,-1,2026-01-09,2026-01-09,2026
68210498.0,111,5022,-1,2026-01-09,2026-01-09,2026
68220269.0,111,5032,-1,2026-01-09,2026-01-09,2026
68214437.0,111,5023,-1,2026-01-09,2026-01-09,2026
68134054.0,111,5003,-1,2026-01-09,2026-01-09,2026
68216660.0,111,5021,-1,2026-01-10,2026-01-10,2026
68214937.0,111,5021,-1,2026-01-10,2026-01-10,2026
68215079.0,111,5021,-1,2026-01-10,2026-01-10,2026
68215099.0,111,5021,-1,2026-01-10,2026-01-10,2026
68223921.0,111,5022,-1,2026-01-10,2026-01-10,2026
68220732.0,111,5001,-1,2026-01-10,2026-01-10,2026
68223715.0,111,5030,-1,2026-01-10,2026-01-10,2026
68223859.0,111,5030,-1,2026-01-10,2026-01-10,2026
68223478.0,111,5044,-1,2026-01-10,2026-01-10,2026
68223125.0,111,5030,-1,2026-01-10,2026-01-10,2026
68223097.0,111,5042,-1,2026-01-10,2026-01-10,2026
68217082.0,111,5042,-1,2026-01-10,2026-01-10,2026
68207318.0,111,5039,-1,2026-01-10,2026-01-10,2026
68216807.0,111,5030,-1,2026-01-10,2026-01-10,2026
68223185.0,111,5030,-1,2026-01-10,2026-01-10,2026
68141628.0,111,5010,-1,2026-01-10,2026-01-10,2026
68223810.0,111,5030,-1,2026-01-10,2026-01-10,2026
68215039.0,111,5021,-1,2026-01-10,2026-01-10,2026
68214759.0,111,5021,-1,2026-01-10,2026-01-10,2026
68214771.0,111,5021,-1,2026-01-10,2026-01-10,2026
68223449.0,111,5061,-1,2026-01-10,2026-01-10,2026
68223330.0,111,5021,-1,2026-01-12,2026-01-12,2026
68230474.0,111,5005,-1,2026-01-12,2026-01-12,2026
