Order,Material,SLoc,Quantity,Pstng Date,Merge_Date,Year
11044382,110,5061,-1,2024-02-05,2024-02-05,2024
55573966,110,5064,-1,2024-03-29,2024-03-29,2024
55782227,110,5061,-1,2024-05-02,2024-05-02,2024
55782227,110,5061,1,2024-05-09,2024-05-09,2024
55692853,110,5042,-1,2024-05-18,2024-05-18,2024
55908724,110,5064,-1,2024-05-23,2024-05-23,2024
55908348,110,5064,-1,2024-05-23,2024-05-23,2024
56103655,110,5001,-1,2024-06-20,2024-06-20,2024
56103673,110,5001,-1,2024-06-20,2024-06-20,2024
55580031,110,5021,-1,2024-06-25,2024-06-25,2024
55580031,110,5021,1,2024-06-28,2024-06-28,2024
56205900,110,5033,-1,2024-07-08,2024-07-08,2024
56239514,110,5021,-1,2024-07-11,2024-07-11,2024
56369183,110,5030,-1,2024-07-30,2024-07-30,2024
56378234,110,5030,-1,2024-07-31,2024-07-31,2024
56374226,110,5030,-1,2024-07-31,2024-07-31,2024
56372309,110,5030,-1,2024-08-01,2024-08-01,2024
56403265,110,5042,-1,2024-08-02,2024-08-02,2024
56415420,110,5061,-1,2024-08-05,2024-08-05,2024
56422095,110,5030,-1,2024-08-06,2024-08-06,2024
56455042,110,5030,-1,2024-08-09,2024-08-09,2024
56449947,110,5030,-1,2024-08-09,2024-08-09,2024
56445430,110,5030,-1,2024-08-10,2024-08-10,2024
56415420,110,5061,1,2024-08-22,2024-08-22,2024
56540847,110,5033,-1,2024-08-23,2024-08-23,2024
56528195,110,50BK,-1,2024-08-26,2024-08-26,2024
56544723,110,50BK,-1,2024-08-26,2024-08-26,2024
56545015,110,50BK,-1,2024-08-26,2024-08-26,2024
56537420,110,50BK,-1,2024-08-26,2024-08-26,2024
56535959,110,50BK,-1,2024-08-26,2024-08-26,2024
56545079,110,50BK,-1,2024-08-26,2024-08-26,2024
56535529,110,50BK,-1,2024-08-26,2024-08-26,2024
56545150,110,50BK,-1,2024-08-26,2024-08-26,2024
56544747,110,50BK,-1,2024-08-26,2024-08-26,2024
56606331,110,5021,-1,2024-09-03,2024-09-03,2024
56605213,110,5021,-1,2024-09-03,2024-09-03,2024
56602535,110,5021,-1,2024-09-04,2024-09-04,2024
56617826,110,5021,-1,2024-09-04,2024-09-04,2024
56616620,110,5021,-1,2024-09-04,2024-09-04,2024
56616620,110,5021,1,2024-09-11,2024-09-11,2024
56750655,110,5033,-1,2024-09-21,2024-09-21,2024
56449947,110,5030,1,2024-09-23,2024-09-23,2024
56779277,110,5043,-1,2024-10-01,2024-10-01,2024
56859077,110,5001,-1,2024-10-07,2024-10-07,2024
56892291,110,5021,-1,2024-10-11,2024-10-11,2024
56750655,110,5033,1,2024-10-16,2024-10-16,2024
57039239,110,5041,-1,2024-10-30,2024-10-30,2024
57092955,110,5043,-1,2024-11-06,2024-11-06,2024
57082439,110,5041,-1,2024-11-06,2024-11-06,2024
57103380,110,5033,-1,2024-11-12,2024-11-12,2024
57128209,110,5033,-1,2024-11-12,2024-11-12,2024
57128333,110,5033,-1,2024-11-12,2024-11-12,2024
57146826,110,5001,-1,2024-11-14,2024-11-14,2024
57156066,110,5043,-1,2024-11-15,2024-11-15,2024
57153588,110,5001,-1,2024-11-15,2024-11-15,2024
57256961,110,5030,-1,2024-11-30,2024-11-30,2024
57272649,110,5043,-1,2024-12-06,2024-12-06,2024
57303332,110,5043,-1,2024-12-09,2024-12-09,2024
57018045,110,5043,-1,2024-12-10,2024-12-10,2024
57335158,110,5042,-1,2024-12-12,2024-12-12,2024
57414568,110,5043,-1,2024-12-24,2024-12-24,2024
