Order,Material,SLoc,Quantity,Pstng Date,Merge_Date,Year
51441960.0,111,5042,-1,2022-06-13,2022-06-13,2022
51538769.0,111,5042,-1,2022-06-13,2022-06-13,2022
51663633.0,111,5042,-1,2022-06-13,2022-06-13,2022
51503608.0,111,5042,-1,2022-06-13,2022-06-13,2022
51531872.0,111,5042,-1,2022-06-13,2022-06-13,2022
51524821.0,111,5042,-1,2022-06-13,2022-06-13,2022
51945335.0,111,5001,-1,2022-08-08,2022-08-08,2022
51944476.0,111,5001,-1,2022-08-08,2022-08-08,2022
51944900.0,111,5001,-1,2022-08-08,2022-08-08,2022
51939918.0,111,5023,-1,2022-08-09,2022-08-09,2022
51945279.0,111,5001,-1,2022-08-09,2022-08-09,2022
51941850.0,111,5023,-1,2022-08-09,2022-08-09,2022
51943522.0,111,5021,-1,2022-08-12,2022-08-12,2022
51968963.0,111,5021,-1,2022-08-15,2022-08-15,2022
51969806.0,111,5021,-1,2022-08-15,2022-08-15,2022
51993122.0,111,5023,-1,2022-08-20,2022-08-20,2022
51994550.0,111,5023,-1,2022-08-20,2022-08-20,2022
52188695.0,111,5001,-1,2022-09-23,2022-09-23,2022
52237308.0,111,5061,-1,2022-09-30,2022-09-30,2022
52273893.0,111,5061,-1,2022-10-06,2022-10-06,2022
52327422.0,111,5061,-1,2022-10-14,2022-10-14,2022
52399670.0,111,5061,-1,2022-10-26,2022-10-26,2022
52415356.0,111,5005,-1,2022-11-01,2022-11-01,2022
52415338.0,111,5005,-1,2022-11-01,2022-11-01,2022
52406877.0,111,5005,-1,2022-11-03,2022-11-03,2022
52406834.0,111,5005,-1,2022-11-03,2022-11-03,2022
52447529.0,111,5061,-1,2022-11-15,2022-11-15,2022
52675403.0,111,5042,-1,2022-12-12,2022-12-12,2022
