Order,Material,SLoc,Quantity,Pstng Date,Year,Tavg,Tmax,Tmin,RH,Month,Season,Delta_T,Region,Location
57452905,107,5001,-1,2025-01-04,2025,22.4,32.64,15.09,52.93,1,Winter,17.55,West1,Mumbai
57469855,107,5042,-1,2025-01-06,2025,20.19,28.47,13.15,67.99,1,Winter,15.32,South,Hyderabad
57433288,107,5023,-1,2025-01-06,2025,14.36,22.34,9.61,64.96,1,Winter,12.73,North1,Haryana
57477295,107,5001,-1,2025-01-07,2025,22.27,31.76,14.7,58.15,1,Winter,17.060000000000002,West1,Mumbai
57499349,107,5003,-1,2025-01-09,2025,17.73,26.43,10.81,53.48,1,Winter,15.62,West1,Pune
56849714,107,5023,-1,2025-01-14,2025,12.6,21.89,4.57,53.59,1,Winter,17.32,North1,Haryana
57519837,107,5042,-1,2025-01-15,2025,21.34,27.6,16.81,73.41,1,Winter,10.790000000000004,South,Hyderabad
57543915,107,5042,-1,2025-01-16,2025,21.03,27.54,16.05,71.21,1,Winter,11.489999999999998,South,Hyderabad
57519194,107,5003,-1,2025-01-16,2025,21.43,27.11,16.41,73.33,1,Winter,10.7,West1,Pune
57565345,107,5033,-1,2025-01-20,2025,17.9,28.01,10.87,54.32,1,Winter,17.14,North1,Lucknow
55271521,107,5020,1,2025-01-20,2025,20.41,29.06,13.32,53.44,1,Winter,15.739999999999998,West1,Pune
57563601,107,5024,-1,2025-01-21,2025,16.5,25.77,9.75,49.94,1,Winter,16.02,North1,Jaipur
57493639,107,5005,-1,2025-01-21,2025,21.23,30.38,14.05,42.09,1,Winter,16.33,West2,Ahmedabad
57567825,107,5024,-1,2025-01-21,2025,16.5,25.77,9.75,49.94,1,Winter,16.02,North1,Jaipur
57597916,107,5033,-1,2025-01-23,2025,18.62,27.37,12.23,49.94,1,Winter,15.14,North1,Lucknow
57594170,107,5024,-1,2025-01-23,2025,15.72,23.92,10.19,59.74,1,Winter,13.730000000000002,North1,Jaipur
57506994,107,5028,-1,2025-01-24,2025,8.36,15.81,4.08,53.04,1,Winter,11.73,North1,Uttaranchal
57604364,107,5003,-1,2025-01-25,2025,22.88,31.74,15.22,54.32,1,Winter,16.519999999999996,West1,Pune
57604178,107,5033,-1,2025-01-25,2025,15.42,26.39,7.97,39.09,1,Winter,18.42,North1,Lucknow
57609781,107,5023,-2,2025-01-25,2025,12.67,24.39,4.48,36.28,1,Winter,19.91,North1,Haryana
57499349,107,5003,1,2025-01-27,2025,22.75,31.85,15.0,50.86,1,Winter,16.85,West1,Pune
57519194,107,5003,1,2025-01-27,2025,22.75,31.85,15.0,50.86,1,Winter,16.85,West1,Pune
57622289,107,5003,-1,2025-01-29,2025,23.04,32.54,16.63,49.27,1,Winter,15.91,West1,Pune
57493620,107,5005,-1,2025-01-29,2025,23.2,33.1,16.67,26.06,1,Winter,16.43,West2,Ahmedabad
57640453,107,5036,-1,2025-01-30,2025,20.07,30.08,13.13,20.55,1,Winter,16.949999999999996,North1,Udaipur
57658815,107,5003,-1,2025-02-04,2025,22.02,32.3,15.15,52.28,2,Winter,17.15,West1,Pune
57655789,107,5003,-1,2025-02-04,2025,22.02,32.3,15.15,52.28,2,Winter,17.15,West1,Pune
57640743,107,5003,-1,2025-02-04,2025,22.02,32.3,15.15,52.28,2,Winter,17.15,West1,Pune
57654388,107,5003,-1,2025-02-04,2025,22.02,32.3,15.15,52.28,2,Winter,17.15,West1,Pune
57663382,107,5041,-1,2025-02-04,2025,21.88,32.81,13.14,48.09,2,Winter,19.67,South,Bangalore
57640745,107,5003,-1,2025-02-04,2025,22.02,32.3,15.15,52.28,2,Winter,17.15,West1,Pune
57663452,107,5001,-1,2025-02-04,2025,23.48,31.61,17.79,57.64,2,Winter,13.82,West1,Mumbai
57672885,107,5042,-1,2025-02-05,2025,25.77,35.0,17.89,40.73,2,Winter,17.11,South,Hyderabad
57664255,107,5001,-1,2025-02-05,2025,23.93,34.22,16.34,46.89,2,Winter,17.88,West1,Mumbai
57673681,107,5001,-1,2025-02-05,2025,23.93,34.22,16.34,46.89,2,Winter,17.88,West1,Mumbai
57612918,107,5005,-1,2025-02-06,2025,19.51,30.96,9.97,26.13,2,Winter,20.99,West2,Ahmedabad
57677299,107,5001,-1,2025-02-06,2025,25.5,36.12,17.61,48.34,2,Winter,18.51,West1,Mumbai
57631703,107,5005,-1,2025-02-10,2025,22.58,33.31,14.61,22.69,2,Winter,18.700000000000003,West2,Ahmedabad
57718963,107,5041,-1,2025-02-11,2025,22.2,32.76,14.69,54.78,2,Winter,18.07,South,Bangalore
57706343,107,5003,-1,2025-02-11,2025,23.29,32.73,16.18,45.61,2,Winter,16.549999999999997,West1,Pune
57717336,107,5041,-1,2025-02-12,2025,22.66,34.33,13.57,50.88,2,Winter,20.76,South,Bangalore
57736942,107,5042,-1,2025-02-14,2025,24.15,33.99,15.94,22.06,2,Winter,18.050000000000004,South,Hyderabad
57663452,107,5001,1,2025-02-17,2025,27.19,37.68,19.26,40.96,2,Winter,18.42,West1,Mumbai
57753091,107,5005,-1,2025-02-17,2025,25.75,35.46,16.9,44.84,2,Winter,18.56,West2,Ahmedabad
57788442,107,5001,-2,2025-02-20,2025,28.16,38.08,19.88,35.31,2,Winter,18.2,West1,Mumbai
57693118,107,5021,-1,2025-02-20,2025,20.54,27.81,14.14,52.68,2,Winter,13.669999999999998,North1,Delhi
57693396,107,5028,-1,2025-02-20,2025,8.12,13.5,3.18,58.69,2,Winter,10.32,North1,Uttaranchal
57797524,107,5024,-1,2025-02-21,2025,19.06,28.09,12.59,39.51,2,Winter,15.5,North1,Jaipur
57805624,107,5001,-1,2025-02-24,2025,29.17,38.97,21.54,26.56,2,Winter,17.43,West1,Mumbai
57655371,107,5042,-1,2025-02-24,2025,25.19,34.08,16.48,27.34,2,Winter,17.599999999999998,South,Hyderabad
57806873,107,5021,-1,2025-02-24,2025,19.0,28.33,11.45,42.58,2,Winter,16.88,North1,Delhi
57808995,107,5024,-1,2025-02-24,2025,20.08,28.77,11.79,37.33,2,Winter,16.98,North1,Jaipur
57828541,107,5030,-1,2025-02-26,2025,21.59,30.56,14.68,37.94,2,Winter,15.88,North1,Delhi
57819385,107,5042,-1,2025-02-26,2025,25.91,34.41,17.85,39.07,2,Winter,16.559999999999995,South,Hyderabad
57753091,107,5005,1,2025-02-26,2025,29.42,38.16,20.85,23.36,2,Winter,17.309999999999995,West2,Ahmedabad
57847599,107,5030,-1,2025-02-28,2025,19.3,24.49,16.39,68.65,2,Winter,8.099999999999998,North1,Delhi
57847391,107,5021,-1,2025-03-01,2025,20.62,28.71,14.36,63.49,3,Summer,14.35,North1,Delhi
57856112,107,5021,-1,2025-03-03,2025,20.77,31.28,10.24,33.78,3,Summer,21.04,North1,Delhi
57850757,107,5024,-1,2025-03-04,2025,19.15,26.26,11.48,26.08,3,Summer,14.78,North1,Jaipur
57846848,107,5021,-1,2025-03-06,2025,18.08,30.07,8.49,27.46,3,Summer,21.58,North1,Delhi
57895503,107,5033,-1,2025-03-07,2025,21.53,31.95,11.84,17.71,3,Summer,20.11,North1,Lucknow
57890221,107,5042,-1,2025-03-08,2025,27.74,38.08,19.94,11.92,3,Summer,18.14,South,Hyderabad
57904789,107,5042,-1,2025-03-10,2025,26.9,35.74,19.24,49.06,3,Summer,16.500000000000004,South,Hyderabad
57937425,107,5021,-1,2025-03-13,2025,27.48,35.71,20.27,38.0,3,Summer,15.44,North1,Delhi
57934086,107,5030,-1,2025-03-13,2025,27.48,35.71,20.27,38.0,3,Summer,15.44,North1,Delhi
57787272,107,5028,-1,2025-03-15,2025,12.72,19.33,7.17,61.68,3,Summer,12.159999999999998,North1,Uttaranchal
57918550,107,5021,-1,2025-03-18,2025,23.01,32.83,14.12,32.91,3,Summer,18.71,North1,Delhi
57971007,107,5030,-1,2025-03-19,2025,24.59,35.06,15.65,26.63,3,Summer,19.410000000000004,North1,Delhi
57994923,107,5005,-1,2025-03-21,2025,28.53,38.09,19.45,33.31,3,Summer,18.640000000000004,West2,Ahmedabad
57996154,107,5021,-1,2025-03-21,2025,24.86,35.24,15.6,26.81,3,Summer,19.64,North1,Delhi
57917786,107,5021,-1,2025-03-24,2025,26.4,37.05,15.6,17.23,3,Summer,21.45,North1,Delhi
58006972,107,5021,-1,2025-03-24,2025,26.4,37.05,15.6,17.23,3,Summer,21.45,North1,Delhi
57413733,107,5033,-1,2025-03-25,2025,28.62,37.38,21.18,14.91,3,Summer,16.200000000000003,North1,Lucknow
58007003,107,5041,-1,2025-03-25,2025,27.71,36.76,18.4,41.98,3,Summer,18.36,South,Bangalore
58027502,107,5021,-1,2025-03-26,2025,30.47,40.1,21.71,19.44,3,Summer,18.39,North1,Delhi
58027616,107,5021,-1,2025-03-26,2025,30.47,40.1,21.71,19.44,3,Summer,18.39,North1,Delhi
58034643,107,5021,-1,2025-03-27,2025,29.66,39.51,21.65,19.25,3,Summer,17.86,North1,Delhi
58028740,107,5021,-1,2025-03-27,2025,29.66,39.51,21.65,19.25,3,Summer,17.86,North1,Delhi
57905757,107,5003,-1,2025-03-29,2025,29.64,39.26,20.79,23.9,3,Summer,18.47,West1,Pune
58053537,107,5021,-1,2025-03-29,2025,22.34,31.35,13.43,10.3,3,Summer,17.92,North1,Delhi
58027935,107,5003,-1,2025-03-29,2025,29.64,39.26,20.79,23.9,3,Summer,18.47,West1,Pune
58048076,107,5021,-1,2025-03-29,2025,22.34,31.35,13.43,10.3,3,Summer,17.92,North1,Delhi
58074384,107,5021,-1,2025-04-05,2025,28.32,38.44,18.51,19.24,4,Summer,19.93,North1,Delhi
