Order,Material,SLoc,Quantity,Pstng Date,Merge_Date,Year
57453635.0,102,5041,-1,2025-01-02,2025-01-02,2025
57453635.0,102,5041,1,2025-01-02,2025-01-02,2025
57462627.0,102,5003,-1,2025-01-04,2025-01-04,2025
57452573.0,102,5030,-1,2025-01-04,2025-01-04,2025
57453635.0,102,5041,-1,2025-01-04,2025-01-04,2025
57452842.0,102,5030,-1,2025-01-04,2025-01-04,2025
57442817.0,102,5001,-2,2025-01-04,2025-01-04,2025
57467315.0,102,5006,-1,2025-01-04,2025-01-04,2025
57466886.0,102,5021,-1,2025-01-06,2025-01-06,2025
57359143.0,102,5021,-2,2025-01-06,2025-01-06,2025
57468566.0,102,5010,-1,2025-01-06,2025-01-06,2025
57391168.0,102,5030,-1,2025-01-06,2025-01-06,2025
57468616.0,102,5030,-1,2025-01-06,2025-01-06,2025
57468790.0,102,5022,-1,2025-01-06,2025-01-06,2025
57468615.0,102,5001,-2,2025-01-06,2025-01-06,2025
57467754.0,102,5001,-2,2025-01-07,2025-01-07,2025
57479575.0,102,5001,-2,2025-01-07,2025-01-07,2025
57474205.0,102,5003,-1,2025-01-07,2025-01-07,2025
57472213.0,102,5001,-3,2025-01-07,2025-01-07,2025
57469885.0,102,5001,-5,2025-01-07,2025-01-07,2025
57478795.0,102,5030,-1,2025-01-07,2025-01-07,2025
57479750.0,102,5001,-4,2025-01-07,2025-01-07,2025
57472431.0,102,5022,-2,2025-01-07,2025-01-07,2025
57450108.0,102,5001,-4,2025-01-07,2025-01-07,2025
57478367.0,102,5001,-3,2025-01-07,2025-01-07,2025
49539873.0,102,5006,1,2025-01-07,2025-01-07,2025
57482595.0,102,5006,-1,2025-01-07,2025-01-07,2025
57481200.0,102,5042,-1,2025-01-08,2025-01-08,2025
57483037.0,102,5061,-1,2025-01-08,2025-01-08,2025
57489128.0,102,5001,-4,2025-01-08,2025-01-08,2025
57006846.0,102,5001,-1,2025-01-08,2025-01-08,2025
57487002.0,102,5022,-1,2025-01-08,2025-01-08,2025
57467349.0,102,5042,-3,2025-01-09,2025-01-09,2025
57497478.0,102,5021,-1,2025-01-09,2025-01-09,2025
57499474.0,102,5003,-1,2025-01-09,2025-01-09,2025
57497804.0,102,5001,-2,2025-01-09,2025-01-09,2025
57188608.0,102,5001,-3,2025-01-09,2025-01-09,2025
57499184.0,102,5042,-1,2025-01-10,2025-01-10,2025
57504263.0,102,5023,-1,2025-01-10,2025-01-10,2025
57507494.0,102,5023,-1,2025-01-10,2025-01-10,2025
57499704.0,102,5042,-1,2025-01-10,2025-01-10,2025
57504281.0,102,5023,-1,2025-01-10,2025-01-10,2025
57483484.0,102,5001,-2,2025-01-10,2025-01-10,2025
57507159.0,102,5030,-1,2025-01-10,2025-01-10,2025
57499039.0,102,5010,-1,2025-01-11,2025-01-11,2025
57510392.0,102,5001,-2,2025-01-11,2025-01-11,2025
57514504.0,102,5001,-5,2025-01-11,2025-01-11,2025
57514500.0,102,5001,-5,2025-01-11,2025-01-11,2025
57514583.0,102,5023,-1,2025-01-11,2025-01-11,2025
57470725.0,102,5033,-1,2025-01-13,2025-01-13,2025
57518124.0,102,5041,-1,2025-01-13,2025-01-13,2025
57518082.0,102,5001,-1,2025-01-13,2025-01-13,2025
57521345.0,102,5030,-1,2025-01-13,2025-01-13,2025
57515373.0,102,5030,-1,2025-01-13,2025-01-13,2025
57533176.0,102,5001,-2,2025-01-15,2025-01-15,2025
57517982.0,102,5030,-1,2025-01-15,2025-01-15,2025
57533052.0,102,5001,-1,2025-01-15,2025-01-15,2025
57534182.0,102,5022,-1,2025-01-15,2025-01-15,2025
57527227.0,102,5001,-1,2025-01-15,2025-01-15,2025
57536373.0,102,5001,-1,2025-01-16,2025-01-16,2025
57520765.0,102,5021,-1,2025-01-16,2025-01-16,2025
57550127.0,102,5030,-1,2025-01-17,2025-01-17,2025
57551409.0,102,5001,-1,2025-01-17,2025-01-17,2025
57554396.0,102,5022,-2,2025-01-17,2025-01-17,2025
57545151.0,102,5030,-1,2025-01-17,2025-01-17,2025
57553553.0,102,5001,-1,2025-01-17,2025-01-17,2025
57560710.0,102,5030,-1,2025-01-18,2025-01-18,2025
57517982.0,102,5030,1,2025-01-18,2025-01-18,2025
57558664.0,102,5001,-1,2025-01-18,2025-01-18,2025
57561208.0,102,5021,-1,2025-01-20,2025-01-20,2025
57563552.0,102,5022,-1,2025-01-20,2025-01-20,2025
57565342.0,102,5003,-1,2025-01-20,2025-01-20,2025
57562132.0,102,5010,-1,2025-01-20,2025-01-20,2025
57563368.0,102,5001,-11,2025-01-20,2025-01-20,2025
57516161.0,102,5010,-1,2025-01-20,2025-01-20,2025
57396069.0,102,5049,-1,2025-01-20,2025-01-20,2025
57536747.0,102,5001,-2,2025-01-21,2025-01-21,2025
57560707.0,102,5001,-2,2025-01-21,2025-01-21,2025
57574618.0,102,5030,-1,2025-01-21,2025-01-21,2025
57563363.0,102,5001,-8,2025-01-21,2025-01-21,2025
57256510.0,102,5001,-1,2025-01-21,2025-01-21,2025
57569388.0,102,5022,-1,2025-01-21,2025-01-21,2025
57029093.0,102,5001,-2,2025-01-21,2025-01-21,2025
57573024.0,102,5001,-1,2025-01-21,2025-01-21,2025
57556007.0,102,5001,-2,2025-01-21,2025-01-21,2025
