iter	RMSE
0	47.34176136
1	45.73507265
2	43.95955377
3	42.45337745
4	41.30217014
5	40.05306624
6	38.78482505
7	37.43650396
8	36.23283819
9	35.0141816
10	33.9371666
11	32.81538342
12	31.74215252
13	30.72565502
14	29.76374431
15	28.77289696
16	27.84019501
17	26.94351695
18	26.07636429
19	25.31182366
20	24.603653
21	23.80005224
22	23.06005668
23	22.29122025
24	21.60415144
25	20.93067798
26	20.19216358
27	19.49848652
28	18.99960154
29	18.48850287
30	17.99933305
31	17.52328505
32	16.99568003
33	16.51334824
34	16.11855185
35	15.65549425
36	15.23213928
37	14.8046224
38	14.3754926
39	14.06340668
40	13.73724098
41	13.41479596
42	13.13106959
43	12.80097464
44	12.4920065
45	12.23182322
46	11.93119537
47	11.70654249
48	11.43962509
49	11.23494883
50	10.98817873
51	10.71842413
52	10.49307299
53	10.31024148
54	10.13176962
55	9.964059432
56	9.783789889
57	9.556895041
58	9.347369271
59	9.213771786
60	9.061271055
61	8.928465389
62	8.779588906
63	8.653749711
64	8.464731687
65	8.353717321
66	8.214427792
67	8.082238553
68	7.936475155
69	7.813175699
70	7.690264233
71	7.59334767
72	7.497228102
73	7.360100598
74	7.283025247
75	7.207696742
76	7.134428542
77	7.032073671
78	6.931749463
79	6.86860462
80	6.792828918
81	6.718175372
82	6.64989971
83	6.554359182
84	6.465996468
85	6.380464475
86	6.295011917
87	6.200341986
88	6.096778941
89	6.042758968
90	5.962360372
91	5.896973785
92	5.799896308
93	5.70685591
94	5.655208995
95	5.577293494
96	5.546785078
97	5.510303081
98	5.448676606
99	5.382688916
100	5.315005366
101	5.252799557
102	5.215944551
103	5.186642262
104	5.152445466
105	5.123064013
106	5.050467666
107	5.025293051
108	4.944545446
109	4.866981074
110	4.831339953
111	4.806310512
112	4.786464944
113	4.75749436
114	4.684257968
115	4.632783509
116	4.604351482
117	4.586771738
118	4.573984111
119	4.557123792
120	4.505700995
121	4.480474227
122	4.457875448
123	4.391497498
124	4.368055654
125	4.345452353
126	4.327399231
127	4.308427899
128	4.245865473
129	4.229028599
130	4.169136904
131	4.149467037
132	4.103567385
133	4.08808291
134	4.071999205
135	4.054079236
136	3.998693496
137	3.984666013
138	3.964951202
139	3.948743024
140	3.930216135
141	3.912502606
142	3.900262334
143	3.888390891
144	3.83678378
145	3.787220928
146	3.739634754
147	3.728615192
148	3.683090144
149	3.63940479
150	3.613172839
151	3.575938108
152	3.534308341
153	3.52014858
154	3.49588441
155	3.472782211
156	3.433062721
157	3.400278905
158	3.362355835
159	3.337310058
160	3.301196371
161	3.270719999
162	3.256512713
163	3.23628924
164	3.201657959
165	3.173163306
166	3.157411982
167	3.124223917
168	3.116384412
169	3.103415818
170	3.088693999
171	3.076549433
172	3.071615953
173	3.05786856
174	3.031001642
175	3.02025891
176	3.015533131
177	3.01091766
178	3.006410072
179	2.993515508
180	2.976896332
181	2.971567743
182	2.959290989
183	2.954153112
184	2.949165474
185	2.932617413
186	2.928369661
187	2.91243025
188	2.900948218
189	2.892402923
190	2.888287271
191	2.863297573
192	2.859320942
193	2.844007043
194	2.835715338
195	2.820842318
196	2.81717253
197	2.806602794
198	2.798850744
199	2.795060727
